,real,null,null2,p_conc,p_diff
p10,-1.2065271296520708,-1.1998633462760235,-1.2063672585134482,-1.232074452631158,-1.2776188759709461
p25,-0.7455121453247607,-0.7121745086587589,-0.7203781900772794,-0.7071259509870843,-0.5853472000735822
p50,-0.10127623407885007,-0.06351239186473956,-0.07805539193074217,-0.0933836488924148,-0.009292987905905313
p75,0.618545404568052,0.6204468621552244,0.6323403836717002,0.5626151987387398,0.5766421613953057
p90,1.289262001624151,1.2569789460687821,1.2525920267555712,1.3146898222381447,1.1652174722963748
p95,1.7484215032421182,1.7439094480566075,1.7070155207272992,1.6877574336832921,2.0219886609166693
p99,2.75307285031287,2.6427627351481697,2.6601017911443012,3.1690170805646454,2.7897907267574884
