q,Kc,Kw,seed,arm,n,m,full,df_C,df_W,I,P,C,W
17,2,2,29,real,1367,10,0.07740572701307591,20,2754,0.1889686571255409,0.01673047004692313,0.011067143639227414,-0.1393605437986155
17,2,4,11,real,1367,10,-0.10002818689286164,20,5508,0.17556421243326434,-0.015254963355591181,0.0175187148582443,-0.2778561508287791
17,2,4,29,real,1367,10,0.007927350473264871,20,5508,0.17403057566370142,0.02448788709229558,0.012184603951668038,-0.20277571623440016
17,4,0,11,perm,1367,10,0.15974021564620344,40,0,0.2019953817866379,-0.042344258458778095,8.909231834364195e-05,0.0
17,4,0,29,perm,1367,10,0.18689584350268396,40,0,0.19521881861118837,-0.003333640988113451,-0.004989334120390987,0.0
17,4,0,11,real,1367,10,0.18174438008396143,40,0,0.19897379360962333,-0.039691843403928416,0.0224624298782665,0.0
17,4,0,29,real,1367,10,0.21235382736790798,40,0,0.19402484638814327,-0.00016168148414761685,0.018490662463912306,0.0
17,4,1,11,real,1367,10,0.09668070957737418,40,1377,0.18828026034383466,-0.02943267675244742,0.026556900997120332,-0.0887237750111334
17,4,1,29,real,1367,10,0.13731157471586963,40,1377,0.18833802708654776,0.010676586721574493,0.022230650532021945,-0.08393368962427457
17,4,2,11,real,1367,10,0.07615439781144806,40,2754,0.18750236932640113,-0.017730790893061288,0.016635845492417423,-0.11025302611430919
17,4,2,29,real,1367,10,0.08133503176560952,40,2754,0.1881677964820498,0.01705728423916285,0.015806403849901035,-0.13969645280550413
17,4,4,11,real,1367,10,-0.09355209011431453,40,5508,0.17508750785360444,-0.015206270788258001,0.024029504931939005,-0.2774628321116
17,4,4,29,real,1367,10,0.0128252013707425,40,5508,0.17365077411957117,0.024627326467285604,0.017291295093758097,-0.20274419430987237
17,8,0,11,perm,1367,10,0.15999096524687162,80,0,0.20196703735030244,-0.04159964772140512,-0.0003764243820257307,0.0
17,8,0,29,perm,1367,10,0.18404710764069432,80,0,0.19486266573026673,-0.002935962305147014,-0.007879595784425411,0.0
17,8,0,11,real,1367,10,0.19002182608376217,80,0,0.1997861236165639,-0.03959075591042569,0.02982645837762395,0.0
17,8,0,29,real,1367,10,0.2180228517669186,80,0,0.1936338599354245,0.0013904340036430263,0.02299855782785104,0.0
17,8,1,11,real,1367,10,0.10409760863628481,80,1377,0.18865931726266505,-0.029471104704508488,0.03377705029286972,-0.08886765421474146
17,8,1,29,real,1367,10,0.1397423295866288,80,1377,0.18794547673886583,0.012042892141699141,0.025213098113149535,-0.08545913740708572
17,8,2,11,real,1367,10,0.08445565374845487,80,2754,0.18783975020577554,-0.018453135748859983,0.024660969698811704,-0.10959193040727236
17,8,2,29,real,1367,10,0.08730290974950605,80,2754,0.18739412564484134,0.01848965152166846,0.020714942301170082,-0.13929580971817385
17,8,4,11,real,1367,10,-0.09058407015048608,80,5508,0.17478744035320407,-0.016147641668436047,0.029816248353821156,-0.2790401171890753
17,8,4,29,real,1367,10,0.01702035945147362,80,5508,0.17298904200772922,0.02588555753429077,0.02134457233851142,-0.20319881242905777
19,1,0,11,perm,3805,19,0.2600051161443281,19,0,0.15564670082127735,0.10469392239501302,-0.00033550707196228213,0.0
19,1,0,29,perm,3805,19,0.2635651399295026,19,0,0.14713100443904922,0.11665513763964817,-0.00022100214919481184,0.0
19,1,0,11,real,3805,19,0.27027161578392755,19,0,0.15493518833897574,0.10564620042193283,0.009690227023018971,0.0
19,1,0,29,real,3805,19,0.27339704130332876,19,0,0.1471007383053956,0.11743496821990701,0.008861334778026142,0.0
19,1,1,11,real,3805,19,0.28629528179443375,19,3824,0.153744850509752,0.11236137950296672,0.009977942147579032,0.01021110963413597
19,1,1,29,real,3805,19,0.28773038160654796,19,3824,0.1482356073279258,0.12289223847028898,0.009190548107600949,0.0074119877007322215
19,1,2,11,real,3805,19,0.279226674929412,19,7648,0.15322140736994488,0.11312732403506857,0.01017528264470895,0.002702660879689576
19,1,2,29,real,3805,19,0.27207775433571046,19,7648,0.14646393496095345,0.12374396430212266,0.009536873613906694,-0.007667018541272339
19,1,4,11,real,3805,19,0.26311056242155473,19,15296,0.1533525065826562,0.12151550827952254,0.008267656340824372,-0.02002510878144841
19,1,4,29,real,3805,19,0.245553796603184,19,15296,0.1479041452791448,0.12770715581589492,0.007746933669467104,-0.03780443816132282
19,2,0,11,perm,3805,19,0.26003450369739245,38,0,0.15565272791878978,0.10475324121292008,-0.00037146543431741213,0.0
19,2,0,29,perm,3805,19,0.2635634522019372,38,0,0.14722684076621528,0.11665187974922137,-0.00031526831349946527,0.0
19,2,0,11,real,3805,19,0.2757197556961464,38,0,0.15491884720083093,0.10601574133426929,0.014785167161046128,0.0
19,2,0,29,real,3805,19,0.2779286144213784,38,0,0.14771694218383163,0.1177565228678275,0.012455149369719254,0.0
19,2,1,11,real,3805,19,0.2924003030294815,38,3824,0.15375521477516796,0.11269291025815441,0.015406975323814666,0.010545202672344451
19,2,1,29,real,3805,19,0.29147517427557645,38,3824,0.1487685853332994,0.1230183274141388,0.01253031826335003,0.007157943264788191
19,2,2,11,real,3805,19,0.2867448191823637,38,7648,0.15318152770301818,0.11357433292294544,0.016278260229723306,0.003710698326676772
19,2,2,29,real,3805,19,0.2768214600069653,38,7648,0.14702057754083134,0.12386093365290887,0.013368827780048598,-0.007428878966823547
19,2,4,11,real,3805,19,0.26613270068356043,38,15296,0.15323472493352214,0.12223284903386776,0.01202641598823522,-0.02136128927206472
19,2,4,29,real,3805,19,0.24491013542727236,38,15296,0.14815466649417403,0.12798392846329365,0.008958363446143858,-0.04018682297633917
19,4,0,11,perm,3805,19,0.25954240009475493,76,0,0.15573214770199023,0.10479177047142156,-0.0009815180786568733,0.0
19,4,0,29,perm,3805,19,0.2625392111291389,76,0,0.14733552108971054,0.11675743817434808,-0.0015537481349197078,0.0
19,4,0,11,real,3805,19,0.2834758748968257,76,0,0.15439471080962003,0.10655489886020443,0.022526265227001203,0.0
19,4,0,29,real,3805,19,0.2842847619078186,76,0,0.14672236447602757,0.1183255047428897,0.019236892688901313,0.0
19,4,1,11,real,3805,19,0.29668178453249083,76,3824,0.1532703563030317,0.11339604537098008,0.021309126787952166,0.008706256070526875
19,4,1,29,real,3805,19,0.29475125434633365,76,3824,0.14791506381338676,0.12378130770932877,0.017604500570681005,0.005450382252937111
19,4,2,11,real,3805,19,0.2902690292126907,76,7648,0.15263509444571904,0.11433646537458834,0.021803064680692458,0.0014944047116908497
19,4,2,29,real,3805,19,0.2800082191861374,76,7648,0.14622605083088486,0.12468545778314695,0.01833808031907988,-0.009241369746974324
19,4,4,11,real,3805,19,0.2691768289374996,76,15296,0.15285411195462012,0.12313126252254959,0.017160128893292458,-0.023968674432962557
19,4,4,29,real,3805,19,0.24722151700099337,76,15296,0.1474997290472729,0.12867628436322964,0.013486216666077947,-0.042440713075587146
19,8,0,11,perm,3805,19,0.25968551330788137,152,0,0.15571245707813786,0.10490726178540798,-0.0009342055556644431,0.0
19,8,0,29,perm,3805,19,0.261594006300942,152,0,0.14738726947286224,0.11672394976402439,-0.002517212935944646,0.0
19,8,0,11,real,3805,19,0.2913237005861856,152,0,0.1549712193677984,0.1070251591926386,0.029327322025748614,0.0
19,8,0,29,real,3805,19,0.2941788806597341,152,0,0.14659291499511157,0.11920026693941581,0.028385698725206684,0.0
19,8,1,11,real,3805,19,0.30099113941543876,152,3824,0.15388663664770863,0.11393406439599024,0.026287182943956284,0.0068832554277835824
19,8,1,29,real,3805,19,0.3003232735400261,152,3824,0.14785105005392785,0.1244067990904092,0.02468417437486913,0.0033812500208198577
19,8,2,11,real,3805,19,0.2940581985871934,152,7648,0.15340288456919868,0.11494968120864439,0.026407674788549673,-0.0007020419791993469
19,8,2,29,real,3805,19,0.28435658788229934,152,7648,0.14605666900460595,0.12521987794768968,0.02490414851618164,-0.01182410758617794
19,8,4,11,real,3805,19,0.27197906970730457,152,15296,0.15368853818760964,0.123630195761125,0.02129509794178617,-0.026634762183216254
19,8,4,29,real,3805,19,0.25121255160967815,152,15296,0.14725030299881153,0.1293317138205779,0.019853135284129582,-0.04522260049384088
29,1,0,11,perm,5388,22,0.29431509436870373,22,0,0.2128070099989094,0.08181365027150192,-0.0003055659017075866,0.0
29,1,0,29,perm,5388,22,0.2884167544776841,22,0,0.20784225189913,0.08065077159247697,-7.626901392286203e-05,0.0
29,1,0,11,real,5388,22,0.3025832310011013,22,0,0.21276376685680368,0.08238219673124786,0.007437267413049731,0.0
29,1,0,29,real,5388,22,0.2964984963434335,22,0,0.2076541032632131,0.08096181673600378,0.007882576344216592,0.0
29,1,1,11,real,5388,22,0.31552794363165937,22,5410,0.21058562758403582,0.08745953138978661,0.0032080708167318557,0.014274713841105086
29,1,1,29,real,5388,22,0.3111668824355496,22,5410,0.20714903705743307,0.08402113735843794,0.0038310248369486564,0.016165683182729894
29,1,2,11,real,5388,22,0.31685881438394736,22,10820,0.20863343679209911,0.09089090027011489,0.0037743419758867283,0.013560135345846613
29,1,2,29,real,5388,22,0.3097419366959332,22,10820,0.20385844346181084,0.085958932692896,0.004361302581667641,0.015563257959558697
29,1,4,11,real,5388,22,0.29230552704353086,22,21640,0.20460065956798595,0.09612996464427336,0.0042574655840698725,-0.012682562752798358
29,1,4,29,real,5388,22,0.27759575373570866,22,21640,0.19961883666846178,0.09128160904235091,0.004902271038914986,-0.018206963014019018
29,2,0,11,perm,5388,22,0.2940135921224234,44,0,0.21283240743715723,0.08179408416595219,-0.0006128994806860466,0.0
29,2,0,29,perm,5388,22,0.2884287146993718,44,0,0.20785288015372047,0.08069237347940181,-0.00011653893375048371,0.0
29,2,0,11,real,5388,22,0.31630579978048046,44,0,0.2118588605304201,0.08317641431326078,0.02127052493679954,0.0
29,2,0,29,real,5388,22,0.31026627150902875,44,0,0.20680338374112123,0.08135980343794992,0.022103084329957577,0.0
29,2,1,11,real,5388,22,0.3149219617651463,44,5410,0.2094300543057961,0.08877029533040375,0.009744113314161518,0.006977498814784941
29,2,1,29,real,5388,22,0.31013760446170946,44,5410,0.20624994403921526,0.08489415389160557,0.010439678085424195,0.008553828445464448
29,2,2,11,real,5388,22,0.316913706760771,44,10820,0.2076619235997181,0.0920442425776813,0.010627502368580758,0.006580038214790834
29,2,2,29,real,5388,22,0.3098663985241421,44,10820,0.2031590626230672,0.08696029766013773,0.011382795424393532,0.008364242816543604
29,2,4,11,real,5388,22,0.29409119519229854,44,21640,0.20393710470123,0.09750433310061289,0.011711521625536826,-0.019061764235081213
29,2,4,29,real,5388,22,0.2791789119664959,44,21640,0.19907119772804296,0.09240094622989722,0.012518255023615348,-0.024811487015059638
29,4,0,11,perm,5388,22,0.2938811420778208,88,0,0.21288826799745247,0.0818316520159553,-0.000838777935586991,0.0
29,4,0,29,perm,5388,22,0.2881489123993928,88,0,0.20784527469578098,0.08076633571164255,-0.0004626980080307633,0.0
29,4,0,11,real,5388,22,0.32308251229549456,88,0,0.21173975441689047,0.08331406798192278,0.028028689896681298,0.0
29,4,0,29,real,5388,22,0.3144443884698056,88,0,0.20648533335093344,0.08170917977740297,0.0262498753414692,0.0
29,4,1,11,real,5388,22,0.3199649562101571,88,5410,0.20937356900863427,0.08884234105159679,0.015636912804592163,0.006112133345333827
29,4,1,29,real,5388,22,0.3130332923007365,88,5410,0.2059825884629298,0.0852480519792732,0.013917646255002442,0.00788500560353107
29,4,2,11,real,5388,22,0.31915666520452246,88,10820,0.20763657498034876,0.09241613433150725,0.014954792503169055,0.004149163389497372
29,4,2,29,real,5388,22,0.3100046532798415,88,10820,0.20301948990140659,0.08762576578221305,0.01326237060779171,0.006097026988430157
29,4,4,11,real,5388,22,0.29676513608675836,88,21640,0.2040182340865415,0.09803480578353496,0.01612177351859085,-0.021409677301908948
29,4,4,29,real,5388,22,0.2797216195144252,88,21640,0.19898018979589965,0.09287563357126871,0.014671164598721734,-0.02680536845146488
29,8,0,11,perm,5388,22,0.2937233775599265,176,0,0.21289385234234165,0.0819557478807759,-0.0011262226631910863,0.0
29,8,0,29,perm,5388,22,0.28783750276132747,176,0,0.2078097177425731,0.08082908430421423,-0.000801299285459874,0.0
29,8,0,11,real,5388,22,0.3292290173171102,176,0,0.2119437743674055,0.08380627735979596,0.033478965589908705,0.0
29,8,0,29,real,5388,22,0.3201492429101973,176,0,0.20629243126000246,0.08191453047798597,0.031942281172208875,0.0
29,8,1,11,real,5388,22,0.32392162480188935,176,5410,0.2095104902885471,0.08935031765711139,0.020017936004358285,0.0050428808518725434
29,8,1,29,real,5388,22,0.31611615145228933,176,5410,0.2057689059278608,0.08544431099899524,0.01831399050382218,0.006588944021611133
29,8,2,11,real,5388,22,0.31981007409521256,176,10820,0.2079030927258752,0.09294173382034528,0.01761057617794557,0.0013546713710464826
29,8,2,29,real,5388,22,0.31098805179626654,176,10820,0.20297076252144974,0.08794532105927018,0.01646485883282392,0.003607109382722693
29,8,4,11,real,5388,22,0.29719879382061,176,21640,0.20425455404405574,0.09826086235795481,0.018832551966163305,-0.024149174547563896
29,8,4,29,real,5388,22,0.28108228754885134,176,21640,0.1989208280732528,0.09304803135534696,0.018141183500588937,-0.02902775538033735
39,1,0,11,perm,1703,12,0.1627333239054598,12,0,0.11010867997012806,0.05225949411938811,0.00036514981594363655,0.0
39,1,0,29,perm,1703,12,0.18385247765558488,12,0,0.1194665064641712,0.06406734580222048,0.000318625389193176,0.0
39,1,0,11,real,1703,12,0.17196823433636454,12,0,0.11004540545518876,0.052050690211484334,0.009872138669691444,0.0
39,1,0,29,real,1703,12,0.19387778731328742,12,0,0.12063309012761823,0.06535744755971404,0.007887249625955143,0.0
39,1,1,11,real,1703,12,0.20273888201001955,12,1715,0.108591633927496,0.06482818276761029,0.008088888011682041,0.021230177303231196
39,1,1,29,real,1703,12,0.21705806637467773,12,1715,0.11948938589938282,0.07727293808162344,0.006836304085491305,0.013459438308180147
39,1,2,11,real,1703,12,0.20132999972681476,12,3430,0.10543803218005263,0.07085985629900762,0.008719348684539005,0.0163127625632155
39,1,2,29,real,1703,12,0.213588554978013,12,3430,0.11709354292141866,0.08072332685265776,0.005743355168781596,0.010028330035154954
39,1,4,11,real,1703,12,0.14341478517393502,12,6860,0.10448309895095713,0.07804759682042595,0.009420395363501682,-0.048536305960949745
39,1,4,29,real,1703,12,0.13620362837743039,12,6860,0.11687609975042076,0.08165188807053239,0.004999877972283563,-0.06732423741580633
39,2,0,11,perm,1703,12,0.1623343700352281,24,0,0.11011622383528744,0.0521691563208904,4.898987905025781e-05,0.0
39,2,0,29,perm,1703,12,0.1820158992822849,24,0,0.11954148309829031,0.06397445945298416,-0.0015000432689895777,0.0
39,2,0,11,real,1703,12,0.17257789144045743,24,0,0.10947224162591597,0.05206621147516245,0.011039438339379,0.0
39,2,0,29,real,1703,12,0.19503716862930864,24,0,0.1205491126591959,0.06599960588584004,0.0084884500842727,0.0
39,2,1,11,real,1703,12,0.20380988589494253,24,1715,0.10822377659613007,0.06485827257038293,0.009376923553283963,0.021350913175145564
39,2,1,29,real,1703,12,0.21803305003729478,24,1715,0.11947310599743168,0.07796845084732489,0.007284779714083469,0.013306713478454756
39,2,2,11,real,1703,12,0.2023571894513717,24,3430,0.10495891890668557,0.07077687265579438,0.010097641839951405,0.016523756048940342
39,2,2,29,real,1703,12,0.21412746575684594,24,3430,0.11697866913438171,0.08150546938482862,0.005979776414789899,0.009663550822845701
39,2,4,11,real,1703,12,0.14494042286326037,24,6860,0.1042474567073179,0.07800323372188699,0.010906866714097222,-0.04821713428004176
39,2,4,29,real,1703,12,0.13806706070596997,24,6860,0.11700469850261842,0.08275310933191186,0.005617284358923566,-0.06730803148748388
39,4,0,11,perm,1703,12,0.1611254302567524,48,0,0.11053105923642963,0.051941715065871565,-0.001347344045548778,0.0
39,4,0,29,perm,1703,12,0.18225858993779243,48,0,0.11943304858689748,0.063787966027988,-0.0009624246770930471,0.0
39,4,0,11,real,1703,12,0.17946328593840621,48,0,0.10959631553759006,0.05289100537883709,0.016975965021979046,0.0
39,4,0,29,real,1703,12,0.19761181908627967,48,0,0.12030273299506797,0.06550790436639752,0.011801181724814183,0.0
39,4,1,11,real,1703,12,0.20704531557572947,48,1715,0.10815502086637023,0.06597562259306158,0.013438604588518041,0.01947606752777959
39,4,1,29,real,1703,12,0.21609454022655972,48,1715,0.11908870000811318,0.07784994718310628,0.008223345455755223,0.010932547579585023
39,4,2,11,real,1703,12,0.20411794338408706,48,3430,0.1052185555660622,0.07156669237020845,0.013421553960713751,0.013911141487102641
39,4,2,29,real,1703,12,0.2126717792973114,48,3430,0.11670412674012132,0.08106310200161553,0.007266753894030115,0.007637796661544432
39,4,4,11,real,1703,12,0.14749484696163473,48,6860,0.10462984749062786,0.07909798081751454,0.01441377316511567,-0.050646754511623364
39,4,4,29,real,1703,12,0.13561171175341757,48,6860,0.11696337153370451,0.08144931894344859,0.006718534381606698,-0.06951951310534224
39,8,0,11,perm,1703,12,0.15945808246958082,96,0,0.10998811704677924,0.05202156937341917,-0.002551603950617598,0.0
39,8,0,29,perm,1703,12,0.18089470259863616,96,0,0.11962876850090035,0.06389760047572406,-0.0026316663779882474,0.0
39,8,0,11,real,1703,12,0.18300186765929627,96,0,0.10995795652150267,0.05387285082465385,0.019171060313139733,0.0
39,8,0,29,real,1703,12,0.20723675405896524,96,0,0.1194816197796532,0.06565450927170491,0.022100625007607122,0.0
39,8,1,11,real,1703,12,0.20910624161618052,96,1715,0.10818414698915735,0.06642538876447426,0.015327169107224018,0.01916953675532488
39,8,1,29,real,1703,12,0.22393201113798566,96,1715,0.11812623634410288,0.07767957507733048,0.017858220437757717,0.010267979278794581
39,8,2,11,real,1703,12,0.20358581698316702,96,3430,0.10552363666599748,0.07154801003528385,0.01410983902332874,0.012404331258556944
39,8,2,29,real,1703,12,0.2207129741006909,96,3430,0.11620169232639331,0.08095113415747551,0.016744274066050342,0.006815873550771724
39,8,4,11,real,1703,12,0.14546438697867603,96,6860,0.10483023808655954,0.07853858422205777,0.014675593818979213,-0.05258002914892051
39,8,4,29,real,1703,12,0.1403476873942595,96,6860,0.11655925679705215,0.08098579230450836,0.014670064531220429,-0.07186742623852144
42,1,0,11,perm,1665,18,0.24198884682214772,18,0,0.17958235406332354,0.0619148217844471,0.0004916709743770601,0.0
42,1,0,29,perm,1665,18,0.24568801147266028,18,0,0.18117273789933858,0.06480283284430724,-0.0002875592709855231,0.0
42,1,0,11,real,1665,18,0.252503461970767,18,0,0.17881707368583483,0.06320856389401058,0.010477824390921597,0.0
42,1,0,29,real,1665,18,0.26013984179540983,18,0,0.18151511865472575,0.06719278038633035,0.011431942754353757,0.0
42,1,1,11,real,1665,18,0.33568622788414826,18,1683,0.16729223066975954,0.07289792788079688,0.009626568219567654,0.08586950111402417
42,1,1,29,real,1665,18,0.34728225646193256,18,1683,0.17003138679955962,0.0767574321850214,0.011006660213471983,0.08948677726387957
42,1,2,11,real,1665,18,0.30245792057924825,18,3366,0.1674967064451709,0.0741418206010265,0.003190153339376861,0.057629240193674
42,1,2,29,real,1665,18,0.33340553490378,18,3366,0.16738470821234916,0.08098095262205429,0.004765245123600427,0.08027462894577612
42,1,4,11,real,1665,18,0.24281524089319662,18,6732,0.1644636532025223,0.07250261890328666,0.00432832441091637,0.001520644376471295
42,1,4,29,real,1665,18,0.27052003445335615,18,6732,0.1662896977995658,0.07989111416278194,0.005133405200947488,0.01920581729006094
42,2,0,11,perm,1665,18,0.24129788713685585,36,0,0.1797337333997196,0.061888516925381214,-0.00032436318824496924,0.0
42,2,0,29,perm,1665,18,0.24392229745413352,36,0,0.18134455917195458,0.06468126856069514,-0.002103530278516193,0.0
42,2,0,11,real,1665,18,0.2554898287384574,36,0,0.17867596570793207,0.06329764474796032,0.013516218282565013,0.0
42,2,0,29,real,1665,18,0.2653008032596995,36,0,0.18164223625838136,0.06759365742691673,0.01606490957440141,0.0
42,2,1,11,real,1665,18,0.3377153533770605,36,1683,0.16725704952724801,0.07273023354085131,0.012261765653074028,0.08546630465588713
42,2,1,29,real,1665,18,0.3508979089433153,36,1683,0.17027555250520568,0.07713440726299318,0.01482039947237826,0.08866754970273819
42,2,2,11,real,1665,18,0.30115841574338587,36,3366,0.16750693666805475,0.07360631451389402,0.004322235799391689,0.055722928762045404
42,2,2,29,real,1665,18,0.33240900229415216,36,3366,0.1675622174890938,0.0807976578800661,0.0065863549614321075,0.07746277196356016
42,2,4,11,real,1665,18,0.243957555491222,36,6732,0.164536974140635,0.07229685023877289,0.006484902518951303,0.0006388285928628132
42,2,4,29,real,1665,18,0.27172952373731496,36,6732,0.16674564024646005,0.0800367247256827,0.007753856748053197,0.01719330201711899
42,4,0,11,perm,1665,18,0.24099022190086383,72,0,0.1797668634346076,0.06192882928338126,-0.0007054708171250387,0.0
42,4,0,29,perm,1665,18,0.24193325517976783,72,0,0.181439338046822,0.06471219372915626,-0.004218276596210435,0.0
42,4,0,11,real,1665,18,0.2640902748269942,72,0,0.1773080327916409,0.0637535209224461,0.023028721112907193,0.0
42,4,0,29,real,1665,18,0.272053629082849,72,0,0.18172246999247865,0.0674571293824269,0.02287402970794348,0.0
42,4,1,11,real,1665,18,0.343184142663323,72,1683,0.1658997238722289,0.07330316323623173,0.02014460969119571,0.08383664586366663
42,4,1,29,real,1665,18,0.35441574275701027,72,1683,0.17024373581066304,0.07733154630204497,0.019901215273742195,0.08693924537056005
42,4,2,11,real,1665,18,0.3074285819489012,72,3366,0.16614653935653584,0.0742821804911625,0.012555835984445658,0.05444402611675721
42,4,2,29,real,1665,18,0.3358209967525244,72,3366,0.16745093906775238,0.08062695972849833,0.011837900543843871,0.07590519741242985
42,4,4,11,real,1665,18,0.24925207174770891,72,6732,0.1635755194783871,0.07286375441168219,0.014085687307035133,-0.0012728894493955387
42,4,4,29,real,1665,18,0.27543884710444333,72,6732,0.16685964915887225,0.08031201801963538,0.01281842739520599,0.015448752530729717
42,8,0,11,perm,1665,18,0.23900146227888075,144,0,0.17984029321657075,0.06220013142876795,-0.0030389623664579535,0.0
42,8,0,29,perm,1665,18,0.23949264539768955,144,0,0.18171907759216813,0.06478889384204026,-0.007015326036518813,0.0
42,8,0,11,real,1665,18,0.2729505930562449,144,0,0.17617493021569433,0.06392659144657772,0.03284907139397288,0.0
42,8,0,29,real,1665,18,0.2814211161613408,144,0,0.1817519899716729,0.06771695179667253,0.03195217439299536,0.0
42,8,1,11,real,1665,18,0.35046400883655904,144,1683,0.16455905927379225,0.07376472003549535,0.0291342718179331,0.08300595770933833
42,8,1,29,real,1665,18,0.3624468075400703,144,1683,0.16996818997219867,0.077655264837928,0.028431733659088815,0.0863916190708548
42,8,2,11,real,1665,18,0.3100859619712002,144,3366,0.16533215049921665,0.07479666053176433,0.018944655544486672,0.05101249539573253
42,8,2,29,real,1665,18,0.34125566576291844,144,3366,0.16743459705549565,0.08088725159816977,0.018972332462859464,0.07396148464639356
42,8,4,11,real,1665,18,0.2529120262845409,144,6732,0.1625631523959672,0.07328215928004192,0.021122820823014078,-0.004056106214482278
42,8,4,29,real,1665,18,0.2790236966574382,144,6732,0.1665776220131359,0.08045901861831793,0.01921743778775626,0.012769618238228114
48,1,0,11,perm,2915,10,0.24466758316729909,10,0,0.2157845348299849,0.028309298005497918,0.0005737503318162807,0.0
48,1,0,29,perm,2915,10,0.25987037495240517,10,0,0.2261528052581234,0.03460518212972328,-0.0008876124354415167,0.0
48,1,0,11,real,2915,10,0.2582865398585207,10,0,0.21574419881638945,0.030550012031320073,0.011992329010811154,0.0
48,1,0,29,real,2915,10,0.2804310701638528,10,0,0.22595494744979236,0.03663319163773367,0.017842931076326805,0.0
48,1,1,11,real,2915,10,0.3574431893504908,10,2925,0.21505156298413303,0.04484698853449175,0.005020415953274524,0.0925242218785915
48,1,1,29,real,2915,10,0.39123502253338616,10,2925,0.22227590363891764,0.051672057963994496,0.009302459030630048,0.10798460189984398
48,1,2,11,real,2915,10,0.3068404512152698,10,5850,0.21393244227781477,0.061621560734301764,0.0064774940287182035,0.02480895417443507
48,1,2,29,real,2915,10,0.3376502568491252,10,5850,0.22181241693948162,0.06488456256941584,0.010784209357227254,0.040169067983000475
48,1,4,11,real,2915,10,0.21674438156179066,10,11700,0.21108820478254584,0.05815675086375067,0.00692828984247611,-0.05942886392698198
48,1,4,29,real,2915,10,0.24426277440650923,10,11700,0.2199200634950847,0.06374467844425627,0.012520771282454213,-0.05192273881528594
48,2,0,11,perm,2915,10,0.24405315341928258,20,0,0.2158003088548509,0.02843172349649294,-0.00017887893206129196,0.0
48,2,0,29,perm,2915,10,0.2600706490063357,20,0,0.22618179536428798,0.03460148413364209,-0.0007126304915943866,0.0
48,2,0,11,real,2915,10,0.2603080093560266,20,0,0.2158658521761374,0.03076991464000961,0.013672242539879587,0.0
48,2,0,29,real,2915,10,0.2827553799010072,20,0,0.22618063715953038,0.03702578188325259,0.019548960858224197,0.0
48,2,1,11,real,2915,10,0.3586605752548112,20,2925,0.2150094714635819,0.04519603250799312,0.006315589443493817,0.09213948183974235
48,2,1,29,real,2915,10,0.39296442593352043,20,2925,0.22248225423112808,0.05211211872670525,0.010696969944185286,0.10767308303150182
48,2,2,11,real,2915,10,0.3083289424242768,20,5850,0.2140422721712423,0.061990879958535416,0.007822121838925295,0.02447366845557373
48,2,2,29,real,2915,10,0.33875226736895125,20,5850,0.22194193618475042,0.06531918692356009,0.011906157708382456,0.03958498655225828
48,2,4,11,real,2915,10,0.21824803397706327,20,11700,0.21139515632794778,0.058435075495770185,0.00822743472593592,-0.0598096325725906
48,2,4,29,real,2915,10,0.24511580349411943,20,11700,0.2201714901415475,0.06397388481177166,0.013559984210218904,-0.05258955566941864
48,4,0,11,perm,2915,10,0.24350237725937873,40,0,0.2161181954653425,0.02843885973190165,-0.0010546779378654372,0.0
48,4,0,29,perm,2915,10,0.2598146562833272,40,0,0.2261933343534508,0.03464643956540442,-0.0010251176355279832,0.0
48,4,0,11,real,2915,10,0.26045773532329397,40,0,0.21553931526297784,0.030567279070003877,0.014351140990312242,0.0
48,4,0,29,real,2915,10,0.2841958488802876,40,0,0.22643822565760913,0.03761065087784832,0.02014697234483015,0.0
48,4,1,11,real,2915,10,0.3580517280072061,40,2925,0.21466752281002816,0.04505283551433037,0.0065931878685158325,0.09173818181433172
48,4,1,29,real,2915,10,0.3942249545580382,40,2925,0.22278590355998282,0.05242812371012185,0.011316412843611465,0.10769451444432206
48,4,2,11,real,2915,10,0.30788394467474844,40,5850,0.21372287599057796,0.06191997070859959,0.00813422490467754,0.02410687307089332
48,4,2,29,real,2915,10,0.34013409532664507,40,5850,0.22231172261394105,0.06562686937305265,0.012557342991190748,0.03963816034846063
48,4,4,11,real,2915,10,0.21869247776173684,40,11700,0.2114314587233846,0.05827074683602199,0.008853118975644725,-0.05986284677331446
48,4,4,29,real,2915,10,0.24713161621360136,40,11700,0.22053654226963454,0.06446186176386451,0.0144403817731729,-0.0523071695930706
48,8,0,11,perm,2915,10,0.24305430266098904,80,0,0.21596739567785883,0.028488232824163517,-0.0014013258410333074,0.0
48,8,0,29,perm,2915,10,0.2584827168969599,80,0,0.2262925382761142,0.03464066437038173,-0.002450485749536028,0.0
48,8,0,11,real,2915,10,0.2640235919065962,80,0,0.21559276401255872,0.031317637911830246,0.017113189982207195,0.0
48,8,0,29,real,2915,10,0.2880793320832159,80,0,0.22637541492672386,0.0373617964658419,0.02434212069065015,0.0
48,8,1,11,real,2915,10,0.3579925638427661,80,2925,0.21461849588087517,0.045562970516937557,0.007714076245516223,0.09009702119943716
48,8,1,29,real,2915,10,0.3978068419988241,80,2925,0.2225751932656167,0.052262394362171435,0.015393150558072694,0.10757610381296327
48,8,2,11,real,2915,10,0.3083201986811278,80,5850,0.21359641237572116,0.06207952222939154,0.009716832450847146,0.02292743162516797
