v_b0,v_b1,v_drop,v_thr,v_mde,v_n,v_dp,v_dn,v_flmean,v_flsd,v_rE
-0.028731066068683243,-0.014813626432841846,48.44038714947426,8.394376986805915,,11535,99.84473676184653,-3.0482141683607633,-0.1068116990853989,5.011829167040596,0.1660724665821448
