k,kind,n,r,sb,sb_null,sb_plant
4,S,6639,0.4027602702865769,0.5742396314151312,0.01398671486474588,0.9919150292212181
4,z,6639,0.028272845347676042,0.054990940343497115,0.009515310957579735,0.6852970132505314
5,S,4291,0.44099984948257404,0.612074802979231,-0.05620717087164397,0.9933667820985242
5,z,6214,0.043828739587735824,0.08397687843897869,-0.04186492232850915,0.6687515717098153
6,S,2670,0.45673228494537105,0.627064134797423,0.05280998061139372,0.99417028196348
6,z,4887,0.05678351927289011,0.10746480852002589,0.005039545858909772,0.6789084151447066
7,S,1629,0.5004971463181667,0.6671084280916597,-0.07210108653162528,0.9948515603591186
7,z,3309,0.05576581227305509,0.10564049645250731,0.0057611077668160825,0.66563976266942
