q,world,est,arm,seed,brier_I,brier_P,brier_C,brier_W,brier_full,logloss_I,logloss_P,logloss_C,logloss_W,logloss_full,l1_I,l1_P,l1_C,l1_W,l1_full
7,real,ls,real,47,0.08337474119746047,0.13737971091568077,0.014002948799282999,-0.0787593049278622,0.15599809598456205,0.0814270126912869,0.14114108988442475,0.004713415588574715,-0.4886864872395005,-0.26140496907521404,0.07103624011484898,0.15693581272904017,0.013352007480792414,0.10763404735507531,0.3489581076797569
7,real,ls,perm,47,0.08306404712524662,0.13500338815424606,0.0011596203311635225,-0.07325553495306811,0.14597152065758812,0.07538841906392038,0.14748639147998818,0.001461573727830558,-0.4838478883836077,-0.2595115041118685,0.07100205431686844,0.15799154982319202,0.00036296904800252794,0.11074646835776804,0.34010304154583104
7,real,logit,real,11,0.07567927249355899,0.10388213525428935,0.046487292709419085,,0.22604870045726744,0.06622312763624982,0.08299251280519532,0.03643975942390992,,0.18565539986535506,0.07704132067978486,0.14654557192580636,0.04023352857502943,,0.26382042118062066
7,real,logit,perm,11,0.07612516232443829,0.10118047655868963,0.020279569679160853,,0.19758520856228878,0.06524870106399862,0.08065633999490841,0.01563661545359048,,0.16154165651249752,0.07810150883712415,0.14913547701285462,0.018320647493619575,,0.24555763334359837
7,real,logit,real,29,0.0642852055237802,0.11321211246533591,0.04729367503825238,,0.2247909930273685,0.056452028349200226,0.09034468926703854,0.037545032084232224,,0.184341749700471,0.06866283386989089,0.1511073560295542,0.0408984682673493,,0.2606686581667944
7,real,logit,perm,29,0.06462771157032718,0.11187362817064242,0.01790752702349594,,0.19440886676446556,0.05595371619832226,0.08740943682222332,0.013721243102559825,,0.15708439612310543,0.06948177812441521,0.15458834817248368,0.016314384660772747,,0.24038451095767166
7,real,logit,real,47,0.06623568721321718,0.12414210459731892,0.03533263506999177,,0.2257104268805279,0.059246739128052894,0.0987562448594198,0.028172427256813678,,0.18617541124428638,0.06813902804644702,0.15552417215372533,0.03309949248419543,,0.2567626926843678
7,real,logit,perm,47,0.0665277521355207,0.11878700803202591,0.018729412156764214,,0.20404417232431082,0.05893592886866742,0.09395180908178916,0.015108720593628703,,0.1679964585440853,0.06872481829663607,0.15749597801223825,0.01564289416152881,,0.24186369047040313
8,real,ls,real,11,0.1311131502419911,0.11927932800244684,0.002754963021633398,-0.10389010992278759,0.14925733134328378,0.16297867612372854,0.07874049835816153,-0.0073962671282664,-0.45345647232869774,-0.21913356497507408,0.098725278782088,0.14973243719232993,0.004348273923133444,0.08412273905300396,0.33692872895055537
8,real,ls,perm,11,0.13169868000487392,0.11978610920599106,-0.0017022158203649034,-0.1032294392402801,0.14655313415021998,0.16547137098103232,0.08554837055982738,-0.0030826998090836832,-0.45051142430876145,-0.20257438257698546,0.09888235927189706,0.15056153907406364,-0.0006351090745217354,0.08446628943030245,0.33327507870174145
