level,sex,rnd,sd,delta
①块层载荷谱,0.7678470606279931,0.915870259426501,0.01905012207696723,-0.1480231987985079
②块内流行度,0.9038595693657199,0.9973480911150011,0.0003145187016620347,-0.09348852174928124
