v_arm,shame,trg,com,ratio
c3参照,0.12781974870845972,0.17403238215834194,-0.12051406734891819,1.4440835496363666
c3_ns,0.11689182239848085,0.20808422412202168,-0.05808504538022283,3.582406155662083
