arm,v_mean,seed_sd,thr_sd
原始 c3⊥D,15.14,0.7031358332498776,0.5860074716407437
⊥extroversion,13.88,1.2702755606560332,0.8316515138991167
⊥openness,15.4,0.684105255059483,0.3193548100418069
