k,obs,off,off_sd,excess
1,2.048731548188578,2.083814446081767,0.0006384194344345703,-0.03508289789318875
2,1.7079549727871468,1.7780364271130527,0.0007897100210453655,-0.07008145432590585
3,1.4603858486338224,1.4976330982569825,0.0006200885844342808,-0.03724724962316017
4,1.252517911789608,1.2316679169250588,0.0006164937222138328,0.020849994864549082
5,1.2240120856147199,1.222592470644968,0.00039313278993353176,0.0014196149697518479
6,1.1454577907812291,1.167051592786544,0.0005306700793798185,-0.0215938020053148
7,1.125603402901016,1.1263289447061282,0.0007942730376626262,-0.0007255418051121953
8,1.07335521217684,1.056105819187943,0.0005866287431720758,0.017249392988896828
