v_route,v_b0,v_b1,v_diff,v_t,v_thr,v_mde
S 位置,0.07708003213857706,0.11049299518984958,0.03341296305127252,1.160188766204473,2.3818943046466625,0.12
c3⁻,0.11070708597497164,0.10630328317049413,-0.004403802804477511,-0.17832126582594496,2.3818943046466625,
EARLY,-0.09515489833009101,-0.05251043580465149,0.04264446252543952,1.7338048721570751,2.3818943046466625,
