v_route,v_b0,v_b1,v_diff,v_t,v_thr,v_mde
S 位置,0.09179827992519388,0.07705036156914011,-0.014747918356053769,-0.5922328963285812,2.3079501940932636,0.12
c3⁻,0.10283983240084338,0.10027080742075782,-0.0025690249800855575,-0.1037829686807855,2.3079501940932636,0.12
EARLY 平均起始,-0.09787301030361299,-0.0451244947581032,0.05274851554550979,2.1403654350562533,2.3079501940932636,0.12
