lam,rel,raw,dis,dsd,rawsd
0.0,0.4008461636875107,0.09485553222226907,0.14982138219538893,0.0,0.0
0.5,0.33310306662923683,0.08593285047342882,0.14890400160156708,0.0062120506585175445,0.003490808540032894
1.0,0.2228752622479005,0.06961726710058386,0.14755889025931265,0.01244757811087251,0.005633913827523785
1.5,0.14469114245819828,0.055368677799511885,0.14596409068390792,0.01904811655759754,0.006747677486221921
2.0,0.09801417052787503,0.044836899674537765,0.1444327560755706,0.026402342708577237,0.007340211776396707
