v_axis,n800,n1600,n3350,err16,err33,proj6717
c1,0.5282537603923214,0.5314379216197432,0.6798781117814241,0.15987889248933795,0.023799960652672203,0.8098280057897574
c2,0.47054911826698664,0.4669230114744408,0.632987243284059,0.17304081213659173,0.014144528957581226,0.7756919157755489
c3,0.30311133022181047,0.7168572898266201,0.8467258011895549,-0.2516455720062923,-0.005432508304140549,0.9171948536646868
