seed,a,b,tier,cca,null
2,9,83,tier2 within fluid family,0.6611932006897506,0.1251408651829712
2,9,90,tier3 fluid<->non-fluid,0.10903719395645156,0.11626503005629504
2,9,92,tier3 fluid<->non-fluid,0.18334860634063066,0.05567618037493652
2,9,93,tier3 fluid<->non-fluid,0.339696853141158,0.061706609851716505
2,11,13,tier3 fluid<->non-fluid,0.09497154954839661,0.024995827877257192
2,11,29,tier3 fluid<->non-fluid,0.23114437978284538,0.08404062483126039
2,11,55,tier3 fluid<->non-fluid,0.17391214743604486,0.10014758246574752
2,11,62,tier3 fluid<->non-fluid,0.2586589010127698,0.06438700491940078
2,11,67,tier3 fluid<->non-fluid,0.12247048005436,0.036163613807657126
2,11,79,tier3 fluid<->non-fluid,0.14858683212258622,0.08516175394809622
2,11,83,tier2 within fluid family,0.43900629633482274,0.08856416478179473
2,13,17,tier4 all other pairs,0.21937016379814953,0.05847920906870429
2,13,19,tier4 all other pairs,0.3060549216172766,0.023049360639593813
2,13,20,tier4 all other pairs,0.1908117426753748,0.03483244661676204
2,13,29,tier4 all other pairs,0.3114132207846226,0.05440488084003334
2,13,36,tier4 all other pairs,0.3941546617166609,0.03978302051104797
2,13,39,tier4 all other pairs,0.2647359349606585,0.09190289134209978
2,13,42,tier4 all other pairs,0.18128530306728055,0.06692129013514114
2,13,48,tier4 all other pairs,0.2927523441058118,0.04410075917863087
2,13,51,tier4 all other pairs,0.10095648311828927,0.06745054950945217
2,13,53,tier4 all other pairs,0.3518187554321657,0.028263455072103965
2,13,55,tier4 all other pairs,0.48916804226458227,0.03475819194046019
2,13,62,tier4 all other pairs,0.342499011103235,0.006735527386139258
2,13,63,tier4 all other pairs,0.46496055837962386,0.04335026191978223
2,13,67,tier4 all other pairs,0.2934930739391567,0.031842773002516145
2,13,73,tier4 all other pairs,0.2947046435492061,0.03825991419186138
2,13,77,tier4 all other pairs,0.4551324792579396,0.0413161719470178
2,13,79,tier4 all other pairs,0.28143490025656775,0.015339130800413794
2,13,81,tier4 all other pairs,0.3578644630355212,0.025176099630295247
2,13,83,tier3 fluid<->non-fluid,0.15733830426031645,0.07051531921790605
2,13,85,tier4 all other pairs,0.30886920839994714,0.043241027331121666
2,13,90,tier4 all other pairs,0.19730784592612344,0.0410523275610594
2,13,91,tier4 all other pairs,0.1497430333676902,0.11658081334398007
2,13,92,tier4 all other pairs,0.44806982385892646,0.03558615268278491
2,13,93,tier4 all other pairs,0.4126383451229293,0.0586770763295051
2,13,96,tier4 all other pairs,0.2699251301008463,0.06601146569466335
2,17,19,tier4 all other pairs,0.2823248680684617,0.03590838192836935
2,17,20,tier4 all other pairs,0.06477208732191413,0.10156012449250851
2,17,29,tier4 all other pairs,0.2636735151708242,0.05597495303848494
2,17,53,tier4 all other pairs,0.16796132169931693,0.1559462653286586
2,17,63,tier4 all other pairs,0.2959363529079791,0.0884311721823126
2,17,67,tier4 all other pairs,0.19092571550208823,0.13183080640559933
2,17,73,tier4 all other pairs,0.24269550319757768,0.10284977657680437
2,17,77,tier4 all other pairs,0.2400898956861207,0.09513485638728683
2,17,79,tier4 all other pairs,0.19909511849568604,0.04029231961598354
2,19,20,tier4 all other pairs,0.15806310641742682,0.02480917552686441
2,19,29,tier4 all other pairs,0.432132049071754,0.04313999821071262
2,19,36,tier4 all other pairs,0.33795094795387454,0.10589479462877219
2,19,42,tier4 all other pairs,0.18398093645329724,0.10221787568001037
2,19,48,tier4 all other pairs,0.25544607448649387,0.05550511185262412
2,19,53,tier4 all other pairs,0.26997095446406216,0.03845485695453359
2,19,55,tier4 all other pairs,0.29653466459795635,0.04560894885446727
2,19,62,tier4 all other pairs,0.6835539375587071,0.0739651823285781
2,19,63,tier4 all other pairs,0.22830055486170026,0.07030831263993925
2,19,67,tier4 all other pairs,0.345321476251046,0.02693716858658173
2,19,73,tier4 all other pairs,0.30126134626880585,0.022033220211587472
2,19,77,tier4 all other pairs,0.40495767506014435,0.04436442029530955
2,19,79,tier4 all other pairs,0.25892846479725334,0.06841603199900133
2,19,81,tier4 all other pairs,0.18834135908607325,0.05442214610632207
2,20,29,tier4 all other pairs,0.16236637544993082,0.032310297237338054
2,20,36,tier4 all other pairs,0.18957661320347285,0.05626851372498996
2,20,42,tier4 all other pairs,0.15735087942742373,0.0381286822868103
2,20,48,tier4 all other pairs,0.14781898465093266,0.08264731174396892
2,20,53,tier4 all other pairs,0.12367839700074264,0.032128525842933874
2,20,55,tier4 all other pairs,0.1965593531907062,0.05144584834731698
2,20,62,tier4 all other pairs,0.13141801303560358,0.04831928926231906
2,20,63,tier4 all other pairs,0.24434085423567428,0.016846891425168056
2,20,67,tier4 all other pairs,0.08947506159472894,0.023784558680710745
2,20,73,tier4 all other pairs,0.09576190346776856,0.029327508011424336
2,20,77,tier4 all other pairs,0.19277115763834668,0.04241802133861238
2,20,79,tier4 all other pairs,0.10886981610015595,0.05087175515803877
2,20,81,tier4 all other pairs,0.12442969194862688,0.03253452207507589
2,29,36,tier4 all other pairs,0.23286342019816178,0.04806059830944542
2,29,39,tier4 all other pairs,0.2748229896340085,0.03491864596407695
2,29,42,tier4 all other pairs,0.3682082933637618,0.05522705550054022
2,29,48,tier4 all other pairs,0.19564402887873583,0.026514428170115425
2,29,51,tier4 all other pairs,0.060821807128746144,0.06722407520611373
2,29,53,tier4 all other pairs,0.487937700385718,0.069746786791314
2,29,55,tier4 all other pairs,0.19658322957519625,0.04472868684754306
2,29,62,tier4 all other pairs,0.20549673802621501,0.0418563520788482
2,29,63,tier4 all other pairs,0.38671813116302545,0.04153687284250707
2,29,67,tier4 all other pairs,0.3494223360390055,0.050671615539126635
2,29,73,tier4 all other pairs,0.541453127612423,0.047181349183146204
2,29,77,tier4 all other pairs,0.3554940194269932,0.045382274812385735
2,29,79,tier4 all other pairs,0.4138397648531523,0.045379430239566546
2,29,81,tier4 all other pairs,0.21257241702488872,0.027708548831696888
2,29,83,tier3 fluid<->non-fluid,0.5255502865081276,0.0620583828938124
2,29,85,tier4 all other pairs,0.5210038963184734,0.02788102442826114
2,29,90,tier4 all other pairs,0.12070096766670199,0.02411293998897314
2,29,91,tier4 all other pairs,0.3961612096424918,0.10130918378051129
2,29,92,tier4 all other pairs,0.33933183812885004,0.05204953840752488
2,29,93,tier4 all other pairs,0.2782586402782621,0.06587299033273547
2,29,96,tier4 all other pairs,0.2775346894329685,0.04569111599092787
2,36,48,tier4 all other pairs,0.23342999828068797,0.05663616994482195
2,36,53,tier4 all other pairs,0.22502057143058152,0.0726928358468696
2,36,55,tier4 all other pairs,0.6529693038134755,0.025732366340057627
2,36,62,tier4 all other pairs,0.2736614045502969,0.017965352917216553
2,36,63,tier4 all other pairs,0.6329633980817259,0.053786459950099
2,36,67,tier4 all other pairs,0.19287269660117812,0.04187011476187087
2,36,73,tier4 all other pairs,0.3008331337085164,0.143557492782905
2,36,77,tier4 all other pairs,0.5600968473997031,0.048205025736900574
2,36,79,tier4 all other pairs,0.250179809369861,0.0322487809873239
2,36,81,tier4 all other pairs,0.19315164144692962,0.06708539173356691
2,36,90,tier4 all other pairs,0.21037656705395005,0.015043306412196679
2,36,92,tier4 all other pairs,0.6410589032626081,0.09350794370935442
2,36,93,tier4 all other pairs,0.5486061410582301,0.11252119946490508
2,39,42,tier4 all other pairs,0.42360701434527803,0.11539233407831073
2,39,48,tier4 all other pairs,0.25092873802918286,0.055749660853864944
2,39,55,tier4 all other pairs,0.1667410580925854,0.06451947358654996
2,39,62,tier4 all other pairs,0.27539620657049885,0.05628987119710661
2,39,63,tier4 all other pairs,0.1988762284730222,0.007658691278933399
2,39,67,tier4 all other pairs,0.22715293181483065,0.08965135794454475
2,39,73,tier4 all other pairs,0.34789157354292644,0.12146853829843386
2,39,77,tier4 all other pairs,0.2009383534402674,0.014840345373468294
2,39,79,tier4 all other pairs,0.24886234548572211,0.04274922124532691
2,42,48,tier4 all other pairs,0.2633672861469682,0.10767836702988064
2,42,55,tier4 all other pairs,0.16963082279759437,0.04978641835801202
2,42,62,tier4 all other pairs,0.15073896216805321,0.06483916953130338
2,42,63,tier4 all other pairs,0.13642891844354857,0.06109553125754943
2,42,67,tier4 all other pairs,0.27557887616863225,0.057927936097172485
2,42,73,tier4 all other pairs,0.6818228079594928,0.08386758317448005
2,42,77,tier4 all other pairs,0.26330440072424616,0.07627989277865782
2,42,79,tier4 all other pairs,0.34073883747150296,0.018079051674656423
2,48,51,tier4 all other pairs,0.10108140024305944,0.060244331414663836
2,48,53,tier4 all other pairs,0.114873175659565,0.047842664929479604
2,48,55,tier4 all other pairs,0.1478950150454338,0.03057937868465474
2,48,62,tier4 all other pairs,0.2514123171020582,0.04918517688977215
2,48,63,tier4 all other pairs,0.24966771320235007,0.06050001493604113
2,48,67,tier4 all other pairs,0.3652537615855801,0.04334164120453125
2,48,73,tier4 all other pairs,0.1206167896904128,0.11625703616899942
2,48,77,tier4 all other pairs,0.23916818478043936,0.05123802310660604
2,48,79,tier4 all other pairs,0.2297501491264054,0.049721032936664133
2,48,85,tier4 all other pairs,0.09932055183818397,0.05583670565230381
2,48,90,tier4 all other pairs,0.13148913266592174,0.0896598769623478
2,48,92,tier4 all other pairs,0.35590668549330373,0.0951107340721234
2,48,93,tier4 all other pairs,0.3415649378025651,0.12350439424111377
2,48,96,tier4 all other pairs,0.15166278586934637,0.05594239262267162
2,51,67,tier4 all other pairs,0.15914531352131359,0.008399766679932827
2,51,79,tier4 all other pairs,0.08828613181636734,0.04397121371164169
2,53,55,tier4 all other pairs,0.23784653125183905,0.11874783168741058
2,53,62,tier4 all other pairs,0.26479603763674886,0.08093778849921897
2,53,63,tier4 all other pairs,0.2991061378411777,0.0737998698855858
2,53,67,tier4 all other pairs,0.19830832708813997,0.04299925037788196
2,53,73,tier4 all other pairs,0.3542520728124054,0.023277958683616873
2,53,77,tier4 all other pairs,0.24758456850077995,0.015571676449373656
2,53,79,tier4 all other pairs,0.34566961173173644,0.04002140403303779
2,53,81,tier4 all other pairs,0.1680706075266636,0.011342058802763006
2,55,62,tier4 all other pairs,0.3705875980950873,0.06781883168316108
2,55,63,tier4 all other pairs,0.3317946974828161,0.026504358458038765
2,55,67,tier4 all other pairs,0.301111463046794,0.03947979813668917
2,55,73,tier4 all other pairs,0.25898285763925977,0.06622107132876298
2,55,77,tier4 all other pairs,0.5676735602841716,0.036708614070714046
2,55,79,tier4 all other pairs,0.23960785633294307,0.027016727790800103
2,55,81,tier4 all other pairs,0.30633475243960295,0.06734432488015064
2,55,83,tier3 fluid<->non-fluid,0.08564960436772004,0.04455745163955386
2,55,85,tier4 all other pairs,0.09155138813590644,0.04337382496097956
2,55,90,tier4 all other pairs,0.11343583549440465,0.0690951443024057
2,55,92,tier4 all other pairs,0.3375255224591472,0.06661799794719568
2,55,93,tier4 all other pairs,0.4190913727398562,0.043756828019521896
2,55,96,tier4 all other pairs,0.2389303686780888,0.01918298299295924
2,62,63,tier4 all other pairs,0.38526846224499434,0.04613638592172422
2,62,67,tier4 all other pairs,0.28733723888108126,0.057787182101052055
2,62,73,tier4 all other pairs,0.13503437650763245,0.06457236606349658
2,62,77,tier4 all other pairs,0.27318109987942946,0.0500476187696485
2,62,79,tier4 all other pairs,0.20725951324223585,0.01637217186783634
2,62,83,tier3 fluid<->non-fluid,0.19092582849241824,0.057050698698875496
2,62,85,tier4 all other pairs,0.21981952500290233,0.07372359745305501
2,62,90,tier4 all other pairs,0.07428007621629769,0.061556478789213845
2,62,92,tier4 all other pairs,0.4885940209917172,0.0443352564847947
2,62,93,tier4 all other pairs,0.31141445653666544,0.06063079363060476
2,62,96,tier4 all other pairs,0.7161751211483107,0.07172970801633269
2,63,67,tier4 all other pairs,0.3732786046144983,0.036627537116632206
2,63,73,tier4 all other pairs,0.3485476642462352,0.04081857823994679
2,63,77,tier4 all other pairs,0.3029413808494295,0.017101575527125684
2,63,79,tier4 all other pairs,0.17585852260963078,0.06278473762344366
2,63,81,tier4 all other pairs,0.1653997975531882,0.08597468940388983
2,63,83,tier3 fluid<->non-fluid,0.21057832393828618,0.04191204358654258
2,67,73,tier4 all other pairs,0.24935740092831776,0.0090798295797938
2,67,77,tier4 all other pairs,0.22149963295359498,0.05041802668069327
2,67,79,tier4 all other pairs,0.2758069908537266,0.02557062625599713
2,67,81,tier4 all other pairs,0.39439362066371725,0.11052020708177096
2,67,83,tier3 fluid<->non-fluid,0.31585651363216655,0.04628529753749658
2,67,85,tier4 all other pairs,0.12464432659720534,0.09627023965166588
2,67,90,tier4 all other pairs,0.08145690016421701,0.024508307431842864
2,67,91,tier4 all other pairs,0.3582574393748636,0.06052405202727309
2,67,92,tier4 all other pairs,0.30419642118073004,0.006125042987405805
2,67,93,tier4 all other pairs,0.30812892430810357,0.019233076050093473
2,67,96,tier4 all other pairs,0.2593306295990843,0.07452119661119824
2,73,77,tier4 all other pairs,0.3615903220176009,0.022798727919635733
2,73,79,tier4 all other pairs,0.35949938995171776,0.04729103598015598
2,73,81,tier4 all other pairs,0.38393013509912416,0.03942943749471257
2,77,79,tier4 all other pairs,0.3633189988922032,0.029518345453453557
2,77,81,tier4 all other pairs,0.1709558869971476,0.10600453904615496
2,77,83,tier3 fluid<->non-fluid,0.272996703560968,0.06834104078106434
2,79,81,tier4 all other pairs,0.2315265285895803,0.03722496819246403
2,79,83,tier3 fluid<->non-fluid,0.33506179840567774,0.04434017339908948
2,79,85,tier4 all other pairs,0.23695438059068719,0.055378361665105603
2,79,90,tier4 all other pairs,0.14938921050032328,0.018978216307280017
2,79,91,tier4 all other pairs,0.28493772042154986,0.056439004470137666
2,79,92,tier4 all other pairs,0.18044323528807474,0.044740423104944416
2,79,93,tier4 all other pairs,0.2796615393192134,0.040700887385254715
2,79,96,tier4 all other pairs,0.2992322104667804,0.04642757156697041
2,85,90,tier4 all other pairs,0.14441631165728483,0.08064692548930517
2,85,91,tier4 all other pairs,0.24219152515318712,0.06977350807912563
2,85,92,tier4 all other pairs,0.3743468296314337,0.08247124583025382
2,85,93,tier4 all other pairs,0.18018991126459924,0.04699619485814843
2,85,96,tier4 all other pairs,0.2664032945968259,0.054516591209938216
2,90,91,tier4 all other pairs,0.08112778298720852,0.03318933376223242
2,90,92,tier4 all other pairs,0.20945812036226374,0.026405099094513815
2,90,93,tier4 all other pairs,0.038814472738763164,0.025308533222404027
2,90,96,tier4 all other pairs,0.09110959829755376,0.07541741862594087
2,91,92,tier4 all other pairs,0.20119435206907912,0.04304175375637883
2,91,93,tier4 all other pairs,0.2564278823284344,0.06737801764977258
2,91,96,tier4 all other pairs,0.26312953257736876,0.10148600540343053
2,92,93,tier4 all other pairs,0.42095244026295126,0.04068939470369241
2,92,96,tier4 all other pairs,0.3104944667428327,0.07198410892677395
2,93,96,tier4 all other pairs,0.3503904234826828,0.03037802513723981
3,1,4,tier4 all other pairs,0.5448652043972887,0.018345946662819756
3,1,7,tier3 fluid<->non-fluid,0.28379665173495644,0.05067235599887952
3,1,8,tier3 fluid<->non-fluid,0.12780690591817612,0.024871103641558236
3,1,9,tier3 fluid<->non-fluid,0.3422223764800182,0.04648720163209808
3,1,11,tier3 fluid<->non-fluid,0.16746803029545468,0.02651912433302532
3,1,13,tier4 all other pairs,0.3576722345372354,0.021627660457188315
3,1,17,tier4 all other pairs,0.24294489180967846,0.03834551933409528
3,1,19,tier4 all other pairs,0.3668590847423246,0.02557611942839786
3,1,20,tier4 all other pairs,0.17685990605771534,0.03804999177594856
3,1,29,tier4 all other pairs,0.2950659578499382,0.009619019111859141
3,1,36,tier4 all other pairs,0.4156988523037761,0.03151401871999794
3,1,39,tier4 all other pairs,0.2662241645934388,0.061188289487267136
3,1,42,tier4 all other pairs,0.19929499405154333,0.05375312400714985
3,1,48,tier4 all other pairs,0.18030915640993692,0.010659317335990012
3,1,51,tier4 all other pairs,0.25727523265447794,0.023247444570573365
3,1,53,tier4 all other pairs,0.36220547533453473,0.03497065021586505
3,1,55,tier4 all other pairs,0.351425716768956,0.025210590012018783
3,1,62,tier4 all other pairs,0.5311410094542689,0.029218468124641035
3,1,63,tier4 all other pairs,0.37684322474123383,0.041152551188802323
3,1,67,tier4 all other pairs,0.21474637768959445,0.015734312639709935
3,1,73,tier4 all other pairs,0.34529713240266785,0.07193856763869312
3,1,77,tier4 all other pairs,0.6246255982769615,0.010140681477854203
3,1,79,tier4 all other pairs,0.27040599750278566,0.006903784140383381
3,1,81,tier4 all other pairs,0.21408551700795725,0.08220707639426772
3,1,83,tier3 fluid<->non-fluid,0.2334309813494614,0.04886042223614516
3,1,85,tier4 all other pairs,0.3224440119427609,0.04008152959178783
3,1,90,tier4 all other pairs,0.1601481779319012,0.018581930307945888
3,1,91,tier4 all other pairs,0.24997356267331036,0.06818717866862009
3,1,92,tier4 all other pairs,0.45459601535523614,0.056062219706978056
3,1,93,tier4 all other pairs,0.6464054037166066,0.020441076348346535
3,1,96,tier4 all other pairs,0.3078058342338881,0.059495718073742015
3,4,7,tier3 fluid<->non-fluid,0.36627928521350384,0.032798011725769606
3,4,8,tier3 fluid<->non-fluid,0.3153206482927652,0.038143670267553116
3,4,9,tier3 fluid<->non-fluid,0.4869879700970771,0.017763033001481306
3,4,11,tier3 fluid<->non-fluid,0.26964696827982815,0.07761068747837938
3,4,13,tier4 all other pairs,0.364987219711821,0.03566797513781884
3,4,19,tier4 all other pairs,0.27733509822034697,0.033299288630904714
3,4,20,tier4 all other pairs,0.13974602815110215,0.09335464937008339
3,4,29,tier4 all other pairs,0.42013465321347676,0.06616508737271097
3,4,36,tier4 all other pairs,0.40449785459236476,0.10796907337900513
3,4,48,tier4 all other pairs,0.2210522063980893,0.07271286097236793
3,4,53,tier4 all other pairs,0.3046754691025631,0.015522902722691023
3,4,55,tier4 all other pairs,0.5736182727127783,0.019934703092960554
3,4,62,tier4 all other pairs,0.6274429545256026,0.033818032178579586
3,4,63,tier4 all other pairs,0.25378498501521746,0.05814735592710502
3,4,67,tier4 all other pairs,0.35910189631764367,0.054406393905421783
3,4,77,tier4 all other pairs,0.3619912039904769,0.03954271559139489
3,4,79,tier4 all other pairs,0.38371041006685247,0.025688752291290178
3,4,83,tier3 fluid<->non-fluid,0.2977317450692056,0.05500348601190488
3,4,85,tier4 all other pairs,0.28231509545221545,0.09598710842309786
3,4,90,tier4 all other pairs,0.07947627264167799,0.14759797695625224
3,4,92,tier4 all other pairs,0.25938107591455783,0.10723613290755701
3,4,93,tier4 all other pairs,0.26106484234892535,0.06975161596058066
3,4,96,tier4 all other pairs,0.3361611694707473,0.09665454772995422
3,7,8,tier2 within fluid family,0.4921517748655171,0.027375456251357986
3,7,9,tier2 within fluid family,0.632439536739607,0.021113683334644643
3,7,11,tier2 within fluid family,0.424024121795911,0.07123798931093678
3,7,13,tier3 fluid<->non-fluid,0.131885760369277,0.06148562594457851
3,7,29,tier3 fluid<->non-fluid,0.5241982925688985,0.08147527250186809
3,7,55,tier3 fluid<->non-fluid,0.037156526168193565,0.09156929514631529
3,7,62,tier3 fluid<->non-fluid,0.1057795393574013,0.16413909508224156
3,7,67,tier3 fluid<->non-fluid,0.26591193328794943,0.10947773741155616
3,7,79,tier3 fluid<->non-fluid,0.3095247424516918,0.05260452904203732
3,7,83,tier1 precum<->ejaculate,0.8697268969441833,0.04568502512471637
3,8,9,tier2 within fluid family,0.44566527270684536,0.0746718651882281
3,8,11,tier2 within fluid family,0.5310859393287741,0.06746232940187048
3,8,13,tier3 fluid<->non-fluid,0.13916175763546149,0.06919843575570551
3,8,29,tier3 fluid<->non-fluid,0.2395585726069187,0.12934544182080626
3,8,55,tier3 fluid<->non-fluid,0.0640579037789006,0.059179352392751156
3,8,62,tier3 fluid<->non-fluid,0.16356563017141404,0.04306178729062579
3,8,63,tier3 fluid<->non-fluid,0.105683812558455,0.17781556452076516
3,8,67,tier3 fluid<->non-fluid,0.13917715336597203,0.020292421199375542
3,8,77,tier3 fluid<->non-fluid,0.0377556799422337,0.06505768810766893
3,8,79,tier3 fluid<->non-fluid,0.14537145518356817,0.05384263134735568
3,8,83,tier2 within fluid family,0.4853960798083711,0.10502926074162902
3,9,11,tier2 within fluid family,0.47034362053439255,0.055260804213309284
3,9,13,tier3 fluid<->non-fluid,0.16651020316672524,0.05594077433137203
3,9,19,tier3 fluid<->non-fluid,0.46752980410093437,0.029825588962990094
3,9,20,tier3 fluid<->non-fluid,0.10968970814664258,0.06378360068983921
3,9,29,tier3 fluid<->non-fluid,0.5365578990602498,0.009608532964712339
3,9,36,tier3 fluid<->non-fluid,0.2538978101253345,0.054089473954036967
3,9,48,tier3 fluid<->non-fluid,0.05789733612767709,0.045237298696295176
3,9,53,tier3 fluid<->non-fluid,0.2685500766794778,0.08739275202965237
3,9,55,tier3 fluid<->non-fluid,0.12539953333586717,0.05034008267288293
3,9,62,tier3 fluid<->non-fluid,0.2037994106618936,0.07920473563418229
3,9,63,tier3 fluid<->non-fluid,0.13859494488111107,0.0691429252540731
3,9,67,tier3 fluid<->non-fluid,0.2932959513360667,0.03836902632288697
3,9,77,tier3 fluid<->non-fluid,0.3771519963186553,0.0973739976892898
3,9,79,tier3 fluid<->non-fluid,0.3915504491167755,0.06035900346960412
3,9,83,tier2 within fluid family,0.6907051172267351,0.11957088601496614
3,9,90,tier3 fluid<->non-fluid,0.1386767490682546,0.05357316180705504
3,9,92,tier3 fluid<->non-fluid,0.1807269964329508,0.0414256133688343
3,9,93,tier3 fluid<->non-fluid,0.24019057917970787,0.05147000853268076
3,11,13,tier3 fluid<->non-fluid,0.14878680725541396,0.07119011144320375
3,11,29,tier3 fluid<->non-fluid,0.1610795368446758,0.12876059394004863
3,11,55,tier3 fluid<->non-fluid,0.15833662307752464,0.06064789952127619
3,11,62,tier3 fluid<->non-fluid,0.17402118479311635,0.05086626031637881
3,11,67,tier3 fluid<->non-fluid,0.06511784852352079,0.03713572095372475
3,11,79,tier3 fluid<->non-fluid,0.06657987791540507,0.04158836080520087
3,11,83,tier2 within fluid family,0.44445197573151685,0.027792951089174678
3,13,17,tier4 all other pairs,0.23071345749266678,0.04908200545159198
3,13,19,tier4 all other pairs,0.25793786195801516,0.03357783097144974
3,13,20,tier4 all other pairs,0.21009148080771461,0.014939367767531743
3,13,29,tier4 all other pairs,0.32961233598585016,0.01545919690393241
3,13,36,tier4 all other pairs,0.40419680074908326,0.04410305016082809
3,13,39,tier4 all other pairs,0.280929071155372,0.030631026612843327
3,13,42,tier4 all other pairs,0.2482708641974695,0.017628494042554673
3,13,48,tier4 all other pairs,0.26296207922113596,0.009100185375464231
3,13,51,tier4 all other pairs,0.08497845866710634,0.07594059676367222
3,13,53,tier4 all other pairs,0.3991022332678097,0.044574265173430834
3,13,55,tier4 all other pairs,0.49150733503680855,0.03581118051411531
3,13,62,tier4 all other pairs,0.31544922620710114,0.02013291932926129
3,13,63,tier4 all other pairs,0.4743576447165024,0.02675870806226659
3,13,67,tier4 all other pairs,0.29025307501770464,0.031158215026315925
3,13,73,tier4 all other pairs,0.3298523288022972,0.04990639610336227
3,13,77,tier4 all other pairs,0.4604987754692623,0.0565191243608583
3,13,79,tier4 all other pairs,0.277650484087945,0.015779239570014224
3,13,81,tier4 all other pairs,0.33294166364028915,0.0478128070895784
3,13,83,tier3 fluid<->non-fluid,0.16890376195283113,0.08264746635703413
3,13,85,tier4 all other pairs,0.2953457029522524,0.030156746487518336
3,13,90,tier4 all other pairs,0.18295294163181677,0.04563315700503971
3,13,91,tier4 all other pairs,0.10717524855817735,0.07358458965862053
3,13,92,tier4 all other pairs,0.4480854572958532,0.041940932142726726
3,13,93,tier4 all other pairs,0.42928409346135615,0.008314819087962822
3,13,96,tier4 all other pairs,0.28364731919884806,0.06289279653322748
3,17,19,tier4 all other pairs,0.30678648842559997,0.11829590436263199
3,17,20,tier4 all other pairs,0.10659859500197237,0.07234797439746263
3,17,29,tier4 all other pairs,0.24551503550852355,0.05768054958348222
3,17,53,tier4 all other pairs,0.1567269755771813,0.03788390947712175
3,17,63,tier4 all other pairs,0.2618384967620726,0.07746081399223533
3,17,67,tier4 all other pairs,0.1714426272956004,0.07448752565459434
3,17,73,tier4 all other pairs,0.16968052430669991,0.06863978685669382
3,17,77,tier4 all other pairs,0.22844570014259255,0.09948200242747507
3,17,79,tier4 all other pairs,0.225124683395523,0.06425803221908989
3,19,20,tier4 all other pairs,0.11645191278067145,0.026590491142485535
3,19,29,tier4 all other pairs,0.4404690334338608,0.05223545541104742
3,19,36,tier4 all other pairs,0.3071818127726545,0.08283344326824489
3,19,42,tier4 all other pairs,0.24357479393635353,0.07029001828791921
3,19,48,tier4 all other pairs,0.3153641964595764,0.046257094269476724
3,19,53,tier4 all other pairs,0.33203119253252056,0.07223816263964454
3,19,55,tier4 all other pairs,0.29327356213576483,0.033681715603634026
3,19,62,tier4 all other pairs,0.6168009520879522,0.10665416099440223
3,19,63,tier4 all other pairs,0.2974313754644313,0.01886449650317735
3,19,67,tier4 all other pairs,0.328067408608845,0.05484914946072434
3,19,73,tier4 all other pairs,0.37547256444075133,0.049374424839350145
3,19,77,tier4 all other pairs,0.3775757450304067,0.02920011455863558
3,19,79,tier4 all other pairs,0.29680672253616514,0.04193240572416867
3,19,81,tier4 all other pairs,0.2234355167714052,0.06806458547434407
3,20,29,tier4 all other pairs,0.12083380292380842,0.030339003808162915
3,20,36,tier4 all other pairs,0.19034037529127254,0.02889567980425158
3,20,42,tier4 all other pairs,0.10307032556011989,0.08650894128135961
3,20,48,tier4 all other pairs,0.1765590978572631,0.06653139256018585
3,20,53,tier4 all other pairs,0.09272415340074919,0.05273541801251087
3,20,55,tier4 all other pairs,0.2282825580593484,0.037475522087086835
3,20,62,tier4 all other pairs,0.1431873041416244,0.07241898373814878
3,20,63,tier4 all other pairs,0.21630925151370564,0.0506162237275259
3,20,67,tier4 all other pairs,0.10099469690713826,0.0834861526764485
3,20,73,tier4 all other pairs,0.0905357247815579,0.04022486879954249
3,20,77,tier4 all other pairs,0.1699535341365242,0.035624776319876476
3,20,79,tier4 all other pairs,0.15502722427111915,0.0730795913603551
3,20,81,tier4 all other pairs,0.07616336121686092,0.0662133727872546
3,29,36,tier4 all other pairs,0.2172098129066416,0.09021369858535004
3,29,39,tier4 all other pairs,0.26426273687544044,0.03474923312576068
3,29,42,tier4 all other pairs,0.40244707252941314,0.052567383923978084
3,29,48,tier4 all other pairs,0.1782297216675618,0.05728353351957556
3,29,51,tier4 all other pairs,0.07362812385035988,0.06328168379544251
3,29,53,tier4 all other pairs,0.5199206898066329,0.04564379168358177
3,29,55,tier4 all other pairs,0.19953594454128737,0.05804326343091489
3,29,62,tier4 all other pairs,0.23459915422559008,0.03444668930478529
3,29,63,tier4 all other pairs,0.3036124657981156,0.02249925560226744
3,29,67,tier4 all other pairs,0.3415731784580635,0.06202857348964901
3,29,73,tier4 all other pairs,0.5173143344406351,0.01973418124253372
3,29,77,tier4 all other pairs,0.29928930360407346,0.021873467788162813
3,29,79,tier4 all other pairs,0.3772257822205906,0.013891826867535643
3,29,81,tier4 all other pairs,0.3172340250443144,0.04448477361794368
3,29,83,tier3 fluid<->non-fluid,0.5938797259796066,0.04109654741113397
3,29,85,tier4 all other pairs,0.5185996931142007,0.05400710975200988
3,29,90,tier4 all other pairs,0.10505010704024978,0.05254673724882166
3,29,91,tier4 all other pairs,0.4092935209845276,0.11999487790681215
3,29,92,tier4 all other pairs,0.30123707675852635,0.01932916565591137
3,29,93,tier4 all other pairs,0.3124691075583219,0.05776067593421665
3,29,96,tier4 all other pairs,0.2936747350405861,0.055262087525991696
3,36,48,tier4 all other pairs,0.18146672459528573,0.039283439337447705
3,36,53,tier4 all other pairs,0.17747974988027743,0.025749063800609335
3,36,55,tier4 all other pairs,0.6405447334614648,0.022302909590768003
