noise_0.3,noise_0.5,noise_0.7
0.4542789529751872,0.4513804874292989,0.47924286867567445
0.44601522867685184,0.404969725365033,0.37731070090031943
0.4855967045525524,0.4496997219033988,0.41741747232356163
0.46468522639968013,0.421378749468932,0.4358559165640502
0.4599368192487823,0.43836365155235946,0.41498163161792667
0.48852957881313275,0.43554286437355094,0.43964602288850063
0.45456099911719194,0.47795785444350875,0.45336142930283385
0.4299230369089069,0.4059865835549882,0.39825307607793514
0.45512404646099436,0.4482731707310984,0.4329702513170708
0.45414891890756093,0.456773012761748,0.45515003797851367
0.4551924383154203,0.4058828333055833,0.40869282482821057
0.4586024501282778,0.44329160375363164,0.4607601104027326
0.44600982298252984,0.45046864602734454,0.4607902975991643
0.4422651136548269,0.4712580974236592,0.47125405997796893
0.518732078462903,0.5410419153248447,0.4766452393646471
0.4262142736681227,0.4169957640556638,0.37885680281096246
0.4195502623243756,0.44714311067016027,0.42919548225482607
0.536834153235985,0.4807054745683946,0.4301063099234528
0.5526169445463959,0.4889097194013408,0.49587936847581243
0.45639799529445446,0.3942265027656823,0.3619756709475303
0.5054349523787338,0.4442388626515864,0.4776702969555788
0.41975463645910954,0.3998426123776478,0.3778304588032788
0.4367563710394298,0.40230146812398165,0.4315584784740297
0.47187629494021005,0.46915472455391016,0.4710989501902434
0.466123678256149,0.48672154004760837,0.4550883432580127
0.4745443103831887,0.485806694218226,0.444069285122553
0.5066952238238576,0.4618625446675154,0.42236912546393157
0.46784601929152925,0.41825007481487264,0.39342524618710395
0.5130987181191735,0.473818638782879,0.4451726071218081
0.45979089411873963,0.5027976621530654,0.4794521344728395
0.4804781317447789,0.4474307931650491,0.4282638507697152
0.4405968613053056,0.4664431427732938,0.4187385913049161
0.4311788307988282,0.3917974616867334,0.3868887251879444
0.4865926360905984,0.4627749813201769,0.42787817845715165
0.45493187000067303,0.41257265264205806,0.3593191622061164
0.40904543197807264,0.41486189077143176,0.4035077320145158
0.4757194895088144,0.4745454210388167,0.40672221063828395
0.5071934167385743,0.48100648054403594,0.47403181609182576
0.5234772051183072,0.5066894934374961,0.4511101976786823
0.4600281242379583,0.4805656239553358,0.4496836004987601
0.4257220128116446,0.41659089835363505,0.4053398849535498
0.4696983628604268,0.4558453139796218,0.40150223726288103
0.48259381489079256,0.44314650363388153,0.4062631439496243
0.5118801169527525,0.4880700403738447,0.4769797880870388
0.42511019963255653,0.3798003804480989,0.39423046998882705
0.45865988684505565,0.4335630283253553,0.39287657964957345
0.39869196340433555,0.35490843612609985,0.35443567401781984
