v_ctor,v_b,v_se,v_thr,v_over,v_dropP1,v_dropP2,v_dropthr,v_eats
FLEX_min,0.013144824241253664,0.012365040430653482,0.0250639928675146,False,0.27689424538759333,0.2292883566838988,1.0709740801766356,False
FLEX_avg,0.029224378590221207,0.012369999758004359,0.024899468572467724,True,1.1895541463545878,1.3910728770248237,1.1552474174269425,True
