thresh,arm,a,b,n,v_shift,na,nb
n>=250,plant0,10,12,1240,0.13301373452641005,nonconsent bx o o,mythical creatures xfj rdq
n>=250,plant0,10,15,1006,0.23074020880010648,nonconsent bx o o,pregnancy related sexual interests c yvk
n>=250,plant0,10,22,1142,0.24356195614466136,nonconsent bx o o,humiliation related sexual interests jebtk s
n>=250,plant0,12,15,874,0.0024983425298052324,mythical creatures xfj rdq,pregnancy related sexual interests c yvk
n>=250,plant0,12,21,270,0.1266424230695751,mythical creatures xfj rdq,brutality related sexual interests rsjhm
n>=250,plant0,12,22,708,0.056563334039955955,mythical creatures xfj rdq,humiliation related sexual interests jebtk s
n>=250,plant0,13,14,936,0.0278062918759587,your preferred object objects vnq jt,specific roles ce t
n>=250,plant0,13,16,590,-0.047957500001413494,your preferred object objects vnq jt,sensory related sexual interests yg rwaa
n>=250,plant0,13,17,1354,-0.09923062513737373,your preferred object objects vnq jt,scenarios involving sex toys iob ewb
n>=250,plant0,13,18,342,-0.06306895160099149,your preferred object objects vnq jt,transformation related sexual interests ju swdc
n>=250,plant0,13,20,849,-0.1450878371673646,your preferred object objects vnq jt,age related sexual interests pmk
n>=250,plant0,13,26,949,0.015377818119026018,your preferred object objects vnq jt,sadomasochism zh c k
n>=250,plant0,13,29,1655,0.01199985709493164,your preferred object objects vnq jt,your appearance based sexual interests qqg a
n>=250,plant0,14,16,914,0.16845123288095934,specific roles ce t,sensory related sexual interests yg rwaa
n>=250,plant0,14,17,2308,0.06691664662289262,specific roles ce t,scenarios involving sex toys iob ewb
n>=250,plant0,14,18,677,-0.05391844410013985,specific roles ce t,transformation related sexual interests ju swdc
n>=250,plant0,14,20,1626,-0.09193208053668876,specific roles ce t,age related sexual interests pmk
n>=250,plant0,14,26,1441,-0.09059774888139688,specific roles ce t,sadomasochism zh c k
n>=250,plant0,14,29,3188,0.154467099941758,specific roles ce t,your appearance based sexual interests qqg a
n>=250,plant0,15,22,653,0.08807941693601937,pregnancy related sexual interests c yvk,humiliation related sexual interests jebtk s
n>=250,plant0,16,17,1294,-0.06676200617434674,sensory related sexual interests yg rwaa,scenarios involving sex toys iob ewb
n>=250,plant0,16,18,346,-0.06041799374749805,sensory related sexual interests yg rwaa,transformation related sexual interests ju swdc
n>=250,plant0,16,20,714,0.07008973855280794,sensory related sexual interests yg rwaa,age related sexual interests pmk
n>=250,plant0,16,26,808,0.02278359841964519,sensory related sexual interests yg rwaa,sadomasochism zh c k
n>=250,plant0,16,29,1611,-0.04874359788974042,sensory related sexual interests yg rwaa,your appearance based sexual interests qqg a
n>=250,plant0,17,18,735,0.0036571943221701394,scenarios involving sex toys iob ewb,transformation related sexual interests ju swdc
n>=250,plant0,17,20,1818,0.01923023046783191,scenarios involving sex toys iob ewb,age related sexual interests pmk
n>=250,plant0,17,26,2032,0.02452339483691359,scenarios involving sex toys iob ewb,sadomasochism zh c k
n>=250,plant0,17,29,4415,0.007583067016910993,scenarios involving sex toys iob ewb,your appearance based sexual interests qqg a
n>=250,plant0,18,29,856,0.02595488837084769,transformation related sexual interests ju swdc,your appearance based sexual interests qqg a
n>=250,plant0,20,26,1213,0.030625711658129974,age related sexual interests pmk,sadomasochism zh c k
n>=250,plant0,20,29,1911,0.06742683403484394,age related sexual interests pmk,your appearance based sexual interests qqg a
n>=250,plant0,26,29,2798,0.015219026257866409,sadomasochism zh c k,your appearance based sexual interests qqg a
n>=250,plant05,1,4,3482,0.016421694073546437,specific body parts not including standard sexual body parts like breasts or genitals x a w,eagerness related sexual interests twg prj
n>=250,plant05,1,13,1104,-0.05426252496514612,specific body parts not including standard sexual body parts like breasts or genitals x a w,your preferred object objects vnq jt
n>=250,plant05,1,14,2092,0.0698056811862192,specific body parts not including standard sexual body parts like breasts or genitals x a w,specific roles ce t
n>=250,plant05,1,16,1152,-0.006448479456098721,specific body parts not including standard sexual body parts like breasts or genitals x a w,sensory related sexual interests yg rwaa
n>=250,plant05,1,17,2774,-0.03351944039425016,specific body parts not including standard sexual body parts like breasts or genitals x a w,scenarios involving sex toys iob ewb
n>=250,plant05,1,18,608,0.1981360850334521,specific body parts not including standard sexual body parts like breasts or genitals x a w,transformation related sexual interests ju swdc
n>=250,plant05,1,20,1391,0.11636773861553815,specific body parts not including standard sexual body parts like breasts or genitals x a w,age related sexual interests pmk
n>=250,plant05,1,26,1814,0.08344786574177923,specific body parts not including standard sexual body parts like breasts or genitals x a w,sadomasochism zh c k
n>=250,plant05,1,29,3151,0.13611253013375316,specific body parts not including standard sexual body parts like breasts or genitals x a w,your appearance based sexual interests qqg a
n>=250,plant05,3,6,1343,0.04014628187664172,clothing related sexual interests kl pc,genderplay related sexual interests yixh c
n>=250,plant05,3,8,2822,0.04678656585848221,clothing related sexual interests kl pc,gentleness related sexual interests j jn rl
n>=250,plant05,3,9,1052,0.1992670828834791,clothing related sexual interests kl pc,incest f vg x
n>=250,plant05,3,10,2127,0.1480996857036243,clothing related sexual interests kl pc,nonconsent bx o o
n>=250,plant05,3,12,1373,-0.024238719404378835,clothing related sexual interests kl pc,mythical creatures xfj rdq
n>=250,plant05,3,15,1377,0.19527061083419184,clothing related sexual interests kl pc,pregnancy related sexual interests c yvk
n>=250,plant05,3,21,344,-0.002435058257718857,clothing related sexual interests kl pc,brutality related sexual interests rsjhm
n>=250,plant05,3,22,1427,0.021419561772698128,clothing related sexual interests kl pc,humiliation related sexual interests jebtk s
n>=250,plant05,4,13,1499,0.14246523878264278,eagerness related sexual interests twg prj,your preferred object objects vnq jt
n>=250,plant05,4,14,3107,0.1066123960814922,eagerness related sexual interests twg prj,specific roles ce t
n>=250,plant05,4,16,1444,0.11874486784019622,eagerness related sexual interests twg prj,sensory related sexual interests yg rwaa
n>=250,plant05,4,17,4035,0.04969973334223263,eagerness related sexual interests twg prj,scenarios involving sex toys iob ewb
n>=250,plant05,4,20,2201,0.043698165786203176,eagerness related sexual interests twg prj,age related sexual interests pmk
n>=250,plant05,4,26,2435,0.19186059865434585,eagerness related sexual interests twg prj,sadomasochism zh c k
n>=250,plant05,4,29,5414,-0.1650008460193734,eagerness related sexual interests twg prj,your appearance based sexual interests qqg a
n>=250,plant05,6,8,1001,0.2512787637254942,genderplay related sexual interests yixh c,gentleness related sexual interests j jn rl
n>=250,plant05,6,9,637,0.16262947610886452,genderplay related sexual interests yixh c,incest f vg x
n>=250,plant05,6,10,832,0.11142860842464604,genderplay related sexual interests yixh c,nonconsent bx o o
n>=250,plant05,6,12,831,0.10212912783756206,genderplay related sexual interests yixh c,mythical creatures xfj rdq
n>=250,plant05,6,15,621,0.10312784312610768,genderplay related sexual interests yixh c,pregnancy related sexual interests c yvk
n>=250,plant05,6,22,618,0.10432016099443994,genderplay related sexual interests yixh c,humiliation related sexual interests jebtk s
n>=250,plant05,8,9,864,0.2694092352468321,gentleness related sexual interests j jn rl,incest f vg x
n>=250,plant05,8,10,1914,0.06113928705509077,gentleness related sexual interests j jn rl,nonconsent bx o o
n>=250,plant05,8,12,1551,-0.003699574981612757,gentleness related sexual interests j jn rl,mythical creatures xfj rdq
n>=250,plant05,8,15,1275,-0.05539115832574376,gentleness related sexual interests j jn rl,pregnancy related sexual interests c yvk
n>=250,plant05,8,21,317,0.11468577958193128,gentleness related sexual interests j jn rl,brutality related sexual interests rsjhm
n>=250,plant05,8,22,1122,0.13559300222067092,gentleness related sexual interests j jn rl,humiliation related sexual interests jebtk s
n>=250,plant05,9,10,976,0.14289999833037903,incest f vg x,nonconsent bx o o
n>=250,plant05,9,12,702,0.15116070930070052,incest f vg x,mythical creatures xfj rdq
n>=250,plant05,9,15,674,0.013692230392897374,incest f vg x,pregnancy related sexual interests c yvk
n>=250,plant05,9,22,587,0.17366726176518718,incest f vg x,humiliation related sexual interests jebtk s
n>=250,plant05,10,12,1240,0.18301373452641004,nonconsent bx o o,mythical creatures xfj rdq
n>=250,plant05,10,15,1006,0.28074020880010647,nonconsent bx o o,pregnancy related sexual interests c yvk
n>=250,plant05,10,22,1142,0.29356195614466135,nonconsent bx o o,humiliation related sexual interests jebtk s
n>=250,plant05,12,15,874,0.05249834252980525,mythical creatures xfj rdq,pregnancy related sexual interests c yvk
n>=250,plant05,12,21,270,0.17664242306957512,mythical creatures xfj rdq,brutality related sexual interests rsjhm
n>=250,plant05,12,22,708,0.10656333403995596,mythical creatures xfj rdq,humiliation related sexual interests jebtk s
n>=250,plant05,13,14,936,0.07780629187595871,your preferred object objects vnq jt,specific roles ce t
n>=250,plant05,13,16,590,0.0020424999985865153,your preferred object objects vnq jt,sensory related sexual interests yg rwaa
n>=250,plant05,13,17,1354,-0.049230625137373696,your preferred object objects vnq jt,scenarios involving sex toys iob ewb
n>=250,plant05,13,18,342,-0.013068951600991467,your preferred object objects vnq jt,transformation related sexual interests ju swdc
n>=250,plant05,13,20,849,-0.09508783716736458,your preferred object objects vnq jt,age related sexual interests pmk
n>=250,plant05,13,26,949,0.06537781811902602,your preferred object objects vnq jt,sadomasochism zh c k
n>=250,plant05,13,29,1655,0.06199985709493166,your preferred object objects vnq jt,your appearance based sexual interests qqg a
n>=250,plant05,14,16,914,0.21845123288095936,specific roles ce t,sensory related sexual interests yg rwaa
n>=250,plant05,14,17,2308,0.11691664662289265,specific roles ce t,scenarios involving sex toys iob ewb
n>=250,plant05,14,18,677,-0.003918444100139841,specific roles ce t,transformation related sexual interests ju swdc
n>=250,plant05,14,20,1626,-0.04193208053668873,specific roles ce t,age related sexual interests pmk
n>=250,plant05,14,26,1441,-0.04059774888139686,specific roles ce t,sadomasochism zh c k
n>=250,plant05,14,29,3188,0.204467099941758,specific roles ce t,your appearance based sexual interests qqg a
n>=250,plant05,15,22,653,0.13807941693601938,pregnancy related sexual interests c yvk,humiliation related sexual interests jebtk s
n>=250,plant05,16,17,1294,-0.01676200617434674,sensory related sexual interests yg rwaa,scenarios involving sex toys iob ewb
n>=250,plant05,16,18,346,-0.01041799374749804,sensory related sexual interests yg rwaa,transformation related sexual interests ju swdc
n>=250,plant05,16,20,714,0.12008973855280791,sensory related sexual interests yg rwaa,age related sexual interests pmk
n>=250,plant05,16,26,808,0.07278359841964521,sensory related sexual interests yg rwaa,sadomasochism zh c k
n>=250,plant05,16,29,1611,0.0012564021102595864,sensory related sexual interests yg rwaa,your appearance based sexual interests qqg a
n>=250,plant05,17,18,735,0.05365719432217017,scenarios involving sex toys iob ewb,transformation related sexual interests ju swdc
n>=250,plant05,17,20,1818,0.0692302304678319,scenarios involving sex toys iob ewb,age related sexual interests pmk
n>=250,plant05,17,26,2032,0.07452339483691363,scenarios involving sex toys iob ewb,sadomasochism zh c k
n>=250,plant05,17,29,4415,0.05758306701691101,scenarios involving sex toys iob ewb,your appearance based sexual interests qqg a
n>=250,plant05,18,29,856,0.0759548883708477,transformation related sexual interests ju swdc,your appearance based sexual interests qqg a
n>=250,plant05,20,26,1213,0.08062571165813001,age related sexual interests pmk,sadomasochism zh c k
n>=250,plant05,20,29,1911,0.11742683403484397,age related sexual interests pmk,your appearance based sexual interests qqg a
n>=250,plant05,26,29,2798,0.06521902625786641,sadomasochism zh c k,your appearance based sexual interests qqg a
n>=250,plant15,1,4,3482,0.11642169407354638,specific body parts not including standard sexual body parts like breasts or genitals x a w,eagerness related sexual interests twg prj
n>=250,plant15,1,13,1104,0.04573747503485384,specific body parts not including standard sexual body parts like breasts or genitals x a w,your preferred object objects vnq jt
n>=250,plant15,1,14,2092,0.1698056811862192,specific body parts not including standard sexual body parts like breasts or genitals x a w,specific roles ce t
n>=250,plant15,1,16,1152,0.09355152054390128,specific body parts not including standard sexual body parts like breasts or genitals x a w,sensory related sexual interests yg rwaa
n>=250,plant15,1,17,2774,0.06648055960574978,specific body parts not including standard sexual body parts like breasts or genitals x a w,scenarios involving sex toys iob ewb
n>=250,plant15,1,18,608,0.29813608503345207,specific body parts not including standard sexual body parts like breasts or genitals x a w,transformation related sexual interests ju swdc
n>=250,plant15,1,20,1391,0.2163677386155381,specific body parts not including standard sexual body parts like breasts or genitals x a w,age related sexual interests pmk
n>=250,plant15,1,26,1814,0.1834478657417792,specific body parts not including standard sexual body parts like breasts or genitals x a w,sadomasochism zh c k
n>=250,plant15,1,29,3151,0.23611253013375313,specific body parts not including standard sexual body parts like breasts or genitals x a w,your appearance based sexual interests qqg a
n>=250,plant15,3,6,1343,0.14014628187664172,clothing related sexual interests kl pc,genderplay related sexual interests yixh c
n>=250,plant15,3,8,2822,0.14678656585848218,clothing related sexual interests kl pc,gentleness related sexual interests j jn rl
n>=250,plant15,3,9,1052,0.29926708288347903,clothing related sexual interests kl pc,incest f vg x
n>=250,plant15,3,10,2127,0.24809968570362423,clothing related sexual interests kl pc,nonconsent bx o o
n>=250,plant15,3,12,1373,0.07576128059562112,clothing related sexual interests kl pc,mythical creatures xfj rdq
n>=250,plant15,3,15,1377,0.29527061083419176,clothing related sexual interests kl pc,pregnancy related sexual interests c yvk
n>=250,plant15,3,21,344,0.09756494174228111,clothing related sexual interests kl pc,brutality related sexual interests rsjhm
n>=250,plant15,3,22,1427,0.12141956177269811,clothing related sexual interests kl pc,humiliation related sexual interests jebtk s
n>=250,plant15,4,13,1499,0.24246523878264273,eagerness related sexual interests twg prj,your preferred object objects vnq jt
n>=250,plant15,4,14,3107,0.20661239608149218,eagerness related sexual interests twg prj,specific roles ce t
n>=250,plant15,4,16,1444,0.21874486784019614,eagerness related sexual interests twg prj,sensory related sexual interests yg rwaa
n>=250,plant15,4,17,4035,0.1496997333422326,eagerness related sexual interests twg prj,scenarios involving sex toys iob ewb
n>=250,plant15,4,20,2201,0.14369816578620315,eagerness related sexual interests twg prj,age related sexual interests pmk
n>=250,plant15,4,26,2435,0.2918605986543458,eagerness related sexual interests twg prj,sadomasochism zh c k
n>=250,plant15,4,29,5414,-0.06500084601937345,eagerness related sexual interests twg prj,your appearance based sexual interests qqg a
n>=250,plant15,6,8,1001,0.3512787637254941,genderplay related sexual interests yixh c,gentleness related sexual interests j jn rl
n>=250,plant15,6,9,637,0.26262947610886445,genderplay related sexual interests yixh c,incest f vg x
n>=250,plant15,6,10,832,0.211428608424646,genderplay related sexual interests yixh c,nonconsent bx o o
n>=250,plant15,6,12,831,0.202129127837562,genderplay related sexual interests yixh c,mythical creatures xfj rdq
n>=250,plant15,6,15,621,0.20312784312610763,genderplay related sexual interests yixh c,pregnancy related sexual interests c yvk
n>=250,plant15,6,22,618,0.20432016099443992,genderplay related sexual interests yixh c,humiliation related sexual interests jebtk s
n>=250,plant15,8,9,864,0.36940923524683206,gentleness related sexual interests j jn rl,incest f vg x
n>=250,plant15,8,10,1914,0.16113928705509073,gentleness related sexual interests j jn rl,nonconsent bx o o
n>=250,plant15,8,12,1551,0.0963004250183872,gentleness related sexual interests j jn rl,mythical creatures xfj rdq
n>=250,plant15,8,15,1275,0.04460884167425619,gentleness related sexual interests j jn rl,pregnancy related sexual interests c yvk
n>=250,plant15,8,21,317,0.21468577958193125,gentleness related sexual interests j jn rl,brutality related sexual interests rsjhm
n>=250,plant15,8,22,1122,0.2355930022206709,gentleness related sexual interests j jn rl,humiliation related sexual interests jebtk s
n>=250,plant15,9,10,976,0.242899998330379,incest f vg x,nonconsent bx o o
n>=250,plant15,9,12,702,0.2511607093007005,incest f vg x,mythical creatures xfj rdq
n>=250,plant15,9,15,674,0.11369223039289732,incest f vg x,pregnancy related sexual interests c yvk
n>=250,plant15,9,22,587,0.27366726176518713,incest f vg x,humiliation related sexual interests jebtk s
n>=250,plant15,10,12,1240,0.28301373452641004,nonconsent bx o o,mythical creatures xfj rdq
n>=250,plant15,10,15,1006,0.3807402088001065,nonconsent bx o o,pregnancy related sexual interests c yvk
n>=250,plant15,10,22,1142,0.3935619561446613,nonconsent bx o o,humiliation related sexual interests jebtk s
n>=250,plant15,12,15,874,0.15249834252980524,mythical creatures xfj rdq,pregnancy related sexual interests c yvk
n>=250,plant15,12,21,270,0.2766424230695751,mythical creatures xfj rdq,brutality related sexual interests rsjhm
n>=250,plant15,12,22,708,0.20656333403995597,mythical creatures xfj rdq,humiliation related sexual interests jebtk s
n>=250,plant15,13,14,936,0.1778062918759587,your preferred object objects vnq jt,specific roles ce t
n>=250,plant15,13,16,590,0.10204249999858649,your preferred object objects vnq jt,sensory related sexual interests yg rwaa
n>=250,plant15,13,17,1354,0.05076937486262625,your preferred object objects vnq jt,scenarios involving sex toys iob ewb
n>=250,plant15,13,18,342,0.08693104839900846,your preferred object objects vnq jt,transformation related sexual interests ju swdc
n>=250,plant15,13,20,849,0.004912162832635389,your preferred object objects vnq jt,age related sexual interests pmk
n>=250,plant15,13,26,949,0.165377818119026,your preferred object objects vnq jt,sadomasochism zh c k
n>=250,plant15,13,29,1655,0.1619998570949316,your preferred object objects vnq jt,your appearance based sexual interests qqg a
n>=250,plant15,14,16,914,0.31845123288095933,specific roles ce t,sensory related sexual interests yg rwaa
n>=250,plant15,14,17,2308,0.2169166466228926,specific roles ce t,scenarios involving sex toys iob ewb
n>=250,plant15,14,18,677,0.09608155589986013,specific roles ce t,transformation related sexual interests ju swdc
n>=250,plant15,14,20,1626,0.0580679194633112,specific roles ce t,age related sexual interests pmk
n>=250,plant15,14,26,1441,0.0594022511186031,specific roles ce t,sadomasochism zh c k
n>=250,plant15,14,29,3188,0.30446709994175797,specific roles ce t,your appearance based sexual interests qqg a
n>=250,plant15,15,22,653,0.23807941693601936,pregnancy related sexual interests c yvk,humiliation related sexual interests jebtk s
n>=250,plant15,16,17,1294,0.08323799382565324,sensory related sexual interests yg rwaa,scenarios involving sex toys iob ewb
n>=250,plant15,16,18,346,0.08958200625250193,sensory related sexual interests yg rwaa,transformation related sexual interests ju swdc
n>=250,plant15,16,20,714,0.2200897385528079,sensory related sexual interests yg rwaa,age related sexual interests pmk
n>=250,plant15,16,26,808,0.1727835984196452,sensory related sexual interests yg rwaa,sadomasochism zh c k
n>=250,plant15,16,29,1611,0.10125640211025955,sensory related sexual interests yg rwaa,your appearance based sexual interests qqg a
n>=250,plant15,17,18,735,0.15365719432217015,scenarios involving sex toys iob ewb,transformation related sexual interests ju swdc
n>=250,plant15,17,20,1818,0.1692302304678319,scenarios involving sex toys iob ewb,age related sexual interests pmk
n>=250,plant15,17,26,2032,0.17452339483691356,scenarios involving sex toys iob ewb,sadomasochism zh c k
n>=250,plant15,17,29,4415,0.157583067016911,scenarios involving sex toys iob ewb,your appearance based sexual interests qqg a
n>=250,plant15,18,29,856,0.17595488837084763,transformation related sexual interests ju swdc,your appearance based sexual interests qqg a
n>=250,plant15,20,26,1213,0.18062571165812996,age related sexual interests pmk,sadomasochism zh c k
n>=250,plant15,20,29,1911,0.21742683403484395,age related sexual interests pmk,your appearance based sexual interests qqg a
n>=250,plant15,26,29,2798,0.16521902625786639,sadomasochism zh c k,your appearance based sexual interests qqg a
