thresh,arm,a,b,n,v_shift,na,nb
n>=400,plant05,16,29,1611,0.0012564021102595864,sensory related sexual interests yg rwaa,your appearance based sexual interests qqg a
n>=400,plant05,17,18,735,0.05365719432217017,scenarios involving sex toys iob ewb,transformation related sexual interests ju swdc
n>=400,plant05,17,20,1818,0.0692302304678319,scenarios involving sex toys iob ewb,age related sexual interests pmk
n>=400,plant05,17,26,2032,0.07452339483691363,scenarios involving sex toys iob ewb,sadomasochism zh c k
n>=400,plant05,17,29,4415,0.05758306701691101,scenarios involving sex toys iob ewb,your appearance based sexual interests qqg a
n>=400,plant05,18,29,856,0.0759548883708477,transformation related sexual interests ju swdc,your appearance based sexual interests qqg a
n>=400,plant05,20,26,1213,0.08062571165813001,age related sexual interests pmk,sadomasochism zh c k
n>=400,plant05,20,29,1911,0.11742683403484397,age related sexual interests pmk,your appearance based sexual interests qqg a
n>=400,plant05,26,29,2798,0.06521902625786641,sadomasochism zh c k,your appearance based sexual interests qqg a
n>=400,plant15,1,4,3482,0.11642169407354638,specific body parts not including standard sexual body parts like breasts or genitals x a w,eagerness related sexual interests twg prj
n>=400,plant15,1,13,1104,0.04573747503485384,specific body parts not including standard sexual body parts like breasts or genitals x a w,your preferred object objects vnq jt
n>=400,plant15,1,14,2092,0.1698056811862192,specific body parts not including standard sexual body parts like breasts or genitals x a w,specific roles ce t
n>=400,plant15,1,16,1152,0.09355152054390128,specific body parts not including standard sexual body parts like breasts or genitals x a w,sensory related sexual interests yg rwaa
n>=400,plant15,1,17,2774,0.06648055960574978,specific body parts not including standard sexual body parts like breasts or genitals x a w,scenarios involving sex toys iob ewb
n>=400,plant15,1,18,608,0.29813608503345207,specific body parts not including standard sexual body parts like breasts or genitals x a w,transformation related sexual interests ju swdc
n>=400,plant15,1,20,1391,0.2163677386155381,specific body parts not including standard sexual body parts like breasts or genitals x a w,age related sexual interests pmk
n>=400,plant15,1,26,1814,0.1834478657417792,specific body parts not including standard sexual body parts like breasts or genitals x a w,sadomasochism zh c k
n>=400,plant15,1,29,3151,0.23611253013375313,specific body parts not including standard sexual body parts like breasts or genitals x a w,your appearance based sexual interests qqg a
n>=400,plant15,3,6,1343,0.14014628187664172,clothing related sexual interests kl pc,genderplay related sexual interests yixh c
n>=400,plant15,3,8,2822,0.14678656585848218,clothing related sexual interests kl pc,gentleness related sexual interests j jn rl
n>=400,plant15,3,9,1052,0.29926708288347903,clothing related sexual interests kl pc,incest f vg x
n>=400,plant15,3,10,2127,0.24809968570362423,clothing related sexual interests kl pc,nonconsent bx o o
n>=400,plant15,3,12,1373,0.07576128059562112,clothing related sexual interests kl pc,mythical creatures xfj rdq
n>=400,plant15,3,15,1377,0.29527061083419176,clothing related sexual interests kl pc,pregnancy related sexual interests c yvk
n>=400,plant15,3,22,1427,0.12141956177269811,clothing related sexual interests kl pc,humiliation related sexual interests jebtk s
n>=400,plant15,4,13,1499,0.24246523878264273,eagerness related sexual interests twg prj,your preferred object objects vnq jt
n>=400,plant15,4,14,3107,0.20661239608149218,eagerness related sexual interests twg prj,specific roles ce t
n>=400,plant15,4,16,1444,0.21874486784019614,eagerness related sexual interests twg prj,sensory related sexual interests yg rwaa
n>=400,plant15,4,17,4035,0.1496997333422326,eagerness related sexual interests twg prj,scenarios involving sex toys iob ewb
n>=400,plant15,4,20,2201,0.14369816578620315,eagerness related sexual interests twg prj,age related sexual interests pmk
n>=400,plant15,4,26,2435,0.2918605986543458,eagerness related sexual interests twg prj,sadomasochism zh c k
n>=400,plant15,4,29,5414,-0.06500084601937345,eagerness related sexual interests twg prj,your appearance based sexual interests qqg a
n>=400,plant15,6,8,1001,0.3512787637254941,genderplay related sexual interests yixh c,gentleness related sexual interests j jn rl
n>=400,plant15,6,9,637,0.26262947610886445,genderplay related sexual interests yixh c,incest f vg x
n>=400,plant15,6,10,832,0.211428608424646,genderplay related sexual interests yixh c,nonconsent bx o o
n>=400,plant15,6,12,831,0.202129127837562,genderplay related sexual interests yixh c,mythical creatures xfj rdq
n>=400,plant15,6,15,621,0.20312784312610763,genderplay related sexual interests yixh c,pregnancy related sexual interests c yvk
n>=400,plant15,6,22,618,0.20432016099443992,genderplay related sexual interests yixh c,humiliation related sexual interests jebtk s
n>=400,plant15,8,9,864,0.36940923524683206,gentleness related sexual interests j jn rl,incest f vg x
n>=400,plant15,8,10,1914,0.16113928705509073,gentleness related sexual interests j jn rl,nonconsent bx o o
n>=400,plant15,8,12,1551,0.0963004250183872,gentleness related sexual interests j jn rl,mythical creatures xfj rdq
n>=400,plant15,8,15,1275,0.04460884167425619,gentleness related sexual interests j jn rl,pregnancy related sexual interests c yvk
n>=400,plant15,8,22,1122,0.2355930022206709,gentleness related sexual interests j jn rl,humiliation related sexual interests jebtk s
n>=400,plant15,9,10,976,0.242899998330379,incest f vg x,nonconsent bx o o
n>=400,plant15,9,12,702,0.2511607093007005,incest f vg x,mythical creatures xfj rdq
n>=400,plant15,9,15,674,0.11369223039289732,incest f vg x,pregnancy related sexual interests c yvk
n>=400,plant15,9,22,587,0.27366726176518713,incest f vg x,humiliation related sexual interests jebtk s
n>=400,plant15,10,12,1240,0.28301373452641004,nonconsent bx o o,mythical creatures xfj rdq
n>=400,plant15,10,15,1006,0.3807402088001065,nonconsent bx o o,pregnancy related sexual interests c yvk
n>=400,plant15,10,22,1142,0.3935619561446613,nonconsent bx o o,humiliation related sexual interests jebtk s
n>=400,plant15,12,15,874,0.15249834252980524,mythical creatures xfj rdq,pregnancy related sexual interests c yvk
n>=400,plant15,12,22,708,0.20656333403995597,mythical creatures xfj rdq,humiliation related sexual interests jebtk s
n>=400,plant15,13,14,936,0.1778062918759587,your preferred object objects vnq jt,specific roles ce t
n>=400,plant15,13,16,590,0.10204249999858649,your preferred object objects vnq jt,sensory related sexual interests yg rwaa
n>=400,plant15,13,17,1354,0.05076937486262625,your preferred object objects vnq jt,scenarios involving sex toys iob ewb
n>=400,plant15,13,20,849,0.004912162832635389,your preferred object objects vnq jt,age related sexual interests pmk
n>=400,plant15,13,26,949,0.165377818119026,your preferred object objects vnq jt,sadomasochism zh c k
n>=400,plant15,13,29,1655,0.1619998570949316,your preferred object objects vnq jt,your appearance based sexual interests qqg a
n>=400,plant15,14,16,914,0.31845123288095933,specific roles ce t,sensory related sexual interests yg rwaa
n>=400,plant15,14,17,2308,0.2169166466228926,specific roles ce t,scenarios involving sex toys iob ewb
n>=400,plant15,14,18,677,0.09608155589986013,specific roles ce t,transformation related sexual interests ju swdc
n>=400,plant15,14,20,1626,0.0580679194633112,specific roles ce t,age related sexual interests pmk
n>=400,plant15,14,26,1441,0.0594022511186031,specific roles ce t,sadomasochism zh c k
n>=400,plant15,14,29,3188,0.30446709994175797,specific roles ce t,your appearance based sexual interests qqg a
n>=400,plant15,15,22,653,0.23807941693601936,pregnancy related sexual interests c yvk,humiliation related sexual interests jebtk s
n>=400,plant15,16,17,1294,0.08323799382565324,sensory related sexual interests yg rwaa,scenarios involving sex toys iob ewb
n>=400,plant15,16,20,714,0.2200897385528079,sensory related sexual interests yg rwaa,age related sexual interests pmk
n>=400,plant15,16,26,808,0.1727835984196452,sensory related sexual interests yg rwaa,sadomasochism zh c k
n>=400,plant15,16,29,1611,0.10125640211025955,sensory related sexual interests yg rwaa,your appearance based sexual interests qqg a
n>=400,plant15,17,18,735,0.15365719432217015,scenarios involving sex toys iob ewb,transformation related sexual interests ju swdc
n>=400,plant15,17,20,1818,0.1692302304678319,scenarios involving sex toys iob ewb,age related sexual interests pmk
n>=400,plant15,17,26,2032,0.17452339483691356,scenarios involving sex toys iob ewb,sadomasochism zh c k
n>=400,plant15,17,29,4415,0.157583067016911,scenarios involving sex toys iob ewb,your appearance based sexual interests qqg a
n>=400,plant15,18,29,856,0.17595488837084763,transformation related sexual interests ju swdc,your appearance based sexual interests qqg a
n>=400,plant15,20,26,1213,0.18062571165812996,age related sexual interests pmk,sadomasochism zh c k
n>=400,plant15,20,29,1911,0.21742683403484395,age related sexual interests pmk,your appearance based sexual interests qqg a
n>=400,plant15,26,29,2798,0.16521902625786639,sadomasochism zh c k,your appearance based sexual interests qqg a
n>=250,real,1,4,3482,-0.033578305926453576,specific body parts not including standard sexual body parts like breasts or genitals x a w,eagerness related sexual interests twg prj
n>=250,real,1,13,1104,-0.10426252496514614,specific body parts not including standard sexual body parts like breasts or genitals x a w,your preferred object objects vnq jt
n>=250,real,1,14,2092,0.019805681186219184,specific body parts not including standard sexual body parts like breasts or genitals x a w,specific roles ce t
n>=250,real,1,16,1152,-0.05644847945609874,specific body parts not including standard sexual body parts like breasts or genitals x a w,sensory related sexual interests yg rwaa
n>=250,real,1,17,2774,-0.08351944039425016,specific body parts not including standard sexual body parts like breasts or genitals x a w,scenarios involving sex toys iob ewb
n>=250,real,1,18,608,0.14813608503345208,specific body parts not including standard sexual body parts like breasts or genitals x a w,transformation related sexual interests ju swdc
n>=250,real,1,20,1391,0.06636773861553813,specific body parts not including standard sexual body parts like breasts or genitals x a w,age related sexual interests pmk
n>=250,real,1,26,1814,0.03344786574177922,specific body parts not including standard sexual body parts like breasts or genitals x a w,sadomasochism zh c k
n>=250,real,1,29,3151,0.08611253013375317,specific body parts not including standard sexual body parts like breasts or genitals x a w,your appearance based sexual interests qqg a
n>=250,real,3,6,1343,-0.009853718123358295,clothing related sexual interests kl pc,genderplay related sexual interests yixh c
n>=250,real,3,8,2822,-0.0032134341415177917,clothing related sexual interests kl pc,gentleness related sexual interests j jn rl
n>=250,real,3,9,1052,0.14926708288347906,clothing related sexual interests kl pc,incest f vg x
n>=250,real,3,10,2127,0.09809968570362429,clothing related sexual interests kl pc,nonconsent bx o o
n>=250,real,3,12,1373,-0.07423871940437883,clothing related sexual interests kl pc,mythical creatures xfj rdq
n>=250,real,3,15,1377,0.1452706108341918,clothing related sexual interests kl pc,pregnancy related sexual interests c yvk
n>=250,real,3,21,344,-0.05243505825771888,clothing related sexual interests kl pc,brutality related sexual interests rsjhm
n>=250,real,3,22,1427,-0.028580438227301892,clothing related sexual interests kl pc,humiliation related sexual interests jebtk s
n>=250,real,4,13,1499,0.09246523878264276,eagerness related sexual interests twg prj,your preferred object objects vnq jt
n>=250,real,4,14,3107,0.05661239608149218,eagerness related sexual interests twg prj,specific roles ce t
n>=250,real,4,16,1444,0.0687448678401962,eagerness related sexual interests twg prj,sensory related sexual interests yg rwaa
n>=250,real,4,17,4035,-0.0003002666577673849,eagerness related sexual interests twg prj,scenarios involving sex toys iob ewb
n>=250,real,4,20,2201,-0.006301834213796851,eagerness related sexual interests twg prj,age related sexual interests pmk
n>=250,real,4,26,2435,0.14186059865434583,eagerness related sexual interests twg prj,sadomasochism zh c k
n>=250,real,4,29,5414,-0.21500084601937341,eagerness related sexual interests twg prj,your appearance based sexual interests qqg a
n>=250,real,6,8,1001,0.20127876372549408,genderplay related sexual interests yixh c,gentleness related sexual interests j jn rl
n>=250,real,6,9,637,0.11262947610886453,genderplay related sexual interests yixh c,incest f vg x
n>=250,real,6,10,832,0.061428608424646,genderplay related sexual interests yixh c,nonconsent bx o o
n>=250,real,6,12,831,0.05212912783756203,genderplay related sexual interests yixh c,mythical creatures xfj rdq
n>=250,real,6,15,621,0.05312784312610767,genderplay related sexual interests yixh c,pregnancy related sexual interests c yvk
n>=250,real,6,22,618,0.054320160994439926,genderplay related sexual interests yixh c,humiliation related sexual interests jebtk s
n>=250,real,8,9,864,0.2194092352468321,gentleness related sexual interests j jn rl,incest f vg x
n>=250,real,8,10,1914,0.011139287055090753,gentleness related sexual interests j jn rl,nonconsent bx o o
n>=250,real,8,12,1551,-0.05369957498161278,gentleness related sexual interests j jn rl,mythical creatures xfj rdq
n>=250,real,8,15,1275,-0.10539115832574378,gentleness related sexual interests j jn rl,pregnancy related sexual interests c yvk
n>=250,real,8,21,317,0.06468577958193125,gentleness related sexual interests j jn rl,brutality related sexual interests rsjhm
n>=250,real,8,22,1122,0.0855930022206709,gentleness related sexual interests j jn rl,humiliation related sexual interests jebtk s
n>=250,real,9,10,976,0.09289999833037899,incest f vg x,nonconsent bx o o
n>=250,real,9,12,702,0.1011607093007005,incest f vg x,mythical creatures xfj rdq
n>=250,real,9,15,674,-0.036307769607102636,incest f vg x,pregnancy related sexual interests c yvk
n>=250,real,9,22,587,0.12366726176518716,incest f vg x,humiliation related sexual interests jebtk s
n>=250,real,10,12,1240,0.13301373452641005,nonconsent bx o o,mythical creatures xfj rdq
n>=250,real,10,15,1006,0.23074020880010648,nonconsent bx o o,pregnancy related sexual interests c yvk
n>=250,real,10,22,1142,0.24356195614466136,nonconsent bx o o,humiliation related sexual interests jebtk s
n>=250,real,12,15,874,0.0024983425298052324,mythical creatures xfj rdq,pregnancy related sexual interests c yvk
n>=250,real,12,21,270,0.1266424230695751,mythical creatures xfj rdq,brutality related sexual interests rsjhm
n>=250,real,12,22,708,0.056563334039955955,mythical creatures xfj rdq,humiliation related sexual interests jebtk s
n>=250,real,13,14,936,0.0278062918759587,your preferred object objects vnq jt,specific roles ce t
n>=250,real,13,16,590,-0.047957500001413494,your preferred object objects vnq jt,sensory related sexual interests yg rwaa
n>=250,real,13,17,1354,-0.09923062513737373,your preferred object objects vnq jt,scenarios involving sex toys iob ewb
n>=250,real,13,18,342,-0.06306895160099149,your preferred object objects vnq jt,transformation related sexual interests ju swdc
n>=250,real,13,20,849,-0.1450878371673646,your preferred object objects vnq jt,age related sexual interests pmk
n>=250,real,13,26,949,0.015377818119026018,your preferred object objects vnq jt,sadomasochism zh c k
n>=250,real,13,29,1655,0.01199985709493164,your preferred object objects vnq jt,your appearance based sexual interests qqg a
n>=250,real,14,16,914,0.16845123288095934,specific roles ce t,sensory related sexual interests yg rwaa
n>=250,real,14,17,2308,0.06691664662289262,specific roles ce t,scenarios involving sex toys iob ewb
n>=250,real,14,18,677,-0.05391844410013985,specific roles ce t,transformation related sexual interests ju swdc
n>=250,real,14,20,1626,-0.09193208053668876,specific roles ce t,age related sexual interests pmk
n>=250,real,14,26,1441,-0.09059774888139688,specific roles ce t,sadomasochism zh c k
n>=250,real,14,29,3188,0.154467099941758,specific roles ce t,your appearance based sexual interests qqg a
n>=250,real,15,22,653,0.08807941693601937,pregnancy related sexual interests c yvk,humiliation related sexual interests jebtk s
n>=250,real,16,17,1294,-0.06676200617434674,sensory related sexual interests yg rwaa,scenarios involving sex toys iob ewb
n>=250,real,16,18,346,-0.06041799374749805,sensory related sexual interests yg rwaa,transformation related sexual interests ju swdc
n>=250,real,16,20,714,0.07008973855280794,sensory related sexual interests yg rwaa,age related sexual interests pmk
n>=250,real,16,26,808,0.02278359841964519,sensory related sexual interests yg rwaa,sadomasochism zh c k
n>=250,real,16,29,1611,-0.04874359788974042,sensory related sexual interests yg rwaa,your appearance based sexual interests qqg a
n>=250,real,17,18,735,0.0036571943221701394,scenarios involving sex toys iob ewb,transformation related sexual interests ju swdc
n>=250,real,17,20,1818,0.01923023046783191,scenarios involving sex toys iob ewb,age related sexual interests pmk
n>=250,real,17,26,2032,0.02452339483691359,scenarios involving sex toys iob ewb,sadomasochism zh c k
n>=250,real,17,29,4415,0.007583067016910993,scenarios involving sex toys iob ewb,your appearance based sexual interests qqg a
n>=250,real,18,29,856,0.02595488837084769,transformation related sexual interests ju swdc,your appearance based sexual interests qqg a
n>=250,real,20,26,1213,0.030625711658129974,age related sexual interests pmk,sadomasochism zh c k
n>=250,real,20,29,1911,0.06742683403484394,age related sexual interests pmk,your appearance based sexual interests qqg a
n>=250,real,26,29,2798,0.015219026257866409,sadomasochism zh c k,your appearance based sexual interests qqg a
n>=250,shuf,1,4,3482,0.05225939811168855,specific body parts not including standard sexual body parts like breasts or genitals x a w,eagerness related sexual interests twg prj
n>=250,shuf,1,13,1104,-0.020858658233708034,specific body parts not including standard sexual body parts like breasts or genitals x a w,your preferred object objects vnq jt
n>=250,shuf,1,14,2092,0.027203775143039927,specific body parts not including standard sexual body parts like breasts or genitals x a w,specific roles ce t
n>=250,shuf,1,16,1152,-0.05682955401825942,specific body parts not including standard sexual body parts like breasts or genitals x a w,sensory related sexual interests yg rwaa
n>=250,shuf,1,17,2774,-0.024766715572406558,specific body parts not including standard sexual body parts like breasts or genitals x a w,scenarios involving sex toys iob ewb
n>=250,shuf,1,18,608,-0.03012840229705152,specific body parts not including standard sexual body parts like breasts or genitals x a w,transformation related sexual interests ju swdc
n>=250,shuf,1,20,1391,-0.020531489892776686,specific body parts not including standard sexual body parts like breasts or genitals x a w,age related sexual interests pmk
n>=250,shuf,1,26,1814,-0.014977448408341313,specific body parts not including standard sexual body parts like breasts or genitals x a w,sadomasochism zh c k
n>=250,shuf,1,29,3151,0.03306490558761671,specific body parts not including standard sexual body parts like breasts or genitals x a w,your appearance based sexual interests qqg a
n>=250,shuf,3,6,1343,0.038490286512584425,clothing related sexual interests kl pc,genderplay related sexual interests yixh c
n>=250,shuf,3,8,2822,-0.007555169652693259,clothing related sexual interests kl pc,gentleness related sexual interests j jn rl
n>=250,shuf,3,9,1052,0.09837697197595455,clothing related sexual interests kl pc,incest f vg x
n>=250,shuf,3,10,2127,-0.026797305418631595,clothing related sexual interests kl pc,nonconsent bx o o
n>=250,shuf,3,12,1373,-0.019616389848453833,clothing related sexual interests kl pc,mythical creatures xfj rdq
n>=250,shuf,3,15,1377,0.015739667156044395,clothing related sexual interests kl pc,pregnancy related sexual interests c yvk
n>=250,shuf,3,21,344,-0.03123351000801015,clothing related sexual interests kl pc,brutality related sexual interests rsjhm
n>=250,shuf,3,22,1427,0.05587392337539407,clothing related sexual interests kl pc,humiliation related sexual interests jebtk s
n>=250,shuf,4,13,1499,-0.01815369414355778,eagerness related sexual interests twg prj,your preferred object objects vnq jt
n>=250,shuf,4,14,3107,0.09518897110337993,eagerness related sexual interests twg prj,specific roles ce t
n>=250,shuf,4,16,1444,0.05187430806218673,eagerness related sexual interests twg prj,sensory related sexual interests yg rwaa
n>=250,shuf,4,17,4035,0.002814474755928858,eagerness related sexual interests twg prj,scenarios involving sex toys iob ewb
n>=250,shuf,4,20,2201,-0.03973686654701619,eagerness related sexual interests twg prj,age related sexual interests pmk
n>=250,shuf,4,26,2435,-0.013146604175266556,eagerness related sexual interests twg prj,sadomasochism zh c k
n>=250,shuf,4,29,5414,0.026344848908692386,eagerness related sexual interests twg prj,your appearance based sexual interests qqg a
n>=250,shuf,6,8,1001,0.033797833379364595,genderplay related sexual interests yixh c,gentleness related sexual interests j jn rl
n>=250,shuf,6,9,637,-0.16245945569919004,genderplay related sexual interests yixh c,incest f vg x
n>=250,shuf,6,10,832,0.026227417895151622,genderplay related sexual interests yixh c,nonconsent bx o o
n>=250,shuf,6,12,831,-0.02166672019794742,genderplay related sexual interests yixh c,mythical creatures xfj rdq
n>=250,shuf,6,15,621,0.07782858332707508,genderplay related sexual interests yixh c,pregnancy related sexual interests c yvk
n>=250,shuf,6,22,618,-0.040169713243227836,genderplay related sexual interests yixh c,humiliation related sexual interests jebtk s
n>=250,shuf,8,9,864,0.008629205043806034,gentleness related sexual interests j jn rl,incest f vg x
n>=250,shuf,8,10,1914,-0.0024116870985839184,gentleness related sexual interests j jn rl,nonconsent bx o o
n>=250,shuf,8,12,1551,0.03635721596424024,gentleness related sexual interests j jn rl,mythical creatures xfj rdq
n>=250,shuf,8,15,1275,-0.06469560969232682,gentleness related sexual interests j jn rl,pregnancy related sexual interests c yvk
n>=250,shuf,8,21,317,-0.03387705222560502,gentleness related sexual interests j jn rl,brutality related sexual interests rsjhm
n>=250,shuf,8,22,1122,-0.08027261602481364,gentleness related sexual interests j jn rl,humiliation related sexual interests jebtk s
n>=250,shuf,9,10,976,0.027093564592905107,incest f vg x,nonconsent bx o o
n>=250,shuf,9,12,702,-0.01950505814680033,incest f vg x,mythical creatures xfj rdq
n>=250,shuf,9,15,674,-0.0551736922228824,incest f vg x,pregnancy related sexual interests c yvk
n>=250,shuf,9,22,587,0.058033327569118984,incest f vg x,humiliation related sexual interests jebtk s
n>=250,shuf,10,12,1240,0.08135359099522776,nonconsent bx o o,mythical creatures xfj rdq
n>=250,shuf,10,15,1006,0.022062773196234505,nonconsent bx o o,pregnancy related sexual interests c yvk
n>=250,shuf,10,22,1142,0.03711069020993954,nonconsent bx o o,humiliation related sexual interests jebtk s
n>=250,shuf,12,15,874,-0.0805920926778099,mythical creatures xfj rdq,pregnancy related sexual interests c yvk
n>=250,shuf,12,21,270,0.1135742696844537,mythical creatures xfj rdq,brutality related sexual interests rsjhm
n>=250,shuf,12,22,708,-0.20119090780174073,mythical creatures xfj rdq,humiliation related sexual interests jebtk s
n>=250,shuf,13,14,936,0.025094345161340497,your preferred object objects vnq jt,specific roles ce t
n>=250,shuf,13,16,590,-0.008025275445538927,your preferred object objects vnq jt,sensory related sexual interests yg rwaa
n>=250,shuf,13,17,1354,-0.0021613642226788396,your preferred object objects vnq jt,scenarios involving sex toys iob ewb
n>=250,shuf,13,18,342,0.0904481916589088,your preferred object objects vnq jt,transformation related sexual interests ju swdc
n>=250,shuf,13,20,849,-0.06197885668762287,your preferred object objects vnq jt,age related sexual interests pmk
n>=250,shuf,13,26,949,-0.1612435045890273,your preferred object objects vnq jt,sadomasochism zh c k
n>=250,shuf,13,29,1655,0.07908932183259637,your preferred object objects vnq jt,your appearance based sexual interests qqg a
n>=250,shuf,14,16,914,0.001472801887985237,specific roles ce t,sensory related sexual interests yg rwaa
n>=250,shuf,14,17,2308,-0.050077512054439555,specific roles ce t,scenarios involving sex toys iob ewb
n>=250,shuf,14,18,677,-0.017530808090950423,specific roles ce t,transformation related sexual interests ju swdc
n>=250,shuf,14,20,1626,-0.018674697702001856,specific roles ce t,age related sexual interests pmk
n>=250,shuf,14,26,1441,0.012173088317508188,specific roles ce t,sadomasochism zh c k
n>=250,shuf,14,29,3188,-0.026172991558197828,specific roles ce t,your appearance based sexual interests qqg a
n>=250,shuf,15,22,653,0.06730555069868276,pregnancy related sexual interests c yvk,humiliation related sexual interests jebtk s
n>=250,shuf,16,17,1294,-0.04797317159785171,sensory related sexual interests yg rwaa,scenarios involving sex toys iob ewb
n>=250,shuf,16,18,346,-0.0025771467364832366,sensory related sexual interests yg rwaa,transformation related sexual interests ju swdc
n>=250,shuf,16,20,714,-0.0017435648248376513,sensory related sexual interests yg rwaa,age related sexual interests pmk
n>=250,shuf,16,26,808,0.10205267140425633,sensory related sexual interests yg rwaa,sadomasochism zh c k
n>=250,shuf,16,29,1611,-0.07654517627766555,sensory related sexual interests yg rwaa,your appearance based sexual interests qqg a
n>=250,shuf,17,18,735,0.09297750125762164,scenarios involving sex toys iob ewb,transformation related sexual interests ju swdc
n>=250,shuf,17,20,1818,-0.07021142032360311,scenarios involving sex toys iob ewb,age related sexual interests pmk
n>=250,shuf,17,26,2032,0.03493811511485846,scenarios involving sex toys iob ewb,sadomasochism zh c k
n>=250,shuf,17,29,4415,0.029929133730962242,scenarios involving sex toys iob ewb,your appearance based sexual interests qqg a
n>=250,shuf,18,29,856,0.10118282271367568,transformation related sexual interests ju swdc,your appearance based sexual interests qqg a
n>=250,shuf,20,26,1213,-0.1266567220158785,age related sexual interests pmk,sadomasochism zh c k
n>=250,shuf,20,29,1911,0.08410370417198959,age related sexual interests pmk,your appearance based sexual interests qqg a
n>=250,shuf,26,29,2798,0.004520950983668016,sadomasochism zh c k,your appearance based sexual interests qqg a
n>=250,plant0,1,4,3482,-0.033578305926453576,specific body parts not including standard sexual body parts like breasts or genitals x a w,eagerness related sexual interests twg prj
n>=250,plant0,1,13,1104,-0.10426252496514614,specific body parts not including standard sexual body parts like breasts or genitals x a w,your preferred object objects vnq jt
n>=250,plant0,1,14,2092,0.019805681186219184,specific body parts not including standard sexual body parts like breasts or genitals x a w,specific roles ce t
n>=250,plant0,1,16,1152,-0.05644847945609874,specific body parts not including standard sexual body parts like breasts or genitals x a w,sensory related sexual interests yg rwaa
n>=250,plant0,1,17,2774,-0.08351944039425016,specific body parts not including standard sexual body parts like breasts or genitals x a w,scenarios involving sex toys iob ewb
n>=250,plant0,1,18,608,0.14813608503345208,specific body parts not including standard sexual body parts like breasts or genitals x a w,transformation related sexual interests ju swdc
n>=250,plant0,1,20,1391,0.06636773861553813,specific body parts not including standard sexual body parts like breasts or genitals x a w,age related sexual interests pmk
n>=250,plant0,1,26,1814,0.03344786574177922,specific body parts not including standard sexual body parts like breasts or genitals x a w,sadomasochism zh c k
n>=250,plant0,1,29,3151,0.08611253013375317,specific body parts not including standard sexual body parts like breasts or genitals x a w,your appearance based sexual interests qqg a
n>=250,plant0,3,6,1343,-0.009853718123358295,clothing related sexual interests kl pc,genderplay related sexual interests yixh c
n>=250,plant0,3,8,2822,-0.0032134341415177917,clothing related sexual interests kl pc,gentleness related sexual interests j jn rl
n>=250,plant0,3,9,1052,0.14926708288347906,clothing related sexual interests kl pc,incest f vg x
n>=250,plant0,3,10,2127,0.09809968570362429,clothing related sexual interests kl pc,nonconsent bx o o
n>=250,plant0,3,12,1373,-0.07423871940437883,clothing related sexual interests kl pc,mythical creatures xfj rdq
n>=250,plant0,3,15,1377,0.1452706108341918,clothing related sexual interests kl pc,pregnancy related sexual interests c yvk
n>=250,plant0,3,21,344,-0.05243505825771888,clothing related sexual interests kl pc,brutality related sexual interests rsjhm
n>=250,plant0,3,22,1427,-0.028580438227301892,clothing related sexual interests kl pc,humiliation related sexual interests jebtk s
n>=250,plant0,4,13,1499,0.09246523878264276,eagerness related sexual interests twg prj,your preferred object objects vnq jt
n>=250,plant0,4,14,3107,0.05661239608149218,eagerness related sexual interests twg prj,specific roles ce t
n>=250,plant0,4,16,1444,0.0687448678401962,eagerness related sexual interests twg prj,sensory related sexual interests yg rwaa
n>=250,plant0,4,17,4035,-0.0003002666577673849,eagerness related sexual interests twg prj,scenarios involving sex toys iob ewb
n>=250,plant0,4,20,2201,-0.006301834213796851,eagerness related sexual interests twg prj,age related sexual interests pmk
n>=250,plant0,4,26,2435,0.14186059865434583,eagerness related sexual interests twg prj,sadomasochism zh c k
n>=250,plant0,4,29,5414,-0.21500084601937341,eagerness related sexual interests twg prj,your appearance based sexual interests qqg a
n>=250,plant0,6,8,1001,0.20127876372549408,genderplay related sexual interests yixh c,gentleness related sexual interests j jn rl
n>=250,plant0,6,9,637,0.11262947610886453,genderplay related sexual interests yixh c,incest f vg x
n>=250,plant0,6,10,832,0.061428608424646,genderplay related sexual interests yixh c,nonconsent bx o o
n>=250,plant0,6,12,831,0.05212912783756203,genderplay related sexual interests yixh c,mythical creatures xfj rdq
n>=250,plant0,6,15,621,0.05312784312610767,genderplay related sexual interests yixh c,pregnancy related sexual interests c yvk
n>=250,plant0,6,22,618,0.054320160994439926,genderplay related sexual interests yixh c,humiliation related sexual interests jebtk s
n>=250,plant0,8,9,864,0.2194092352468321,gentleness related sexual interests j jn rl,incest f vg x
n>=250,plant0,8,10,1914,0.011139287055090753,gentleness related sexual interests j jn rl,nonconsent bx o o
n>=250,plant0,8,12,1551,-0.05369957498161278,gentleness related sexual interests j jn rl,mythical creatures xfj rdq
n>=250,plant0,8,15,1275,-0.10539115832574378,gentleness related sexual interests j jn rl,pregnancy related sexual interests c yvk
n>=250,plant0,8,21,317,0.06468577958193125,gentleness related sexual interests j jn rl,brutality related sexual interests rsjhm
n>=250,plant0,8,22,1122,0.0855930022206709,gentleness related sexual interests j jn rl,humiliation related sexual interests jebtk s
n>=250,plant0,9,10,976,0.09289999833037899,incest f vg x,nonconsent bx o o
n>=250,plant0,9,12,702,0.1011607093007005,incest f vg x,mythical creatures xfj rdq
n>=250,plant0,9,15,674,-0.036307769607102636,incest f vg x,pregnancy related sexual interests c yvk
n>=250,plant0,9,22,587,0.12366726176518716,incest f vg x,humiliation related sexual interests jebtk s
