base,item,person,rand,cells
0.3147930455004603,0.3351351956659868,0.3422990091584389,0.3151179760878896,579512
0.3129014667140867,0.3303599944554967,0.3409054812467456,0.3121067155059958,578894
0.3123485900520834,0.33367041890964,0.3433231271195004,0.3142826731779039,578511
0.31320363316400335,0.3336131234629742,0.3416720127531633,0.3130413802878689,579085
