,性别,开放性,尽责性,外向性,神经质,宜人性,无力感,年龄,成年后性侵受害,成长期性开放度,0-14 岁被打屁股
PC1,0.02488247500596058,0.06746006795548068,0.0038647787059696535,0.04187377308323865,-0.035265907212519244,0.014025815959815025,-0.05312166105760385,0.0473010480890086,0.004953475773099077,0.0022742341731443304,-0.009233123973329009
PC2,0.1383114480343622,-0.008785477611361767,0.000499745053130351,0.01635596903266367,-0.03278850816103923,-0.04009995110076097,-0.013825513445435061,0.03433511704368743,-0.03578603733362802,-0.01809982691146837,-0.0035216619228028885
PC3,0.15248788832453025,0.05974002685038418,0.003887742123645257,0.02046437723788143,-0.04599454334251436,-0.03780585794665434,-0.03079210963654607,0.046667976053480026,-0.0482571893373596,-0.016565757967398276,0.0055338242527376595
PC4,0.2528901216070106,0.10608164153626479,-0.004439803063701871,0.0956243449889487,-0.12307883421490445,-0.036826231199005036,-0.09310125287870924,0.04501891301805913,-0.0712510616851632,-0.019926367220991614,-0.014195775853401999
PC5,-0.011141091368598435,0.022567193898629143,0.008050397028398661,0.05726046255434386,-0.020185058913998723,-0.013778462361197041,-0.01833965634913093,0.0761184798792751,0.03451654497009887,-0.016153804247523135,0.030068613016397433
PC6,-0.0869153744535584,-0.030218327131456918,0.006727660955948672,0.024271112165347837,0.023937743203091714,-0.026208573922517686,-0.021360997105683652,-0.019399439131047455,0.037843799818907585,-0.0035117896045445338,-0.0069621886317334505
