v_b,v_se,v_n,v_thr,v_mde,v_ordmean,v_offmean,v_offsd
-0.0322886941070373,0.012333722203194423,6473,0.026083516310342583,0.04,0.22194841531004006,0.08841179521071156,0.0034325430479461697
