q,world,rank,scale,seed,skill,planted_sd,item_pp,person_pp,person_noise_pp
53,plant,2.0,0.3,11,0.1645592362887035,0.2823536384362644,,,
53,plant,5.0,0.05,11,-0.005391373478732198,0.1005195260185362,,,
53,plant,5.0,0.08,11,0.005746007927854402,0.15132150882154388,,,
53,plant,5.0,0.12,11,0.03336487311037728,0.2084065744969283,,,
53,plant,5.0,0.2,11,0.11033920171316502,0.29023790659403076,,,
53,plant,5.0,0.3,11,0.18493953070152414,0.3520936043698934,,,
53,plant,10.0,0.05,11,0.001459841417458252,0.1440508108707315,,,
53,plant,10.0,0.08,11,0.018587788553746765,0.21268217967182698,,,
53,plant,10.0,0.12,11,0.05585565315709662,0.28466020308424766,,,
53,plant,10.0,0.2,11,0.1279084671685229,0.372712921569784,,,
53,plant,10.0,0.3,11,0.18340088876271232,0.4266312641544796,,,
53,real,,,29,0.030403727798323454,,24.782870245877806,20.095104043693283,9.760539842638652
53,margin,,,29,-0.005745926898408915,0.0,,,
53,plant,2.0,0.05,29,-0.01053687989580887,0.05998885916731157,,,
53,plant,2.0,0.08,29,-0.006819779256923009,0.09364139991702737,,,
53,plant,2.0,0.12,29,0.006042740179101114,0.13264856422093835,,,
53,plant,2.0,0.2,29,0.05552337769590965,0.19539727690970185,,,
53,plant,2.0,0.3,29,0.1248500851389901,0.2552173880905431,,,
53,plant,5.0,0.05,29,-0.002075933610737546,0.12151377443910259,,,
53,plant,5.0,0.08,29,0.015631821377679378,0.1803157722922604,,,
53,plant,5.0,0.12,29,0.058052807157918385,0.2464818943087835,,,
53,plant,5.0,0.2,29,0.15078960561204724,0.3346521936991884,,,
53,plant,5.0,0.3,29,0.23917155109669253,0.3945874812611827,,,
53,plant,10.0,0.05,29,-0.0029364444409574197,0.13779652258985844,,,
53,plant,10.0,0.08,29,0.017376830437427104,0.20329344729751433,,,
53,plant,10.0,0.12,29,0.0577245986726721,0.27228200874497155,,,
53,plant,10.0,0.2,29,0.13220643714951064,0.3592054836815013,,,
53,plant,10.0,0.3,29,0.19633526507129995,0.4152936082427022,,,
55,real,,,11,0.014298202415196748,,23.224628235590878,19.01089465944785,10.408243464982391
55,margin,,,11,-0.005432166811878747,0.0,,,
55,plant,2.0,0.05,11,-0.0060481060815026355,0.07239748057274441,,,
55,plant,2.0,0.08,11,-0.00032859547992947213,0.1108233571216038,,,
55,plant,2.0,0.12,11,0.018519331337739864,0.1568543756363192,,,
55,plant,2.0,0.2,11,0.07901137725389873,0.23124502917926423,,,
55,plant,2.0,0.3,11,0.16585742041509677,0.2970060903656343,,,
55,plant,5.0,0.05,11,-0.009453324774691518,0.10938307114036051,,,
55,plant,5.0,0.08,11,-1.9740547212210302e-05,0.16534856217155003,,,
55,plant,5.0,0.12,11,0.026046223824491954,0.22606824417305657,,,
55,plant,5.0,0.2,11,0.0858989187446294,0.3094126648287005,,,
55,plant,5.0,0.3,11,0.14749834269427964,0.3695702331540741,,,
55,plant,10.0,0.05,11,-0.006913031549059978,0.15933112775527672,,,
55,plant,10.0,0.08,11,0.010296938223879781,0.23261614055387078,,,
55,plant,10.0,0.12,11,0.04025670440269247,0.3039878243520509,,,
55,plant,10.0,0.2,11,0.09416560957937836,0.38628491210891563,,,
55,plant,10.0,0.3,11,0.12569209211962096,0.4354269337422062,,,
55,real,,,29,0.014018095828801425,,23.224628235590878,19.01089465944785,10.408243464982391
55,margin,,,29,-0.004774639902655031,0.0,,,
55,plant,2.0,0.05,29,-0.011510155690079293,0.06570397667905485,,,
55,plant,2.0,0.08,29,-0.0076093213958744466,0.09840678438532374,,,
55,plant,2.0,0.12,29,0.0035154648942676836,0.13605724643577252,,,
55,plant,2.0,0.2,29,0.04649226398095074,0.19865876668244006,,,
55,plant,2.0,0.3,29,0.1060604831536448,0.2597736695860973,,,
55,plant,5.0,0.05,29,-0.008921284800611273,0.09882362745872333,,,
55,plant,5.0,0.08,29,0.0011348429617155098,0.15170184762563932,,,
55,plant,5.0,0.12,29,0.023783422952187827,0.21260228192555206,,,
55,plant,5.0,0.2,29,0.08520332949459608,0.2988695927971057,,,
55,plant,5.0,0.3,29,0.1602250544374103,0.3621175531834931,,,
55,plant,10.0,0.05,29,-0.011606891925615814,0.1332075355135321,,,
55,plant,10.0,0.08,29,0.003695983619201093,0.2003808544029405,,,
55,plant,10.0,0.12,29,0.032834853480837145,0.27279691722796523,,,
55,plant,10.0,0.2,29,0.09156352311324789,0.3628807673671058,,,
55,plant,10.0,0.3,29,0.13848112593548667,0.4185375184490109,,,
62,real,,,11,0.028180531456706404,,20.410821824521538,18.08995289541719,9.408295555600379
62,margin,,,11,-0.011067293639868359,0.0,,,
62,plant,2.0,0.05,11,-0.0056126496558670524,0.06809991189765019,,,
62,plant,2.0,0.08,11,0.0011166735907220948,0.10508709783646542,,,
62,plant,2.0,0.12,11,0.018454348234602347,0.14909572177760946,,,
62,plant,2.0,0.2,11,0.0766682029007546,0.22009276212530196,,,
62,plant,2.0,0.3,11,0.16812131554588572,0.2829832108964153,,,
62,plant,5.0,0.05,11,-0.005496364530186981,0.11928961676622293,,,
62,plant,5.0,0.08,11,0.012027439956463493,0.18001231709681825,,,
62,plant,5.0,0.12,11,0.05888561625509359,0.24384296261627103,,,
62,plant,5.0,0.2,11,0.157275303252691,0.32489368533698554,,,
62,plant,5.0,0.3,11,0.23837096346789455,0.3800523972217103,,,
62,plant,10.0,0.05,11,-0.006767991698373499,0.14073361081004315,,,
62,plant,10.0,0.08,11,0.008346020720006342,0.20805051760675036,,,
62,plant,10.0,0.12,11,0.04204777253965741,0.27422202231001375,,,
62,plant,10.0,0.2,11,0.09989242831107836,0.3530752210310939,,,
62,plant,10.0,0.3,11,0.1517750544208203,0.40425852596514206,,,
62,real,,,29,0.02852821415112272,,20.410821824521538,18.08995289541719,9.408295555600379
62,margin,,,29,-0.00515235924360391,0.0,,,
62,plant,2.0,0.05,29,-0.011823550864232368,0.07494904714098123,,,
62,plant,2.0,0.08,29,-0.0010816212636485245,0.11599035727454553,,,
62,plant,2.0,0.12,29,0.021460396616300836,0.164287569577426,,,
62,plant,2.0,0.2,29,0.08790370953409476,0.23532531211708463,,,
62,plant,2.0,0.3,29,0.17013013043349579,0.29144303352433204,,,
62,plant,5.0,0.05,29,-0.005571177121521775,0.10494807485689873,,,
62,plant,5.0,0.08,29,0.004972472662317373,0.15806601362306777,,,
62,plant,5.0,0.12,29,0.03898222937887674,0.21843177915158507,,,
62,plant,5.0,0.2,29,0.12657746331822028,0.3045698401842504,,,
62,plant,5.0,0.3,29,0.21583949126501223,0.36737985214175556,,,
62,plant,10.0,0.05,29,-0.010727398860352677,0.14737389918961966,,,
62,plant,10.0,0.08,29,0.010248024472919948,0.21677383064196076,,,
62,plant,10.0,0.12,29,0.048127161752892444,0.2829377088027314,,,
62,plant,10.0,0.2,29,0.11061065849024043,0.36008702373716983,,,
62,plant,10.0,0.3,29,0.15460148684973396,0.4094125832795658,,,
63,real,,,11,0.003394176277333072,,22.577493140212777,18.865108077314748,10.383553839413494
63,margin,,,11,-0.010166344035230535,0.0,,,
63,plant,2.0,0.05,11,-0.007779292159592277,0.06944643320734162,,,
63,plant,2.0,0.08,11,-0.0007789082580268447,0.10523187444017237,,,
63,plant,2.0,0.12,11,0.0139575670984452,0.14829377181491413,,,
63,plant,2.0,0.2,11,0.06662648574566554,0.21882961944857565,,,
63,plant,2.0,0.3,11,0.13781458949908387,0.27947423190312226,,,
63,plant,5.0,0.05,11,-0.009935269422855164,0.09955018657272795,,,
63,plant,5.0,0.08,11,-0.0021019165676586793,0.15067144630012103,,,
63,plant,5.0,0.12,11,0.025424743127598348,0.2087574045234322,,,
63,plant,5.0,0.2,11,0.08981395628200683,0.2929645735989395,,,
63,plant,5.0,0.3,11,0.16821203870089074,0.3567805614053192,,,
63,plant,10.0,0.05,11,-0.006572349911502018,0.1464188595396746,,,
63,plant,10.0,0.08,11,0.0159028586816512,0.21457850177229884,,,
63,plant,10.0,0.12,11,0.053603808737217595,0.28580614366341345,,,
63,plant,10.0,0.2,11,0.12049021249148184,0.37148315486983846,,,
63,plant,10.0,0.3,11,0.1637376257800358,0.42342593571864406,,,
63,real,,,29,0.0069626815816674625,,22.577493140212777,18.865108077314748,10.383553839413494
63,margin,,,29,-0.008726861685928178,0.0,,,
63,plant,2.0,0.05,29,-0.009900955833483494,0.05411485987400215,,,
63,plant,2.0,0.08,29,-0.0073411534585451355,0.08366068694777824,,,
63,plant,2.0,0.12,29,-0.003129866858102015,0.11935070023947196,,,
63,plant,2.0,0.2,29,0.014414201152017081,0.1789506736223968,,,
63,plant,2.0,0.3,29,0.0486385864556349,0.23533876695824385,,,
63,plant,5.0,0.05,29,-0.009085904142508205,0.10866628916248916,,,
63,plant,5.0,0.08,29,0.0048185401690622465,0.1626015801928428,,,
63,plant,5.0,0.12,29,0.033496470598757044,0.22265576626852607,,,
63,plant,5.0,0.2,29,0.11356744637572913,0.3081102791721225,,,
63,plant,5.0,0.3,29,0.1899136320445829,0.37107091807849796,,,
63,plant,10.0,0.05,29,-0.009332607550860628,0.14960806711298946,,,
63,plant,10.0,0.08,29,0.008024483997109533,0.21798704756081008,,,
63,plant,10.0,0.12,29,0.040968570244969804,0.28725507486919716,,,
63,plant,10.0,0.2,29,0.0940777080520292,0.3709384697397311,,,
63,plant,10.0,0.3,29,0.13288568432123926,0.4225114719283292,,,
67,real,,,11,0.0074078870824419996,,19.654401667112474,21.318313905162533,10.862217834629098
67,margin,,,11,-0.011180364491413242,0.0,,,
67,plant,2.0,0.05,11,-0.011232767450430448,0.07367297658491465,,,
67,plant,2.0,0.08,11,-0.007297982259035107,0.11293994802053813,,,
67,plant,2.0,0.12,11,0.008720095698187436,0.16024823885926523,,,
67,plant,2.0,0.2,11,0.059799697353597914,0.23255781656075344,,,
67,plant,2.0,0.3,11,0.12654876906974521,0.29074919834718416,,,
67,plant,5.0,0.05,11,-0.01215241449202098,0.10153858034760996,,,
67,plant,5.0,0.08,11,-0.006555579332433559,0.15532850923242736,,,
67,plant,5.0,0.12,11,0.01404129231684692,0.21621999736206066,,,
67,plant,5.0,0.2,11,0.07439205678469996,0.30271926367283364,,,
67,plant,5.0,0.3,11,0.13803170317345947,0.3662035502418567,,,
67,plant,10.0,0.05,11,-0.009126760571658621,0.13821125449106514,,,
67,plant,10.0,0.08,11,0.003760280370190272,0.20469482514589615,,,
67,plant,10.0,0.12,11,0.029279354694093707,0.2716572802054488,,,
67,plant,10.0,0.2,11,0.08576141460435927,0.35306816949775505,,,
67,plant,10.0,0.3,11,0.12568405020610396,0.4049130508986609,,,
67,real,,,29,0.0053028332156868085,,19.654401667112474,21.318313905162533,10.862217834629098
67,margin,,,29,-0.010684061431411651,0.0,,,
67,plant,2.0,0.05,29,-0.0134391401167413,0.07515195770864316,,,
67,plant,2.0,0.08,29,-0.006785613625768683,0.11598918417890197,,,
67,plant,2.0,0.12,29,0.011272451836617625,0.1625702277714749,,,
67,plant,2.0,0.2,29,0.06461239558628429,0.23317403976492093,,,
67,plant,2.0,0.3,29,0.1337692886984565,0.29307545634821214,,,
67,plant,5.0,0.05,29,-0.010256658438095978,0.11051923840862794,,,
67,plant,5.0,0.08,29,0.0046746665610909455,0.1677558437748505,,,
67,plant,5.0,0.12,29,0.03855205733116274,0.23214542185467785,,,
67,plant,5.0,0.2,29,0.12126777997749538,0.31827130482652544,,,
67,plant,5.0,0.3,29,0.19991905928835818,0.3771841258605154,,,
67,plant,10.0,0.05,29,-0.012362865905045317,0.14141904313782316,,,
67,plant,10.0,0.08,29,0.0054808776908975565,0.20982115783533264,,,
67,plant,10.0,0.12,29,0.03662204037093775,0.2779078940145893,,,
67,plant,10.0,0.2,29,0.0932463108533177,0.3582225912983574,,,
67,plant,10.0,0.3,29,0.1346211681014885,0.4087132261365711,,,
73,real,,,11,0.0471518244512934,,23.060803807861003,19.009720190036166,9.874208829065749
73,margin,,,11,-0.008402146629908347,0.0,,,
73,plant,2.0,0.05,11,-0.011420529340330332,0.06310320260323315,,,
73,plant,2.0,0.08,11,-0.007202107278508341,0.09881573677853092,,,
73,plant,2.0,0.12,11,0.011644679726824703,0.14322396296654,,,
73,plant,2.0,0.2,11,0.07233375019876309,0.21739326814317336,,,
73,plant,2.0,0.3,11,0.16512422038357188,0.28353804084397016,,,
73,plant,5.0,0.05,11,-0.011169991639945809,0.10287751724326287,,,
73,plant,5.0,0.08,11,0.005925272162644157,0.15790656439474812,,,
73,plant,5.0,0.12,11,0.03867752252331125,0.22089628677498402,,,
73,plant,5.0,0.2,11,0.1264619741374241,0.30928202549669137,,,
73,plant,5.0,0.3,11,0.21544123802551907,0.37352662736474573,,,
73,plant,10.0,0.05,11,-0.001932850976987588,0.14462811965623984,,,
73,plant,10.0,0.08,11,0.01739726948890441,0.21323682419272855,,,
73,plant,10.0,0.12,11,0.056421290873711616,0.28151477354560267,,,
73,plant,10.0,0.2,11,0.1189327100855373,0.36553456279883695,,,
73,plant,10.0,0.3,11,0.16330814679279515,0.4193106244467136,,,
73,real,,,29,0.04464773543120615,,23.060803807861003,19.009720190036166,9.874208829065749
73,margin,,,29,-0.006728302514155793,0.0,,,
73,plant,2.0,0.05,29,-0.007428562749165812,0.06920609024112322,,,
73,plant,2.0,0.08,29,-0.0026730614416504705,0.10713452888385377,,,
73,plant,2.0,0.12,29,0.01445528582503297,0.15347644366292626,,,
73,plant,2.0,0.2,29,0.08011289805067234,0.2315433727836476,,,
73,plant,2.0,0.3,29,0.1801804706554715,0.3006214525463642,,,
73,plant,5.0,0.05,29,-0.008363778785574594,0.10262344183926583,,,
73,plant,5.0,0.08,29,0.0033830860380750227,0.15664819276251507,,,
73,plant,5.0,0.12,29,0.028494241754465133,0.2169159653020973,,,
73,plant,5.0,0.2,29,0.10203563744524302,0.30216582430974465,,,
73,plant,5.0,0.3,29,0.17011737628191603,0.36550577482702945,,,
73,plant,10.0,0.05,29,-0.0022901087812665644,0.14909646153668243,,,
73,plant,10.0,0.08,29,0.015585555675427853,0.2197357950712617,,,
73,plant,10.0,0.12,29,0.05968142568765944,0.28883141064982704,,,
73,plant,10.0,0.2,29,0.13230355707546237,0.37176852161842144,,,
73,plant,10.0,0.3,29,0.19508815195762697,0.42323987034241384,,,
77,real,,,11,0.040865053527643136,,25.034920212486483,19.019675568910937,9.574531929247405
77,margin,,,11,-0.0023872952751153864,0.0,,,
77,plant,2.0,0.05,11,-0.008366463394299473,0.06058886093616981,,,
77,plant,2.0,0.08,11,-0.002533939333327462,0.09415845128889122,,,
77,plant,2.0,0.12,11,0.014516983796420524,0.13445449998411754,,,
77,plant,2.0,0.2,11,0.06614248812054935,0.19828817739176588,,,
77,plant,2.0,0.3,11,0.13747746371700353,0.25568482031625617,,,
77,plant,5.0,0.05,11,-0.004240405394185465,0.11332524020120964,,,
77,plant,5.0,0.08,11,0.012903090088687175,0.17134444638615126,,,
77,plant,5.0,0.12,11,0.048853779528247876,0.23544977842497186,,,
77,plant,5.0,0.2,11,0.1340042561819048,0.3229213873233617,,,
77,plant,5.0,0.3,11,0.2141298256444446,0.38529301344957234,,,
77,plant,10.0,0.05,11,-0.0020173949543011993,0.13491367639484786,,,
77,plant,10.0,0.08,11,0.011165484905537593,0.20221386785605333,,,
77,plant,10.0,0.12,11,0.04095450427107494,0.2730490289041199,,,
77,plant,10.0,0.2,11,0.09995426460452383,0.36127528373873835,,,
77,plant,10.0,0.3,11,0.1450699175398915,0.4175127161264767,,,
77,real,,,29,0.04262282572035059,,25.034920212486483,19.019675568910937,9.574531929247405
77,margin,,,29,-0.004832856386075224,0.0,,,
77,plant,2.0,0.05,29,-0.007972830322548585,0.07252357369988556,,,
77,plant,2.0,0.08,29,-0.0017292699328103067,0.11064843498448367,,,
77,plant,2.0,0.12,29,0.01838391452268473,0.1562666982404981,,,
77,plant,2.0,0.2,29,0.08240891510361137,0.2297425681420527,,,
77,plant,2.0,0.3,29,0.1700977198794429,0.29463324947119207,,,
77,plant,5.0,0.05,29,-0.0019931395206377323,0.10021150272543143,,,
77,plant,5.0,0.08,29,0.009524400981824943,0.15222605206547513,,,
77,plant,5.0,0.12,29,0.03900473609740529,0.21118262333662888,,,
77,plant,5.0,0.2,29,0.11616499631651944,0.29717532341386105,,,
77,plant,5.0,0.3,29,0.18858126939888709,0.36294706970205615,,,
77,plant,10.0,0.05,29,-0.0024733585813588865,0.14358398428624936,,,
77,plant,10.0,0.08,29,0.018716455612181604,0.21308449259596904,,,
77,plant,10.0,0.12,29,0.060405206258382416,0.2849293485629184,,,
77,plant,10.0,0.2,29,0.1322346905295183,0.37175381724082657,,,
77,plant,10.0,0.3,29,0.17998139231950794,0.42549493642041397,,,
83,real,,,11,0.07591413274847625,,14.422355644059737,23.47632548514489,13.89957748868971
83,margin,,,11,-0.01758938226532958,0.0,,,
83,plant,2.0,0.05,11,-0.024347156997401198,0.05351671243574728,,,
83,plant,2.0,0.08,11,-0.02050655897645215,0.08452606107610265,,,
83,plant,2.0,0.12,11,-0.01623415635171166,0.12391095395863619,,,
83,plant,2.0,0.2,11,-0.0019036121719395727,0.19176980422372308,,,
83,plant,2.0,0.3,11,0.04631910659096228,0.2559942645176864,,,
83,plant,5.0,0.05,11,-0.026955551259719934,0.10641901314681501,,,
83,plant,5.0,0.08,11,-0.021771741097030173,0.16450810282954825,,,
83,plant,5.0,0.12,11,-0.0027341696918923297,0.22774621369252177,,,
83,plant,5.0,0.2,11,0.03617389973992857,0.30822252045015014,,,
83,plant,5.0,0.3,11,0.07903790888373052,0.36336309401263484,,,
83,plant,10.0,0.05,11,-0.013025994563698573,0.16172641379083735,,,
83,plant,10.0,0.08,11,-0.0008724340588897039,0.24022629685297836,,,
83,plant,10.0,0.12,11,0.028635129180103025,0.3097957514497707,,,
83,plant,10.0,0.2,11,0.06745818684486315,0.3818143598523677,,,
83,plant,10.0,0.3,11,0.08040685699310246,0.4212533489792137,,,
83,real,,,29,0.0840510175917829,,14.422355644059737,23.47632548514489,13.89957748868971
83,margin,,,29,-0.027706338064790392,0.0,,,
83,plant,2.0,0.05,29,-0.018221557254395337,0.08203078756223559,,,
83,plant,2.0,0.08,29,-0.012078633867332433,0.11971818980724347,,,
83,plant,2.0,0.12,29,-0.0069747058974569676,0.1591091648389035,,,
83,plant,2.0,0.2,29,0.01746579714333718,0.21980659431295824,,,
83,plant,2.0,0.3,29,0.0641397623177482,0.27302054749942484,,,
83,plant,5.0,0.05,29,-0.023121129983374455,0.11115744621302097,,,
83,plant,5.0,0.08,29,-0.009811355370255237,0.16980089600981502,,,
83,plant,5.0,0.12,29,0.007412904991805913,0.23193882116494696,,,
83,plant,5.0,0.2,29,0.0680411769012561,0.31260739952621475,,,
83,plant,5.0,0.3,29,0.11620861681030825,0.3672521009544078,,,
83,plant,10.0,0.05,29,-0.016131896262034484,0.16068284039985956,,,
83,plant,10.0,0.08,29,0.0006208724024749923,0.23770798401461735,,,
83,plant,10.0,0.12,29,0.023560997209773227,0.3042160683635748,,,
83,plant,10.0,0.2,29,0.070660513018443,0.37395625775709035,,,
83,plant,10.0,0.3,29,0.08893432793349709,0.4138928940010883,,,
85,real,,,11,0.03006291425468266,,25.224708213846466,19.82951596155543,9.7760166633866
85,margin,,,11,-0.00531819317709481,0.0,,,
85,plant,2.0,0.05,11,-0.006008996904278585,0.07206292202616184,,,
85,plant,2.0,0.08,11,0.0025779616498798896,0.11000133253659608,,,
85,plant,2.0,0.12,11,0.024794673802995937,0.1556828736304491,,,
85,plant,2.0,0.2,11,0.09107417093745951,0.22872561641955222,,,
85,plant,2.0,0.3,11,0.1796485409851215,0.29209152107012376,,,
85,plant,5.0,0.05,11,-0.009471706766901566,0.10523276489739097,,,
85,plant,5.0,0.08,11,0.005751289559008721,0.15859848988004763,,,
85,plant,5.0,0.12,11,0.03731259529775732,0.2166033091509678,,,
85,plant,5.0,0.2,11,0.11833393179653451,0.2991940724228887,,,
85,plant,5.0,0.3,11,0.1976857860141371,0.36144309787969736,,,
85,plant,10.0,0.05,11,-0.004745246668068082,0.14162925195554896,,,
85,plant,10.0,0.08,11,0.021830281532503437,0.20857663776541768,,,
85,plant,10.0,0.12,11,0.06504761523319325,0.2784323825170243,,,
85,plant,10.0,0.2,11,0.1358594480863683,0.3644541851984624,,,
85,plant,10.0,0.3,11,0.19316578979363952,0.4193224199996672,,,
85,real,,,29,0.02988582848943855,,25.224708213846466,19.82951596155543,9.7760166633866
85,margin,,,29,-0.0080006609248634,0.0,,,
85,plant,2.0,0.05,29,-0.007501789567860739,0.05565627094840591,,,
85,plant,2.0,0.08,29,-0.004669444156866431,0.0871264984833894,,,
85,plant,2.0,0.12,29,0.007726778088966713,0.12555424986115366,,,
85,plant,2.0,0.2,29,0.05318975719520658,0.1905823569706645,,,
85,plant,2.0,0.3,29,0.1270586227666467,0.2507787601283609,,,
85,plant,5.0,0.05,29,-0.005609985584091759,0.10753289243176982,,,
85,plant,5.0,0.08,29,0.006375069651398446,0.160220128064233,,,
85,plant,5.0,0.12,29,0.03621272576666046,0.21574119032426997,,,
85,plant,5.0,0.2,29,0.0982587303304322,0.2946294739705106,,,
85,plant,5.0,0.3,29,0.17930285678599345,0.3579893146416148,,,
85,plant,10.0,0.05,29,-0.001371431781705068,0.15128963229500378,,,
85,plant,10.0,0.08,29,0.02101070136955996,0.2233222828852082,,,
85,plant,10.0,0.12,29,0.06447313450095238,0.2969074575784532,,,
85,plant,10.0,0.2,29,0.1423517298990632,0.3827627729914047,,,
85,plant,10.0,0.3,29,0.1949885605740208,0.43424582792228594,,,
90,real,,,11,0.08404978570792399,,28.550008440371105,20.57862512348891,14.331543426651669
90,margin,,,11,-0.006696803890194003,0.0,,,
90,plant,2.0,0.05,11,-0.00704435499868461,0.07899348713510596,,,
90,plant,2.0,0.08,11,-0.005626726834735196,0.11944209658379493,,,
90,plant,2.0,0.12,11,0.005182429018948054,0.1643809512649664,,,
90,plant,2.0,0.2,11,0.04275727679598906,0.2341701575108805,,,
90,plant,2.0,0.3,11,0.10238526555732808,0.29835915013856185,,,
90,plant,5.0,0.05,11,-0.006683236774016388,0.11310603799323554,,,
90,plant,5.0,0.08,11,-0.001303545184533017,0.16946230796369202,,,
90,plant,5.0,0.12,11,0.014637930772629093,0.23488860258162048,,,
90,plant,5.0,0.2,11,0.06357157235365873,0.3288303216448287,,,
90,plant,5.0,0.3,11,0.10924348003838413,0.39599085674860257,,,
90,plant,10.0,0.05,11,-0.01175297863841851,0.12964694464719886,,,
90,plant,10.0,0.08,11,-0.004347537655262745,0.19464309395667512,,,
90,plant,10.0,0.12,11,0.0012842163151596253,0.2696536321693087,,,
90,plant,10.0,0.2,11,0.028054343108672497,0.3684231006435909,,,
90,plant,10.0,0.3,11,0.053574024832359735,0.4302427358326513,,,
90,real,,,29,0.08272411668329616,,28.550008440371105,20.57862512348891,14.331543426651669
90,margin,,,29,-0.011546964052962072,0.0,,,
90,plant,2.0,0.05,29,-0.012150493541724816,0.07946508093787706,,,
90,plant,2.0,0.08,29,-0.0052754511368732215,0.11979127110589019,,,
90,plant,2.0,0.12,29,0.006512730151388091,0.16427176679144742,,,
90,plant,2.0,0.2,29,0.03868905614335427,0.23067508618158955,,,
90,plant,2.0,0.3,29,0.08878119968449005,0.2883052289719765,,,
90,plant,5.0,0.05,29,-0.014138009573536614,0.08274646568553921,,,
90,plant,5.0,0.08,29,-0.013688559718191162,0.12552934526697682,,,
90,plant,5.0,0.12,29,-0.007418936539189014,0.17693155543986452,,,
90,plant,5.0,0.2,29,0.013492823260314535,0.25953060621210805,,,
90,plant,5.0,0.3,29,0.04627255775827699,0.3286959679656947,,,
90,plant,10.0,0.05,29,-0.010313704343037244,0.12559426620850778,,,
90,plant,10.0,0.08,29,-0.008741665647154728,0.18777252621405888,,,
90,plant,10.0,0.12,29,0.00873163244217312,0.2565926140612356,,,
90,plant,10.0,0.2,29,0.05674122578430918,0.3491125853645259,,,
90,plant,10.0,0.3,29,0.08947190392473969,0.4128688442718408,,,
92,real,,,11,0.009327956192082598,,21.01189615059979,19.76045792694654,10.372579935929958
92,margin,,,11,-0.006182802145351829,0.0,,,
92,plant,2.0,0.05,11,-0.009718023637486084,0.06703922932521703,,,
92,plant,2.0,0.08,11,-0.005461404446825191,0.10371671254057371,,,
92,plant,2.0,0.12,11,0.01259511021054438,0.14369854900508933,,,
92,plant,2.0,0.2,11,0.058701336532461235,0.2035372725326681,,,
92,plant,2.0,0.3,11,0.12539139934379684,0.25707412939052,,,
92,plant,5.0,0.05,11,-0.009751522564270698,0.11586544700262807,,,
92,plant,5.0,0.08,11,0.005543536134270943,0.17228023477900511,,,
92,plant,5.0,0.12,11,0.037842668101940924,0.2338333779081431,,,
92,plant,5.0,0.2,11,0.11993780243271845,0.31636641430028106,,,
92,plant,5.0,0.3,11,0.20087432963874896,0.37379220317545925,,,
92,plant,10.0,0.05,11,-0.00926977895541925,0.13781746860852462,,,
92,plant,10.0,0.08,11,0.00670926529119209,0.20405892644344362,,,
92,plant,10.0,0.12,11,0.03561160281099962,0.273233574410576,,,
92,plant,10.0,0.2,11,0.09848860179076147,0.35962122198377167,,,
92,plant,10.0,0.3,11,0.13958914373092357,0.4128419650761666,,,
92,real,,,29,0.010809122616029399,,21.01189615059979,19.76045792694654,10.372579935929958
92,margin,,,29,-0.011398418705617308,0.0,,,
92,plant,2.0,0.05,29,-0.015385188752726875,0.07919706146487487,,,
92,plant,2.0,0.08,29,-0.008022038235842466,0.12035614736737742,,,
92,plant,2.0,0.12,29,0.02008515918514653,0.17030316938580164,,,
92,plant,2.0,0.2,29,0.10998270354840056,0.24868132905794732,,,
92,plant,2.0,0.3,29,0.2172429015711712,0.3111789616311991,,,
92,plant,5.0,0.05,29,-0.00973037132023069,0.11624438269519904,,,
92,plant,5.0,0.08,29,0.006894986187545693,0.17407574553161928,,,
92,plant,5.0,0.12,29,0.0462131048344504,0.23528251956911977,,,
92,plant,5.0,0.2,29,0.12590398650136003,0.3181721304967183,,,
92,plant,5.0,0.3,29,0.20216736722470308,0.3777171005178949,,,
92,plant,10.0,0.05,29,-0.006663944471168026,0.15047882830339881,,,
92,plant,10.0,0.08,29,0.011354863297873052,0.22138780671430439,,,
92,plant,10.0,0.12,29,0.04687188933666764,0.29338566358144424,,,
92,plant,10.0,0.2,29,0.10731435088711427,0.3764673625098774,,,
92,plant,10.0,0.3,29,0.1442328695881474,0.4250482606431671,,,
93,real,,,11,0.046000849942053335,,23.07271289549381,19.851118741835595,9.492498130241652
93,margin,,,11,-0.0035586489293959467,0.0,,,
93,plant,2.0,0.05,11,-0.013348210268515959,0.0637272971223296,,,
93,plant,2.0,0.08,11,-0.009051837542342178,0.09953449305192717,,,
93,plant,2.0,0.12,11,0.00704508758860134,0.14375272940046815,,,
93,plant,2.0,0.2,11,0.07144849212453275,0.2183910638176849,,,
93,plant,2.0,0.3,11,0.15595923843513315,0.2861547752207734,,,
93,plant,5.0,0.05,11,-0.005505511469823032,0.10977684386640409,,,
93,plant,5.0,0.08,11,0.008402264449994368,0.1637810537322414,,,
93,plant,5.0,0.12,11,0.035959127814958136,0.22461119699616577,,,
93,plant,5.0,0.2,11,0.1160299650576877,0.3085930349006239,,,
93,plant,5.0,0.3,11,0.20674264791297314,0.3707525844702928,,,
93,plant,10.0,0.05,11,-0.00741566863058396,0.1318632282301035,,,
93,plant,10.0,0.08,11,0.006815214295057825,0.1959832929025767,,,
93,plant,10.0,0.12,11,0.03791258464733882,0.2644613018814304,,,
93,plant,10.0,0.2,11,0.10451822024808322,0.35229527830221224,,,
93,plant,10.0,0.3,11,0.15338124264806452,0.40925241095275655,,,
93,real,,,29,0.048102349905824404,,23.07271289549381,19.851118741835595,9.492498130241652
