v_pair,lo,mid,hi
POWER-SUBSTANCE,0.5607818676223857,0.6109790425985416,0.6591092553241591
SUBSTANCE-自己(正),0.9426813504711322,1.0208583516702827,1.125569456356188
噪声-噪声(负),-0.5304739858425304,-0.0658517803606321,0.6789637046714867
