v_alone,v_joint,v_se,v_thr,v_mde,v_bS,v_bI,v_n,v_rank_sum,v_rank_min
0.12381058966976909,0.01812322565218411,0.023365470509960493,0.04585113261420548,0.08,0.046816229590972515,0.12342202195387722,6715,3,4
