v_term,v_ani,v_sh,v_shareA,v_shareS
S 位置,0.17400874441435565,0.2830762515814267,2.688449980165046,15.120189593009911
D 块间对比,0.09753880719631791,0.34459132239329504,1.5069829114325213,18.40594573930158
c1,0.30258399604393693,0.012763346719601998,4.674948611924302,0.6817393587896635
c2,1.125976998849798,0.04863303168044508,17.396440911128717,2.5976769700147972
c3⁻,3.629684056192095,1.1820358560780342,56.0789290315112,63.13707402083008
清晰度,0.005741393511560222,0.0010286096067346762,0.08870502068285935,0.054941988895687785
(控制)类别数,1.136922091804149,4.5537433013276285e-05,17.56554353315535,0.0024323291582857122
