base,within,cross,both,crossperm,rand,cells
0.31576275217705885,0.3433053341280453,0.3554150127918734,0.3741135451132557,0.31576536277187695,0.31575722023088426,579317
0.3130837675646958,0.3421159923601278,0.3539710565059211,0.37363491234460966,0.3131046293046136,0.313090146098731,578965
0.31184454848759646,0.34099982800656314,0.3520595512208796,0.371988669233685,0.3118440453260185,0.3118722250308461,578477
0.31155978074609814,0.3407097366129661,0.35234368602414756,0.3721295869735267,0.3115564996445578,0.3115687173256776,579494
0.31444421288894153,0.3441485641419272,0.35493758614060555,0.37519664514301687,0.3144433078222538,0.3144672679730237,579404
