v_corr,v_both_hi,v_n_both,v_null_mean,v_lo,v_hi,v_sd,v_n,v_sh_only,v_th_only,v_both_lo
0.0005385570451062102,0.11547642087607252,1790,0.1042843687504032,0.10076769240694149,0.10773498483968776,6.125570721220214,15501,0.21269595509967099,0.20224501645055157,0.4695826075737049
