v_out,v_bS,v_bI,v_angle,v_ratio
羞耻,0.08924885613823079,-0.06576245879886593,-0.6350277792828432,-1.357139890574923
能不能改,-0.09299925306839013,-0.12815840845661702,-2.1985360851552906,0.7256586141195048
治疗性,0.05353862523272811,0.13720460721706243,1.198757892331834,0.3902101126096163
实践了多少,0.08542421045770177,0.0728506184334475,0.7061231367539703,1.1725941700239764
