stat,raw,matched,bal,boot,n
z_resid,0.036231455287831324,0.03701280769142585,0.0032466512967752963,0.009871265055688465,4460
rho,-0.04588092143683428,-0.04039131100276806,0.0032466512967752963,0.010156840063224338,4460
