q,K,seed,f,n,m,I,P,X
29,1,47,0.5,5388,22,0.20669028084934304,0.09526459643163865,-0.006335473175806071
29,2,47,0.5,5388,22,0.2046926524421718,0.09814360950475953,-0.019510083313909687
29,1,47,1.0,5388,22,0.1952164718593686,0.08777208343856888,-0.02023475717640962
29,2,47,1.0,5388,22,0.1913514872152628,0.09075014114422453,-0.042645562950462235
29,1,47,5.0,5388,22,0.20024455061761204,0.08442559158225343,-0.053468133794026866
29,2,47,5.0,5388,22,0.19732465024809565,0.08848049253861197,-0.11296613826210208
36,1,11,0.0,2859,24,0.14288843802579496,0.09874286720232708,0.0007604115780544911
36,2,11,0.0,2859,24,0.1426663825314644,0.09959071951650073,0.01384202600922646
36,1,11,0.25,2859,24,0.13445916714335515,0.10072367705265532,-0.008269400699987772
36,2,11,0.25,2859,24,0.1346629909797663,0.10247872630954259,-0.005613491330332657
36,1,11,0.5,2859,24,0.14463289278069935,0.09566347313149534,-0.019388308367182618
36,2,11,0.5,2859,24,0.14501486455257884,0.09999722230752607,-0.020095195547979595
36,1,11,1.0,2859,24,0.13960087258299805,0.11276583935716364,-0.02833850407859952
36,2,11,1.0,2859,24,0.1389233280611697,0.11448925016518612,-0.052573980437263294
36,1,11,5.0,2859,24,0.12654327974765242,0.10137888360542982,-0.05069937460964681
36,2,11,5.0,2859,24,0.12459313771109891,0.10570748790015742,-0.09568497821779726
36,1,29,0.0,2859,24,0.13394949382079835,0.10886794496313641,-0.013046141496343958
36,2,29,0.0,2859,24,0.13365998085890235,0.10813596658399345,-0.005194704967768119
36,1,29,0.25,2859,24,0.13521052637768852,0.10215709774208018,-0.01739750737969788
36,2,29,0.25,2859,24,0.13525009216775177,0.1027892277386199,-0.025788382516624925
36,1,29,0.5,2859,24,0.12962250290385663,0.12021194776536352,-0.028799540758453035
36,2,29,0.5,2859,24,0.12970074877327264,0.11909687473816205,-0.040594430486824706
36,1,29,1.0,2859,24,0.13136630847162278,0.10391542831656908,-0.03436280016466675
36,2,29,1.0,2859,24,0.13124140725401626,0.10655306864164524,-0.05431223998584102
36,1,29,5.0,2859,24,0.1261076742776775,0.10832812406466608,-0.04499861574593306
36,2,29,5.0,2859,24,0.1238725383707906,0.11081890732311168,-0.09150394496108646
36,1,47,0.0,2859,24,0.14624844288949684,0.10323952368766659,-0.008528742701273018
36,2,47,0.0,2859,24,0.14531451799647932,0.1035305446328364,0.0192904902477381
36,1,47,0.25,2859,24,0.14106545827523914,0.10435449002197249,-0.01633590512262112
36,2,47,0.25,2859,24,0.13972631340055253,0.10560256841708988,0.0006975358371073177
36,1,47,0.5,2859,24,0.1461618508615598,0.10122188069100177,-0.022717495976840876
36,2,47,0.5,2859,24,0.14483594982544162,0.10205866938380187,-0.019083324529155177
36,1,47,1.0,2859,24,0.14277708241499298,0.1048390727838233,-0.031213258555536357
36,2,47,1.0,2859,24,0.14204745584607087,0.106211310268032,-0.04867292159401657
36,1,47,5.0,2859,24,0.13616186828018262,0.09675701657309749,-0.05061621932678156
36,2,47,5.0,2859,24,0.13216928222849372,0.09981926075883403,-0.09434346687483244
39,1,11,0.0,1703,12,0.10876479213400889,0.06511646117486594,0.02300912927088459
39,2,11,0.0,1703,12,0.10556792437945314,0.07078015836951171,0.017132400149068455
39,1,11,0.25,1703,12,0.10806525720613837,0.05991186078565004,-0.007897376379916868
39,2,11,0.25,1703,12,0.10545902811286065,0.06653578651753592,-0.038455130020337194
39,1,11,0.5,1703,12,0.11464149401513747,0.060484818625818074,-0.00694172547024117
39,2,11,0.5,1703,12,0.1107321468074389,0.06376969749698377,-0.05879553940860867
39,1,11,1.0,1703,12,0.11368945107394368,0.07328183249454702,-0.039910240845550206
39,2,11,1.0,1703,12,0.10715748750592281,0.08179436505975914,-0.13098318918543464
39,1,11,5.0,1703,12,0.12069266109186982,0.080156075626839,-0.09455422421166147
39,2,11,5.0,1703,12,0.11342889678084571,0.08614714465098072,-0.17621589522537623
39,1,29,0.0,1703,12,0.11909723430363833,0.07579755048434626,0.014494227422822914
39,2,29,0.0,1703,12,0.1171107395904138,0.07884834148251141,0.011980587247764758
39,1,29,0.25,1703,12,0.12019726176004761,0.06514580212020124,-0.012936861823487484
39,2,29,0.25,1703,12,0.11689505723848159,0.07090783219973967,-0.041290024793286084
39,1,29,0.5,1703,12,0.1184429802622988,0.06770140198954314,-0.023718004140890443
39,2,29,0.5,1703,12,0.11646930595183345,0.06923470313389934,-0.056758974209351824
39,1,29,1.0,1703,12,0.11550242467363811,0.05236836706322099,-0.0520646842201868
39,2,29,1.0,1703,12,0.10887768061757733,0.05605551649726934,-0.11470498208687531
39,1,29,5.0,1703,12,0.11606834827702309,0.07039694284898765,-0.10047996143739413
39,2,29,5.0,1703,12,0.10577702011884976,0.0846034442482581,-0.19463267473387602
39,1,47,0.0,1703,12,0.1290391775033481,0.05827690508589052,-0.009300111877853437
39,2,47,0.0,1703,12,0.1246916697954796,0.06428619115801124,-0.010689640351252933
39,1,47,0.25,1703,12,0.1235965283258434,0.05113326183513418,-0.02298438172897136
39,2,47,0.25,1703,12,0.11776727710550952,0.05942851097620953,-0.03726816490127112
39,1,47,0.5,1703,12,0.1273466094521279,0.04021714990980803,-0.029777784087133198
39,2,47,0.5,1703,12,0.12297816382298346,0.04358982909476903,-0.06172884769625222
39,1,47,1.0,1703,12,0.11035446302300106,0.06516721189994541,-0.05320646573043889
39,2,47,1.0,1703,12,0.10825738536661661,0.07182601653351445,-0.12167397313656858
39,1,47,5.0,1703,12,0.12160960295444027,0.048546257392474534,-0.07659032060657306
39,2,47,5.0,1703,12,0.11908423631006942,0.05951297933337163,-0.17058120895345458
42,1,11,0.0,1665,18,0.16710514110123847,0.07201496632969108,0.08672119090358334
42,2,11,0.0,1665,18,0.16810719669622554,0.0732298510511758,0.06491362009346041
42,1,11,0.25,1665,18,0.1665235918825357,0.07602012088314233,0.056141601093570505
42,2,11,0.25,1665,18,0.1657739319608944,0.07713038649695748,0.030116484382058235
42,1,11,0.5,1665,18,0.17061673772530853,0.07250753485137348,0.04062802502175964
42,2,11,0.5,1665,18,0.1685638841168181,0.07607646366357691,-0.0007656305957331284
42,1,11,1.0,1665,18,0.16036183407774895,0.07790380501008533,0.007672623688846653
42,2,11,1.0,1665,18,0.1589266070489428,0.08067961263417002,-0.03998007599479939
42,1,11,5.0,1665,18,0.17725608917851546,0.06360654183253048,-0.07582066979851483
42,2,11,5.0,1665,18,0.16872895380701722,0.06861002262873753,-0.13463945342999661
42,1,29,0.0,1665,18,0.1691265889400855,0.07472719945833611,0.08991229354596009
42,2,29,0.0,1665,18,0.166675712355229,0.0792188016442418,0.08687114994668407
42,1,29,0.25,1665,18,0.1707804576156664,0.0843161369970165,0.061203643431229915
42,2,29,0.25,1665,18,0.1695895342973553,0.08856173022050817,0.04984808520405361
42,1,29,0.5,1665,18,0.16288420274370544,0.07816310369640869,0.03442476177152202
42,2,29,0.5,1665,18,0.16080791076684448,0.08089746207993571,0.0066601956102094375
42,1,29,1.0,1665,18,0.1700427591666801,0.06978009706572558,-0.000849031213111473
42,2,29,1.0,1665,18,0.16523230967347344,0.07343631751216581,-0.053379853162573834
42,1,29,5.0,1665,18,0.15771686308132585,0.06708681257058849,-0.06376089207945042
42,2,29,5.0,1665,18,0.14908481013798563,0.0715470232724652,-0.11653304630995757
42,1,47,0.0,1665,18,0.14663985602237667,0.08473699235690808,0.07953400641723903
42,2,47,0.0,1665,18,0.14462858936728845,0.08728967637093128,0.07563456267593101
42,1,47,0.25,1665,18,0.14787401015915957,0.0834256922932316,0.05114075101075898
42,2,47,0.25,1665,18,0.1454535817809126,0.08480790201308289,0.04094165148143084
42,1,47,0.5,1665,18,0.1493441828623357,0.08315168323633639,0.030103985565070226
42,2,47,0.5,1665,18,0.1454443935242048,0.08509739129827966,-0.006734331466109392
42,1,47,1.0,1665,18,0.1582340846751602,0.09090984103026363,0.013056277953073866
42,2,47,1.0,1665,18,0.15532289994365847,0.09459028107151327,-0.029242759563167096
42,1,47,5.0,1665,18,0.15993817113813708,0.09507936210492474,-0.06305968700019102
42,2,47,5.0,1665,18,0.15142648605497394,0.09807833795282404,-0.12038196867011047
48,1,11,0.0,2915,10,0.2155779961322492,0.043148600750100775,0.09942549651986396
48,2,11,0.0,2915,10,0.2141485623571789,0.06070909694982299,0.028428617857698547
48,1,11,0.25,2915,10,0.21334281261458693,0.050962504391947355,0.06402506153079993
48,2,11,0.25,2915,10,0.2133116197152243,0.06746482963238257,-0.013511107480717339
48,1,11,0.5,2915,10,0.21517931293184306,0.04670775529195477,0.01998631598433683
48,2,11,0.5,2915,10,0.21495919681360842,0.06417200019736637,-0.06664214976535568
48,1,11,1.0,2915,10,0.2049384035596946,0.04006873902879891,-0.014294814089282754
48,2,11,1.0,2915,10,0.20319212362707387,0.052550167427065475,-0.10708290144312148
48,1,11,5.0,2915,10,0.21385846025838934,0.052927981967684404,-0.0992449879408778
48,2,11,5.0,2915,10,0.2142805254407455,0.06712248121362396,-0.20619361119124335
48,1,29,0.0,2915,10,0.22145887704964273,0.050426730111891006,0.11652161720955975
48,2,29,0.0,2915,10,0.22147017579067557,0.06343264881769392,0.04519719227194933
48,1,29,0.25,2915,10,0.21953058212668036,0.03730447723603797,0.08766028438936413
48,2,29,0.25,2915,10,0.2204788195072005,0.04983718531249953,0.01197264948801885
48,1,29,0.5,2915,10,0.22121376532743972,0.03810530976507768,0.05532239154357585
48,2,29,0.5,2915,10,0.22056030096987583,0.053217442966096484,-0.02392979259446337
48,1,29,1.0,2915,10,0.2207940121682162,0.03499901116778949,-0.012269206490960175
48,2,29,1.0,2915,10,0.21935111543352837,0.04990035198028599,-0.08190934934407237
48,1,29,5.0,2915,10,0.22249764773895858,0.04272407732399815,-0.10907158462898106
48,2,29,5.0,2915,10,0.2200999730933092,0.05541420258311898,-0.19573945300488682
48,1,47,0.0,2915,10,0.22996072657127714,0.04213381233479674,0.11000347485616818
48,2,47,0.0,2915,10,0.2296138872675026,0.057431346381395645,0.04628838273966114
48,1,47,0.25,2915,10,0.2282326702160265,0.048162336130400274,0.06200083321070993
48,2,47,0.25,2915,10,0.22784281947180063,0.064666970732441,-0.007663464483009179
48,1,47,0.5,2915,10,0.22801862391578026,0.039374627575744836,0.03799729822249093
48,2,47,0.5,2915,10,0.2275507449322641,0.05388860771983994,-0.04247948697386894
48,1,47,1.0,2915,10,0.21844339128750434,0.04939929174633809,-0.02143840089536671
48,2,47,1.0,2915,10,0.21850576912662825,0.0649236361408041,-0.10248848042249242
48,1,47,5.0,2915,10,0.22720298429385377,0.03737159723689665,-0.11320436534995115
48,2,47,5.0,2915,10,0.2264380816132878,0.04461328394014933,-0.1909196706522882
51,1,11,0.0,1260,22,0.2596782227190399,0.005130922230070019,0.20880171341167414
51,2,11,0.0,1260,22,0.24030738697683424,0.0043051388264457495,0.20415835430072266
51,1,11,0.25,1260,22,0.24118391925053986,-0.0014283507942701164,0.15680186366678506
51,2,11,0.25,1260,22,0.23021806191608826,-0.0003552069366070292,0.13105457225845027
51,1,11,0.5,1260,22,0.2271825458591854,-0.00495625323069504,0.12150950185810015
51,2,11,0.5,1260,22,0.24998667414840692,-0.004002098575808337,0.07790272198912157
51,1,11,1.0,1260,22,0.2295518841845999,0.004874866452951265,0.07257361170979909
51,2,11,1.0,1260,22,0.23973240418523029,0.004298375627247275,0.013664593618005651
51,1,11,5.0,1260,22,0.23926505125560815,0.0008832681953705273,-0.025938753455329273
51,2,11,5.0,1260,22,0.20468476886294681,-0.0018123133390267054,-0.026434299004393258
51,1,29,0.0,1260,22,0.21452814045056343,0.0028337618407524947,0.21377454911061874
51,2,29,0.0,1260,22,0.19218254845830657,0.0017264252501092243,0.20797306796432116
51,1,29,0.25,1260,22,0.2110382027077165,-0.0019235540304498953,0.14545296412643466
51,2,29,0.25,1260,22,0.1910122474725196,-0.003451063808191323,0.1304960344987499
51,1,29,0.5,1260,22,0.19972225613717937,0.007811193410047286,0.11163337886593667
51,2,29,0.5,1260,22,0.18332722678476024,0.006366843163001493,0.08801873676594316
51,1,29,1.0,1260,22,0.20851997029483726,0.002896906588268873,0.033706206998352486
51,2,29,1.0,1260,22,0.21044004300807323,5.261159967175511e-05,0.010026241304568658
51,1,29,5.0,1260,22,0.1899696408085531,0.006350164846077143,-0.023226545409000265
51,2,29,5.0,1260,22,0.1799574903512034,0.0051655918863909855,-0.035655937905724244
51,1,47,0.0,1260,22,0.25088022858642955,0.006643480718908912,0.19259903525518662
51,2,47,0.0,1260,22,0.2336584156938302,0.004152805163930573,0.1946050112203012
51,1,47,0.25,1260,22,0.24369773440177012,0.004858196525563722,0.14098533978930625
51,2,47,0.25,1260,22,0.22812028187490493,0.0027587422268239657,0.11709218372126126
51,1,47,0.5,1260,22,0.22876808973560478,0.003297538289297186,0.11621161062267987
51,2,47,0.5,1260,22,0.2442177195986376,0.004503861857040029,0.05380427509123379
51,1,47,1.0,1260,22,0.21251128856884208,-0.0005673040849069051,0.04302958056997424
51,2,47,1.0,1260,22,0.21647487738327867,-0.0010485795400295701,0.00858733120178462
51,1,47,5.0,1260,22,0.196095764698676,0.007548887641189605,-0.04063437447529239
51,2,47,5.0,1260,22,0.17078120776852995,0.007675481734115622,-0.0351331284051858
53,1,11,0.0,2881,22,0.23647104444748773,0.1045634787859901,0.029170323285893363
53,2,11,0.0,2881,22,0.23681798694379894,0.10532039434070177,0.03241794684720384
53,1,11,0.25,2881,22,0.2390429762945313,0.10869972552007767,0.01946675273421883
53,2,11,0.25,2881,22,0.23917479323950525,0.109432731988517,0.013771276469617306
53,1,11,0.5,2881,22,0.2342299498222089,0.10431054035584575,0.009485269165441085
53,2,11,0.5,2881,22,0.2355621928993174,0.1064494076012963,-0.007019436063609089
53,1,11,1.0,2881,22,0.24356297295799564,0.11334849840531912,-0.0016039946611482447
53,2,11,1.0,2881,22,0.24514903161365953,0.11574395584211718,-0.02328835241425068
53,1,11,5.0,2881,22,0.24331968785679434,0.11432279146514793,-0.03562152457196878
53,2,11,5.0,2881,22,0.24313260664887226,0.11732743290730269,-0.07691492387289242
53,1,29,0.0,2881,22,0.24533582454171585,0.1084523600886215,0.016457710114672175
53,2,29,0.0,2881,22,0.245356893338826,0.10866599635937416,0.010550973791944898
53,1,29,0.25,2881,22,0.24370053426281585,0.11459468726342172,0.011153941153890918
53,2,29,0.25,2881,22,0.24510145747885972,0.11583603365296716,-0.005788065193778799
53,1,29,0.5,2881,22,0.24632286781326684,0.10695592633346196,-0.001328314597279371
53,2,29,0.5,2881,22,0.2469478080294917,0.10776994890999411,-0.02172176869707644
53,1,29,1.0,2881,22,0.25043542285693676,0.09968453627766465,-0.008158503785538562
53,2,29,1.0,2881,22,0.25141950502960186,0.10012723685400411,-0.03973179627423127
53,1,29,5.0,2881,22,0.25246453750112857,0.10161360005300342,-0.03342780644657265
53,2,29,5.0,2881,22,0.2532719276640036,0.10417351584871343,-0.07898270003524024
53,1,47,0.0,2881,22,0.23830636478290107,0.11102170901076613,0.02714178698691799
53,2,47,0.0,2881,22,0.2400718014911974,0.11204652381870549,0.016043307288965913
53,1,47,0.25,2881,22,0.24219080958934988,0.11150814820249597,0.011466748401631902
53,2,47,0.25,2881,22,0.2433750562622887,0.11227504711308947,-0.005849300403785747
53,1,47,0.5,2881,22,0.2417278213185524,0.10783451772975314,0.012591801578382612
53,2,47,0.5,2881,22,0.24358615678544326,0.10821452269730641,-0.008445868420435359
53,1,47,1.0,2881,22,0.2477521022585356,0.10994519121854229,-0.0018895263544476495
53,2,47,1.0,2881,22,0.24918161008535905,0.11181091454772224,-0.03711028402984187
53,1,47,5.0,2881,22,0.24556508477052646,0.09820964753267634,-0.024216619655585355
53,2,47,5.0,2881,22,0.2455203843146902,0.1023346744823518,-0.08477837860150692
55,1,11,0.0,5034,17,0.23957609115047457,0.08376399997240833,-0.01429748691404405
55,2,11,0.0,5034,17,0.23181331590827417,0.08849709233573265,-0.053208257780680224
55,1,11,0.25,5034,17,0.23732738636271708,0.08612867077711794,-0.015590233667258535
55,2,11,0.25,5034,17,0.231127823511738,0.08990136698945113,-0.056890365968377134
55,1,11,0.5,5034,17,0.23401632064464997,0.0839403649094162,-0.022499765295070584
55,2,11,0.5,5034,17,0.22578706455242414,0.08845443910938322,-0.0667911248184278
55,1,11,1.0,5034,17,0.24040859035644058,0.08481856638539294,-0.04643814966885149
55,2,11,1.0,5034,17,0.2316296733197019,0.09071564288493503,-0.10389323940685675
55,1,11,5.0,5034,17,0.24776695255094566,0.08669138319789244,-0.04460181521282147
55,2,11,5.0,5034,17,0.239996532111819,0.09212657645166838,-0.11859122549120021
55,1,29,0.0,5034,17,0.25949996687397775,0.08616534983273258,-0.0015523704193786865
55,2,29,0.0,5034,17,0.2517855996813009,0.08971991039934443,-0.03948215349546548
55,1,29,0.25,5034,17,0.25878851220235466,0.08795307381406656,-0.016032116883113144
55,2,29,0.25,5034,17,0.24981420938668383,0.09318660219308161,-0.05475989462021025
55,1,29,0.5,5034,17,0.26142030050070997,0.0855689970401466,-0.014662857280011135
55,2,29,0.5,5034,17,0.25331315694163026,0.09113762703753162,-0.06355368225137205
55,1,29,1.0,5034,17,0.25287616138997826,0.08379136558614467,-0.032914802406934965
55,2,29,1.0,5034,17,0.24478261372165808,0.08806616723822608,-0.08682317496216357
55,1,29,5.0,5034,17,0.2547205667812107,0.07987309449190459,-0.055587649486866675
55,2,29,5.0,5034,17,0.2473077196432683,0.08653989283884353,-0.11638643284898781
55,1,47,0.0,5034,17,0.26380532593317035,0.0876248006977829,-0.01072333242451238
55,2,47,0.0,5034,17,0.2561826755235874,0.09119626836560119,-0.05113379727080796
55,1,47,0.25,5034,17,0.2626540091833137,0.08592515762860217,-0.016508073702840038
55,2,47,0.25,5034,17,0.2547945591846714,0.09269889207591282,-0.05925873547014613
55,1,47,0.5,5034,17,0.26085365379883285,0.08488787578567178,-0.02500511411970659
55,2,47,0.5,5034,17,0.25289138052193455,0.08840689922076059,-0.07539430329264991
55,1,47,1.0,5034,17,0.2588426387412456,0.08374680207039391,-0.03191857136817189
55,2,47,1.0,5034,17,0.251039386824423,0.0915128868563145,-0.09132924394729039
55,1,47,5.0,5034,17,0.23881056916079962,0.09056630018894968,-0.049409575807008665
55,2,47,5.0,5034,17,0.2359898696434308,0.0959186258963419,-0.11506254035500757
62,1,11,0.0,3398,21,0.19528109266979704,0.08752328255014205,0.00905060476697143
62,2,11,0.0,3398,21,0.19010573350993404,0.09134200412624917,-0.012497890022431382
62,1,11,0.25,3398,21,0.1974385112580614,0.08699607249112346,0.003733367136606991
62,2,11,0.25,3398,21,0.19266065140537988,0.09092774010369983,-0.02636664729287992
62,1,11,0.5,3398,21,0.1967275898949412,0.08121288962669951,-0.01254264821922165
62,2,11,0.5,3398,21,0.19244521321001612,0.08541393057533476,-0.05533122210703932
62,1,11,1.0,3398,21,0.18462707770545533,0.08521680185760971,-0.02486496251519948
62,2,11,1.0,3398,21,0.17944550543776328,0.08899290289524087,-0.07075625724601234
62,1,11,5.0,3398,21,0.1848081220891059,0.09585219977723075,-0.060441933139932236
62,2,11,5.0,3398,21,0.17657961716000464,0.0964714090208949,-0.11803158303224176
62,1,29,0.0,3398,21,0.19087068428406428,0.0847421804938306,0.016404809803564086
62,2,29,0.0,3398,21,0.1850208366390913,0.08621524916004702,-0.001860680923242597
62,1,29,0.25,3398,21,0.1920166609199443,0.08620618034944096,0.006942146857583949
62,2,29,0.25,3398,21,0.1849142120152895,0.08991074253531259,-0.019810333468277003
62,1,29,0.5,3398,21,0.1892559964742117,0.08543978711548446,-0.0047129517575379785
62,2,29,0.5,3398,21,0.18150969602004077,0.08841152853215473,-0.04521194917111998
62,1,29,1.0,3398,21,0.19220905952972545,0.08848867899819995,-0.025858314019145234
62,2,29,1.0,3398,21,0.1865631201404956,0.09192533160143712,-0.07800966774718288
62,1,29,5.0,3398,21,0.19026550324151448,0.09046469383438623,-0.06328738865180802
62,2,29,5.0,3398,21,0.18254038546262225,0.09338870716248643,-0.11980710340617327
62,1,47,0.0,3398,21,0.18854178087704943,0.08339532324625187,0.013474761024348412
62,2,47,0.0,3398,21,0.18370012060699256,0.08491049453496743,-0.00721320555832446
62,1,47,0.25,3398,21,0.18924388318073,0.08342807247085324,-0.00042924586521638397
62,2,47,0.25,3398,21,0.18237571095705024,0.08482948652818023,-0.033037585327836905
62,1,47,0.5,3398,21,0.1863041083006775,0.09557361921297114,-0.004845506470188388
62,2,47,0.5,3398,21,0.17828301889936699,0.09767991346215622,-0.0537988067634547
62,1,47,1.0,3398,21,0.18650781119970067,0.0839655256336065,-0.026435441407303563
62,2,47,1.0,3398,21,0.178999969859644,0.08737815988067953,-0.07345659991131165
62,1,47,5.0,3398,21,0.18722295884118104,0.08941838533454918,-0.060266147283672813
62,2,47,5.0,3398,21,0.17917987620888204,0.09286163840150903,-0.1152596850888469
63,1,11,0.0,5007,18,0.23183641249460846,0.08684611554519624,-0.03142072069203531
63,2,11,0.0,5007,18,0.22486678729782172,0.08651891191026197,-0.04990024522509343
63,1,11,0.25,5007,18,0.23710424704535776,0.08332445314282325,-0.035946971882212755
63,2,11,0.25,5007,18,0.2299883305875351,0.08674485704181709,-0.06184365232054957
63,1,11,0.5,5007,18,0.22026650303223028,0.08621771375843269,-0.03778986836990831
63,2,11,0.5,5007,18,0.21317507997794236,0.08617644877749212,-0.05966855533380323
63,1,11,1.0,5007,18,0.23003352545011918,0.08059987278211862,-0.047734676602920335
63,2,11,1.0,5007,18,0.22352046620601668,0.08290739398369891,-0.0796469638738623
63,1,11,5.0,5007,18,0.2296296992574547,0.08898476882886576,-0.07130955864613256
63,2,11,5.0,5007,18,0.22545892912051355,0.08994200509531933,-0.1271310922174969
63,1,29,0.0,5007,18,0.22530570003417255,0.08518705458434019,-0.010581747549374888
63,2,29,0.0,5007,18,0.21627736477525003,0.08670683606338608,-0.03601277220283278
63,1,29,0.25,5007,18,0.2313576780455865,0.08793918786471124,-0.020351889405355407
63,2,29,0.25,5007,18,0.22339415630189613,0.08883208752287465,-0.046278259051572325
63,1,29,0.5,5007,18,0.2220158838032864,0.08506671251018405,-0.03383869425805697
63,2,29,0.5,5007,18,0.2139844080242833,0.08648217206642507,-0.06708257408658982
63,1,29,1.0,5007,18,0.22864501358690925,0.08397437118014242,-0.041675599292621726
63,2,29,1.0,5007,18,0.22066651832083659,0.08617848370470663,-0.08426324678929699
63,1,29,5.0,5007,18,0.22411935150950574,0.09050455395091289,-0.07037442361788881
63,2,29,5.0,5007,18,0.21997861831772644,0.09464151385267286,-0.12136580374474415
63,1,47,0.0,5007,18,0.21994592528187812,0.08654257257630954,-0.023400136674484484
63,2,47,0.0,5007,18,0.21243965079945315,0.08579071257036075,-0.03899578688480365
63,1,47,0.25,5007,18,0.22033563114409288,0.08325670911808493,-0.03133112666294733
63,2,47,0.25,5007,18,0.2119123287722932,0.08510263004041548,-0.07225723207741766
63,1,47,0.5,5007,18,0.22335508559039668,0.07959357976849042,-0.03449723991556645
63,2,47,0.5,5007,18,0.2143812057430704,0.08345442964762324,-0.0806641574744684
63,1,47,1.0,5007,18,0.223495726583951,0.08323095316934905,-0.041655670524456324
63,2,47,1.0,5007,18,0.21546734496351133,0.0864728231100317,-0.08247814881033486
63,1,47,5.0,5007,18,0.22513183267729694,0.07379977724821893,-0.045301898694211154
63,2,47,5.0,5007,18,0.21812229035095904,0.0779481287768234,-0.09663750219157677
67,1,11,0.0,5415,16,0.16880010962963488,0.1068768929029878,-0.037531646583916035
67,2,11,0.0,5415,16,0.16638937356322084,0.11267864487079252,-0.07214637989826041
67,1,11,0.25,5415,16,0.169252489724845,0.10645831930963365,-0.04875687310642475
67,2,11,0.25,5415,16,0.16704295018312643,0.11316200343596174,-0.09392819906509434
67,1,11,0.5,5415,16,0.1676095878055738,0.10287943656643903,-0.06158988632739383
67,2,11,0.5,5415,16,0.1642551288709237,0.10947478570308583,-0.11013816665711806
67,1,11,1.0,5415,16,0.16556203614071785,0.10320356354043449,-0.07043156364604944
67,2,11,1.0,5415,16,0.16227378302156423,0.11056892390832132,-0.11955770016271794
67,1,11,5.0,5415,16,0.16639414086859736,0.11304361445084235,-0.07504086310021718
67,2,11,5.0,5415,16,0.16198141171786834,0.1178870039440924,-0.1482326308226366
67,1,29,0.0,5415,16,0.16945177387611127,0.11335521318191755,-0.02787151582063191
67,2,29,0.0,5415,16,0.16674984451181343,0.11909676024606355,-0.07437270889614796
67,1,29,0.25,5415,16,0.1675151210044269,0.10780863530872975,-0.038147322401896035
67,2,29,0.25,5415,16,0.1638592605275544,0.11384107975020853,-0.08397356316228802
67,1,29,0.5,5415,16,0.1646719511530557,0.11364936075900409,-0.04119836345784901
67,2,29,0.5,5415,16,0.160074906786077,0.11881452892314721,-0.09330577984126956
67,1,29,1.0,5415,16,0.16819572890312778,0.10487126766285843,-0.058355182673308185
67,2,29,1.0,5415,16,0.16575900094886198,0.10695962442646363,-0.11735033396570213
67,1,29,5.0,5415,16,0.16855529023577753,0.11478679665717935,-0.07214955007361509
67,2,29,5.0,5415,16,0.16504062233105768,0.12132586141654242,-0.137597609707804
67,1,47,0.0,5415,16,0.17271279915834808,0.10724538417473178,-0.05159906260746594
67,2,47,0.0,5415,16,0.16930697350213894,0.11325790385819981,-0.08877234342952046
67,1,47,0.25,5415,16,0.16902214074638733,0.10914980459638389,-0.057057278778996905
67,2,47,0.25,5415,16,0.1656193067565192,0.11557598478976555,-0.09924776122260762
67,1,47,0.5,5415,16,0.17275982100937431,0.10626716496454205,-0.0522947858311127
67,2,47,0.5,5415,16,0.16842798747535048,0.11313812180749629,-0.10761158628759318
67,1,47,1.0,5415,16,0.1680683370852129,0.10466443047549336,-0.06966629159916013
67,2,47,1.0,5415,16,0.16376124504177691,0.11292215067030831,-0.12296958504833569
67,1,47,5.0,5415,16,0.1629475978039518,0.10490470929229752,-0.07102712558182636
67,2,47,5.0,5415,16,0.16126128033758896,0.10610789710371177,-0.13925146898127524
73,1,11,0.0,2386,20,0.23469045872508923,0.09111218309291627,0.02857746614198623
73,2,11,0.0,2386,20,0.2315205617705072,0.0952368620459174,0.014573764956116009
73,1,11,0.25,2386,20,0.23106672838063014,0.09130766537617657,0.010753056146220963
73,2,11,0.25,2386,20,0.22712908910546847,0.0952774022023401,-0.011781086742730651
73,1,11,0.5,2386,20,0.22889886141679958,0.09177021556849849,0.0053952898247412815
73,2,11,0.5,2386,20,0.22407088263521008,0.09617551631658357,-0.020537842703359045
73,1,11,1.0,2386,20,0.23751680460809893,0.1003135113538952,-0.022455142242607085
73,2,11,1.0,2386,20,0.23302513952622095,0.1046277699212671,-0.05009223567218446
73,1,11,5.0,2386,20,0.23534040398128503,0.09519582013660867,-0.06907655430257317
73,2,11,5.0,2386,20,0.2328503195396946,0.09667655320626645,-0.12390055475906359
73,1,29,0.0,2386,20,0.2495035337119162,0.08984437078251276,0.019323002606744445
73,2,29,0.0,2386,20,0.24448865037695752,0.09365643322102295,0.017421161064763824
73,1,29,0.25,2386,20,0.24362759536978124,0.09219123420279603,0.002720420755603488
73,2,29,0.25,2386,20,0.23834808140347952,0.09610452398021281,-0.010354621019759572
73,1,29,0.5,2386,20,0.25233532738500847,0.08743576510964254,-0.004477679635233563
73,2,29,0.5,2386,20,0.24537678171793903,0.09040203075910569,-0.014211699919393176
73,1,29,1.0,2386,20,0.24226380578723927,0.08182563193671882,-0.028839159170826967
73,2,29,1.0,2386,20,0.23913511236645624,0.0858813090947102,-0.058868437208942914
73,1,29,5.0,2386,20,0.2406693267307409,0.09300592487218304,-0.055550117072526065
73,2,29,5.0,2386,20,0.2386249893892497,0.09762366765690189,-0.09139744790390525
