seed,world,n,r_half,r_half_sd,rel,r_resid,rel_resid,r_vs_picks
1,real,7316,0.4806875379578202,0.00477254452506368,0.6492761310340864,0.2752757338202744,0.43171170989923224,0.6082970963118856
1,cb,7316,0.3677760537482191,0.00686437158738539,0.5377723242637197,-0.005613475968996181,-0.011290329933757549,0.7179805044887759
1,plant,7316,0.7341578767713676,0.0045058209968544816,0.8467024676417733,0.7213583268804508,0.8381268625083307,0.2306813260924602
2,real,7316,0.4806875379578202,0.00477254452506368,0.6492761310340864,0.2752757338202744,0.43171170989923224,0.6082970963118856
2,cb,7316,0.36148299347633994,0.007857071664198644,0.531013600916671,-0.013118308630526404,-0.026585372381004297,0.7176542040704731
2,plant,7316,0.7219225031683955,0.004772810470625656,0.8385075424010473,0.7057847238507251,0.8275191048228534,0.2527074780246075
3,real,7316,0.4806875379578202,0.00477254452506368,0.6492761310340864,0.2752757338202744,0.43171170989923224,0.6082970963118856
3,cb,7316,0.36788380034338714,0.003434571049107165,0.5378875022147865,-0.013788121807465645,-0.02796178410005693,0.7219181714748274
3,plant,7316,0.7231961726713911,0.001806096521899338,0.8393660386910605,0.7084027816542231,0.8293158841245697,0.24324387370887243
