lam,block,block_sd,onset,onset_sd
0.0,0.45039357456970036,0.008869156376705484,0.9576280341828839,0.013357503930059246
0.25,0.3486901152697619,0.012538935355116793,0.9697433504370631,0.0038474931192352397
0.5,0.25788939463194427,0.002842504458941481,0.9271106308308755,0.005852791703989803
0.75,0.14450724552608332,0.003662771643654729,0.8960225292934014,0.007269434852138293
0.9,0.06132913975846157,0.002202214600151092,0.6346567371120005,0.08982335935884561
1.0,0.005342263685417458,0.002639490703369775,0.4408333440977725,0.025599359700880706
