item,block,f1,f2,f3,f4,f5,f6
Other,81,-0.0019103647617021015,0.003362142705125912,0.00040761764649418814,-0.001783032562766473,-0.0008198290949337535,-0.0061031567601501115
Plants,81,-0.005352904708024802,-0.003359432049175911,-0.0011944255392611763,-0.0037437115494279574,0.0025657106822514378,0.005982120629606352
Plushies,81,-0.003317590577090448,0.00014811784570123955,0.003819920220978618,-0.003963957616747833,0.0027553050828551862,-0.0009424586201547667
Realdolls,81,-0.004659882978622576,-0.0017044912845659696,0.0041868801825555016,0.002348058256582864,0.004609157495741078,0.008013668376293259
Robots,81,-0.0046107849395156855,0.002175758993796884,0.0017035565867328571,-0.0014726246127946402,0.0017495437330355458,0.0007549112694993282
Rope,81,0.017664884654116413,0.01385590318349566,-0.0144986364734415,-9.15827501027937e-05,-0.0019002107958205902,-0.015580599400918015
Statues/mannequins,81,-0.005748191359622927,-0.0018052629972707091,0.00017268368064986473,0.0002556303940518152,0.00013851251924313035,0.0022384795742708226
Consuming it myself,83,0.00862395854201745,0.013263448907792333,0.0001642580131237598,-0.013947373803457536,-0.016135905998622437,-0.032854841205965206
Ejaculating myself,83,-0.01899477591598588,-0.012670459253380145,0.0024401371774744026,0.006020333960536549,0.003680729371342766,0.044801704226014316
Huge amounts of ejaculate,83,5.7888357168374926e-05,-0.001970018563141837,0.006491543180764219,0.008133137873996301,0.012538759029782376,0.004719232383341551
Others consuming it,83,-0.016175468743864132,-0.003267378377038304,0.0030173741833921324,0.0103440104349333,-0.0016393478461086042,0.035739493084828856
Others ejaculating,83,0.007405001652505915,-0.0017082030519607796,-0.001070709922439809,-0.015090351991819212,-0.0038501086290364623,-0.028887387411593166
"Others playing with it (e.g., smearing)",83,0.008552764088225558,0.0045884764356142705,-0.0016444815193935338,0.012948761754697276,-0.002484139018811498,0.007467589021582782
"Playing with it myself (e.g., smearing)",83,0.015131974547718087,0.009774380489514933,-0.003177470347586152,-0.008276867838983782,-0.006339061139943167,-0.032232398465755006
Putting ejaculate into my orifices,83,0.008040270197316039,0.007129342755914572,-0.0032626688397785234,-0.0067751926984119595,-6.8410415656047e-05,-0.035210533216325876
Putting ejaculate into others' orifices,83,-0.012708340195821233,-0.005026820457254668,0.0026789770860980665,0.011623022021903105,0.007827908046859698,0.03398006468075456
"Unusual ejaculate (e.g., coloring, thickness)",83,6.67274707197865e-05,-0.010112768886060325,-0.005636959011654538,-0.004979479713394003,0.006469576600193292,0.0024770769031171387
"Animal-esque clothing (e.g., cat ears)",85,-0.012297560356672158,0.023704108421857984,0.005968787530244331,-0.0026602728522578246,0.012852698105160765,-0.015381297237957092
Boots,85,-0.007006694847491174,0.011538329929166443,-0.0035704242718027314,-0.005245322386514439,-0.010651451092375646,-0.0038634089353963745
Bras,85,0.00954366893943679,-0.02086354923749831,0.0031457025217257037,0.006025056004104391,0.0031660089248659313,0.009452764760556821
Briefs,85,-0.011734984517279532,-0.0017006356050582817,0.00048063200106206633,-0.01597309534563391,-0.010432263627325836,-0.008719541312576583
Chokers,85,0.007619620769716779,0.03020365753754218,-0.010981841140970752,0.011159553483271118,0.005377547669091455,-0.005214469813803652
Corsets,85,0.007051840825618698,0.010045587232394664,-0.003650454050990362,0.010909389501755932,-0.0017326139480073658,0.0023086573806795395
Diapers,85,-0.016753261692644805,-0.0038158908453132506,-0.0037054013852994964,-0.010495129885878564,0.0061118678172912685,0.000628017987189375
Dresses,85,0.009016995473405533,-0.012238820228520199,-0.002238186851409157,-0.000976077872331052,0.00666005114150695,0.010727139478143136
Fishnets,85,0.0025004521587751096,0.0051536030049396915,0.002210375714572924,0.012300945879900299,-0.003014430051741568,0.0027769531850710652
Glasses,85,0.012023301012059584,-0.008804306117609097,0.006137322162320611,0.0008292031619145125,-0.004745895613786655,0.00033290575632950595
Gloves,85,-0.012492090755307638,0.011864223115679301,0.004088102940751077,-0.013587388626922802,-0.0041526696045449596,-0.01443860397902405
Lingerie,85,0.004450283596785775,-0.011133275956195201,-0.003957373952751609,0.009154798257314984,0.0024618181970466673,0.004894472786601346
Miniskirts,85,0.007862111502069617,-0.005420615307381121,0.0007855696220322509,0.007065477615262676,0.007694974722540212,0.01255597214761296
Other,85,-0.006423416189838789,0.003172082328568821,0.003675278421167343,-0.015742655033863625,0.004416683603757293,-0.018376607470086806
Panties,85,0.003683893476386396,-0.014054676816716908,0.002386462666497388,0.009355802123424968,0.0032860389202199166,0.0054523515440743475
Pants,85,0.00043669007193770736,-0.009856242239706641,-0.0028977291478670683,-0.01536750739227682,-0.006042378041050493,-0.008823133338216185
Shoes (high heel),85,-0.0022035872804449315,0.001225317274374506,-0.0008591032688294658,0.0037144695686998157,-0.006706665232098738,0.007912946382051053
Shoes (non high heel),85,-0.00522964702691948,-0.0028784534778277643,-0.0020941534837222975,-0.011258833321541577,-0.00240459402960329,-0.002181575851342105
Skirts,85,0.011628390834733061,-0.00356491853989094,0.004298924431960056,0.00613481828465402,0.006612516967176696,0.00986559728404956
Socks/stockings,85,0.003866537482804541,0.0027185369679197605,0.00403850064117001,0.0037161203367002908,-0.00753493273587067,0.0008162172038084002
Suspenders,85,-0.010611911485047521,0.002215662874230345,-0.000662439034739856,-0.006816841515409722,0.0038079514335261277,-0.006714347514453752
Thongs,85,0.005069368007916439,-0.007509724314955942,-0.002598552065120902,0.01775749001562731,-0.005030263525778068,0.015988989556689495
Affection,90,0.004013365770337176,0.0011593957676718789,0.0033176513937534305,-0.00864134620326525,0.000801187166074352,-0.0002810334890913281
Caretaker/caretakee dynamics,90,-0.0014198755886498553,0.03894726241581811,-0.004486774193054571,0.00028204522004887216,-0.003620021838727588,-0.020480131488367734
Clear,90,-0.0009726145567857253,-0.018015409334284225,0.011644891740316195,0.0018155770009731554,-0.004141518944734948,0.0052434426890260325
Cuddling,90,-0.00020877807612649328,-0.00465551491477961,0.0018102143903702755,-0.008731975460656636,0.0004021035441253818,0.008932009940787067
Energy work,90,-0.00046368259270432874,0.004631394753745614,-0.00816998759085121,0.0016431480787886422,0.005911877856841054,-0.0003275634290103633
Romance,90,0.005521492803787728,-0.010757840821761438,0.0016601471339777905,-0.004896777884089425,0.00808600230045653,0.004850470835458132
Sensual healing,90,0.0003456691149688468,0.003151210855948095,-0.003944488452852327,0.00579580471302347,-0.005787033897375103,-0.0059012001887434615
Tantra,90,-0.009491069402593654,-0.0018459556441733096,-0.008909777259853126,-0.00022324172399948485,0.0031075806931099297,0.003993952650181495
Therapeutic sexual experiences,90,0.003648107084552007,0.005400866256099094,-0.004566768902122729,0.011141189258203536,-0.0006186579350346076,-0.0012733902092658001
enthusiastic consent,90,-0.0009726145567857275,-0.018015409334284225,0.011644891740316195,0.001815577000973144,-0.004141518944734966,0.005243442689026038
Aliens,91,-0.0015650296829907893,0.0035962731674027593,8.636351238655827e-05,0.001480998454076398,-0.0017059776534618753,-0.001402892231593714
Angels,91,0.002739272712970536,-0.0010445543472637376,0.0005199979983244408,-0.0008665688669335441,-0.0006849026070478597,-0.002566594804829547
Cartoons,91,0.001418804000869609,-0.004265717808710404,0.00789563910441873,0.0051017945854623945,-0.0035238150355201493,0.010925638168426998
Demons,91,0.004426956363727326,0.007129920301674666,-0.007908593835775496,-0.0011332212660313764,-0.00046710454356056714,-0.007529202102909093
Dinosaurs,91,-0.00510373613611808,-0.003577136303479568,-0.001108293564139803,-0.0035466028254257684,0.002479362276738251,0.001367420320423328
Dragons,91,-0.006764063085454323,0.0007245438421936187,-0.0025609914634028026,-0.0017498200738682037,0.0018773710404909173,-0.01071868422543973
Elves/fae,91,0.00734485354034746,-0.003815161549521949,-0.005680503979418795,0.009032541157864135,0.0033768529774017408,0.006368967041736951
Ghosts,91,0.006968041676727164,0.0028142227830585836,9.845062019789297e-05,0.00024236644737972963,-0.007015408131090989,-0.01306738866279395
Hentai characters,91,-0.002698223254740602,-0.005137793162631177,0.00595674274432287,0.005455608255100828,0.006121422566190827,0.010856953451394537
My Little Pony characters,91,-0.006830549315002637,-0.003494961349251041,0.0011323098547585454,-0.00159550736945847,1.1535009503633063e-05,0.009251676557739353
Orcs/ogres/golems,91,-0.004567056885152529,0.0017868724251392804,-0.0008481503892501016,0.0037478969461327786,0.004332129357831101,0.0020270483834958536
Robots/cyborgs,91,-0.0018315421358469385,-0.0010164768074150492,0.005641559830656992,-0.0007182315542395779,0.0012760123755083013,-0.0030242974751733443
Slime/goo people,91,-0.008582683633118114,0.0024546619809083896,0.006309010811057341,-0.0045048388408641836,-0.003565225886500261,0.000613666536274942
Superhero/villain characters,91,0.006711875745640234,-0.002684826045913308,-0.0013241973377248642,0.0018183080914755212,-0.0008842949483733626,0.003717207157863641
Undead (zombies),91,0.0001356019578497903,-0.0002584825871189166,0.0008685766344669975,-0.0013430288218632986,0.0025421258369211054,0.0005880268456582534
Unicorns,91,-0.004967488631468606,-0.0022731129007454577,-0.0012292697315971193,-0.002665456494897027,0.0023837303682183652,0.0048041987926483705
Vampires,91,0.012273444769162516,0.0036292851041555343,-0.010530489949483718,-0.0037165506091383087,-0.005541915056058762,-0.009327199198336456
Video game characters,91,-0.0016785122020084179,-0.005959613626088721,0.010803795184164522,0.0005057933725827944,-0.0023512952997287156,0.007494160710322019
Werewolves,91,0.0025700341946064222,0.011392056883606486,-0.008121956043962215,-0.005545480587354815,0.0013393973525383373,-0.010378705264908394
Behavioral restrictions (e.g. limits on speech),92,-0.0016074862711550105,0.01580379230086752,0.0001919151328009336,-0.011770275996028208,0.008393922534138428,0.0007740583719163239
Bootblacking (polishing shoes submissively),92,-0.016916168129266915,-0.011127058924908353,-0.0017606157982392409,-0.019083304672420247,-0.0017284344366144805,0.012845512657756328
"Breath play (choking, asphyxiation)",92,0.05858088945491423,-0.0037608346513355356,-0.038685333360915154,0.018359362474323716,-0.0007880653011918257,0.008372628542525087
Disempowerment (stripping power away from a powerful person),92,-0.0006332196946873522,-0.003865209242873328,0.0003098642407493892,-0.009324673551807182,-0.002331435999000775,0.0030904673814485255
Financial domination,92,-0.008052029600953713,-0.02175283158212104,0.0011181297197431822,-0.011219681281532046,0.0009300188329957066,0.014118281560755015
Internal Enslavement (behavioral restrictions are internally imposed/fully trained),92,-0.01471978495383498,0.010503782931621521,-0.0004808487026203724,-0.004872075978804892,0.017688269474797333,0.008661853747137717
"Marking as property (e.g., branding, collars)",92,0.014947262550060781,0.05523245193710585,-0.0007607991776456412,0.014713380985266986,0.012160668400358279,-0.03892460429356623
Orgasm denial,92,0.0036199836611435533,-0.021892886305678306,-0.001178266779959714,0.016736375106749152,-0.015446032676770863,-0.01288197154437821
Orgasm overload,92,0.024110607309513414,-0.03294823223559741,-0.00563892872958974,0.035555048107369674,0.003062494873843284,-0.014968978453132914
Ownership,92,0.00973477557599128,0.03671237020933248,0.00012754756133322195,0.012545675598285774,0.015526130846015075,-0.0015523625986729357
Petplay (master/pet roleplay),92,-0.020593409033987684,0.0386904345530197,0.013311756381571465,-0.002507974966852171,0.007045028990486305,-0.016620294550631635
"Physical struggle/overpowering (e.g., pinning)",92,0.03624046317960077,-0.006803335013211608,-0.01936808412465889,-0.004991097936363215,0.012567067137255656,-0.016386656181721082
"Powerbottoming (enthusiastic submissive, often queer)",92,-0.029645359313350134,-0.010138141046949406,0.010256990177662672,-0.018106486865208195,-0.025816907536228777,-0.00122887509585445
Service/utility submission (performing service tasks),92,-0.007919389752621223,0.006655626885991467,0.010818203366652743,-0.0033644751273974875,0.0010392487783225373,0.0022547054730582597
Sexual education,92,-0.0093584975786853,-0.01902356031876387,0.004728555047949042,-0.004987045232930791,0.0015573448085328251,0.0034361112958087425
"Sexual training (e.g., to give deeper blowjobs)",92,0.02000924248622031,0.0031858083062397823,0.018908171919272104,0.018435856732564666,-0.0010182716033267228,0.019073711660792983
World of femaledom,92,-0.060646285749145136,-0.030474122469617514,0.007991242413797067,-0.027904294765203647,-0.04818488624381706,0.021380660945013258
World of maledom,92,0.0028484058602430795,-0.0049980553331220425,0.00011050071209693654,0.0017856873699882204,0.015343839120205057,0.008555751081745201
Anal beads,93,-0.03730169931185111,0.033913259191938654,-0.013061118044697662,0.015324201533311725,-0.0124719312783059,0.03174708267957188
Anal dildos (huge),93,-0.04112729676422033,0.020004993937653842,0.008366613476174106,-0.0070256740383996385,0.012935619873358131,0.015637855260043222
Anal dildos (normal),93,-0.057281264954085954,0.04074271109733793,0.0071609296150639155,-0.0005914120702953864,-0.02473675783177019,0.03726197106748798
Anal hooks,93,-0.015072504899071117,0.0168771906975419,-0.005137191838157151,-0.004060400732684135,0.00492410672877023,0.008566049116095199
Buttplugs,93,-0.028819562868808053,0.03360884504227318,-0.007040578510448041,0.009640484870753871,-0.020510295916278787,0.03686261596557279
Double ended dildos,93,-0.01815646094959927,0.010367525636963464,0.005383129775533935,-0.002163965883450127,-0.01130153843798139,-0.0010648951904475574
Fuck machines,93,0.0034977537945314603,0.012260457744628127,0.01136805002238379,0.016419470038593054,0.008371426656344317,-0.01844678304984872
Pumps (breast),93,0.0014730305406345423,-0.002953687514529017,0.0009126697992168865,0.007172506165826783,0.01989052619317148,-0.009239127609930623
Pumps (penis),93,-0.010467430528576118,-0.01257314209028987,0.019064262631423724,-0.01708754925921932,-0.005311142429417688,0.006203034043804502
Pumps (pussy),93,0.002514203163606076,-0.018593622078438787,0.00162650426336817,0.011713774430829597,0.02088543229637792,-0.01736174533509259
Remote control toys,93,0.04561161948062895,-0.0029905759319727734,-0.004953355398548799,0.0005916277878219697,-0.006238066615436132,-0.019913451611309523
Sex swings,93,0.04016852209063861,-0.00464628435793007,-0.014110072083163236,0.009058060069931798,-0.009872325176306132,0.0001099391745114535
Showerheads,93,0.05701727950777885,-0.027589603457727197,-0.005472628898256457,0.0021660265734552426,-0.008413290895025549,-0.03153546745726896
Speculums,93,0.005883935659524404,-0.012739204799109052,-0.004473347300557176,-0.008546221907665214,0.011156466679792835,-0.00397596861816239
Strap-ons,93,-0.05364237141966062,0.011705630664376934,0.010299276658081929,-0.03452000691801482,-0.042628431567110464,0.0022367130557158135
Sybians,93,0.00673937949097051,-0.014428866090016581,-0.006947321648598247,0.0008744252949651671,0.0054937894316200294,-0.006984457070276506
TENS/PENS units,93,0.010820327851687161,-0.013919814981882545,-0.002122829520373716,-0.014647308575917263,0.0019341131901522977,-0.0020623988272325654
Vaginal dildos (huge),93,-0.0026027466271798224,-0.006612717087205148,0.008220008191109058,0.017874681149979404,0.04234599606945867,-0.009170566912740402
Vaginal dildos (normal),93,0.04076544322178228,-0.03180359221647974,-0.0014920879531214138,0.01932052476199196,0.00823396161516736,-0.014927602070602652
Vibrators,93,0.040200767630414934,-0.024893495373261913,-0.00453505835978438,-0.007467010564459168,-0.001133376163008584,-0.004089342836391085
Weights,93,0.009779075890854673,-0.0057360080338712885,-0.0030558548766491636,-0.014046232727355662,0.006445717576427481,0.00014654622650087947
Bukkake,96,-0.010139173833634598,0.013775757282725435,0.0172994859134451,0.006496203255400925,0.0030317919625342978,0.007229624201581751
Cheating,96,0.005157815248573271,-0.00693750925332529,0.002408765025342721,-0.010262733587291793,0.004964882790641198,0.022594360603778705
Circle jerks,96,-0.0020009628397450628,-0.0010458297000611192,0.008443344661779052,-0.01043098890427958,-0.007831822882323125,-0.008386657473985893
Cuckolding,96,-0.01499149141467872,-0.0036214244850126106,0.004488307132942322,-0.01384762201156961,-0.01027773683523205,0.026676238162918302
Dogging (sex with strangers in public),96,0.0021924336484129138,-0.0021133604026202218,0.0037212537571624394,0.006308044828563539,0.009208165420770815,0.01065936024963992
Double penetration,96,-0.00913959866575915,0.01353161395668731,-0.007082586128587394,0.014128752495195265,0.006655409836166956,-0.009338442945362409
Freeuse (society where people casually have sex with anyone),96,0.0042184691519866055,0.0063059360516446675,0.005093001194627639,0.006345829630734399,0.011099815732539832,0.007489463475878995
Gang bangs,96,0.000317215307441723,0.018684815411127893,0.0059169742395611515,0.00930046919207532,0.013519606255697862,-0.003929579130699244
Harems,96,0.01670294816318898,0.0027117629905511437,-0.0009674069781033161,0.004128657140461682,0.012430916265530573,-0.014176315870289963
"Hotwifing (wife sex with others, non-humiliatingly)",96,-0.0099622685302274,-0.01648782968664035,-0.0004808632509001785,-0.009233679252986796,-0.00813909962390511,0.02453275079213445
Orgies,96,-0.0021457751082807706,0.0007341436564056288,0.001421164707624005,0.008696160724567486,-0.005098248366755643,-0.009764231517326553
Partner swapping,96,-0.002977974206226856,-0.013036035455862256,-0.006080149954056993,-0.006345517086663584,-0.008345810285103275,0.011294395738862791
Possessiveness (sexual partners fighting),96,0.02441228358062563,0.01312503583513089,-0.012814990678744245,-0.002379582928216699,0.005002828711381409,-0.03495422748551434
Sloppy seconds,96,-0.010333813591545766,-0.0006057919496061034,0.009433925661668095,-0.00743285118251647,-0.0040352481524467436,-0.002075618730746512
Soft swinging,96,0.001972511904797724,-0.013705478436714283,-0.009834860376096738,-0.007150796467894861,-0.015426364597223302,0.0013503844672354878
Swinging,96,-0.006539727564622316,-0.018093030806918254,-0.004053302300688371,-0.007080486181584917,-0.008910059746156595,0.012092809731138111
Synchronized fucking,96,0.008186066077611224,-0.00046283860302347607,-0.0032851491907068655,-0.0016786855520745658,-0.0042475341929758435,-0.02484325923041381
Threesomes,96,0.013892982043538433,-0.01355095154820559,-0.010088475681459628,0.004010482705453046,-0.006754859008661545,-0.002517410786429787
Triple penetration,96,-0.008821939371455863,0.020791015143716538,-0.00353843775480885,0.016428343182627203,0.013153366715520306,-0.013933644252400025
