q,world,mode,seed,alpha,hyp,I,P,C,W
48,noI,soft,11,100.0,8.0,-5.242769986664915e-09,0.04696688844598154,0.0032764267057371617,-0.01760642623234793
48,noP,soft,11,100.0,2.0,0.22742676614653645,-0.0003054674186728316,-0.0012953877946160857,-0.0014704517521535174
48,noW,soft,11,100.0,4.0,0.2047197703835511,0.0767952343502913,-0.0003390726168639816,-0.027254544400796225
48,planted,soft,11,0.0,8.0,0.11314153402312883,0.00761011042561698,0.033425012135855775,0.06077287280879468
48,real,hard,11,100.0,1.0,0.21127824436877385,0.07141294539144,0.005154803467575722,0.060287147164661874
48,noW,hard,11,100.0,1.0,0.20414509457417518,0.06828988237685181,-3.579916628243529e-05,-0.15980211501671462
48,noC,soft,11,100.0,4.0,0.2095736581522177,0.07698506159719237,-0.002463914164908941,0.06150647955693965
48,real,soft,29,100.0,4.0,0.2153622931860194,0.08085036868943303,0.009957781643401794,0.05942141856309295
48,noI,soft,29,100.0,8.0,-2.6791776760089663e-09,0.047501564779681225,-0.002710347484893201,-0.020788121084807244
48,noP,soft,29,100.0,1.0,0.211526934316458,-0.000864568930584203,-0.0016976511498800104,0.0007609575601921492
48,noW,soft,29,100.0,4.0,0.23238196003591177,0.06818061309112641,6.929397294025419e-05,-0.019726724498954202
48,planted,soft,29,100.0,8.0,0.0999602593311536,0.0019554072815339456,0.025776948957764185,0.07220873616258616
48,real,hard,29,100.0,1.0,0.21457979357599846,0.07717135240027292,0.009354589022881101,0.06702807510927877
48,noW,hard,29,100.0,8.0,0.2266473665101859,0.09066776344583352,0.0004928511634608815,-0.2731079503973185
48,noC,soft,29,100.0,4.0,0.21439922279308646,0.08142925328981207,-0.003323174553669446,0.06069855950167574
48,real,soft,47,10.0,4.0,0.22629827513098186,0.07367480023257383,0.004691609727754583,0.05995716611002089
48,noI,soft,47,100.0,8.0,-1.0542118159910055e-08,0.046522877030581,-0.00343636988528471,-0.017537430139020243
48,noP,soft,47,100.0,8.0,0.2202426538504017,0.0009177403634226255,-0.0026252004609567856,-0.0015301124231488217
48,noW,soft,47,100.0,4.0,0.20450096592257677,0.07606009273237163,0.0013997072206280436,-0.025773552842222564
48,planted,soft,47,100.0,8.0,0.10569965566247212,0.03316295401978567,0.014587061541776627,0.07406962720132058
48,real,hard,47,10.0,1.0,0.22528599820774228,0.07160723353481074,0.0037149394352552116,0.06682513872557816
48,noW,hard,47,100.0,1.0,0.20327149727290458,0.07060146673034347,0.0019879684060521334,-0.15754036498975316
48,noC,soft,47,100.0,4.0,0.22686739802927597,0.07482632088405333,-0.005644813793680278,0.060969707260039085
53,real,soft,11,100.0,4.0,0.23410158244432483,0.11414157879060566,0.009196611692319594,0.03274295931886001
53,noI,soft,11,100.0,8.0,3.248251205049494e-10,0.11162206137169299,-0.0010345365926803334,-0.031265206545611865
53,noP,soft,11,100.0,0.0,0.2347636519122182,0.00026273646489560765,-0.003086859976488702,-7.401486830834377e-17
53,noW,soft,11,100.0,4.0,0.25208903634173035,0.1159364909286559,-0.0010307472987136448,-0.01561172148505154
53,planted,soft,11,100.0,8.0,0.12212186265194441,0.0011146640849263774,0.019769540158130122,0.12517721951593078
53,real,hard,11,100.0,1.0,0.23419468910399516,0.10667348950489362,0.007567915668348802,0.01905096325667862
53,noW,hard,11,100.0,1.0,0.2530642692005285,0.10615025078037141,-0.0007468841789249985,-0.05212303992562316
53,noC,soft,11,100.0,4.0,0.23378248547716876,0.11508206070153498,-0.002818199772568669,0.03503837181064625
53,real,soft,29,100.0,4.0,0.24422405720806564,0.11672418625440777,0.010465347443151845,0.028342669649982794
53,noI,soft,29,100.0,8.0,-3.76251357847579e-09,0.09862262311642393,-0.0022729166779054677,-0.02525355906843479
53,noP,soft,29,100.0,0.0,0.2446181903084208,-4.324370951792426e-05,-0.002232690562362129,-8.326672684688674e-17
53,noW,soft,29,100.0,4.0,0.24172092110465462,0.12603758794109943,0.002213852968528237,-0.019557867035943772
53,planted,soft,29,100.0,8.0,0.11312540726417308,0.0034776572539256256,0.030643133391371036,0.12230362078339901
53,real,hard,29,100.0,1.0,0.24340704760876725,0.1085581770879046,0.008964987088046697,0.00540703528907164
53,noW,hard,29,100.0,1.0,0.24317275190085968,0.11512341227730012,0.002077996873351362,-0.04388132961324685
53,noC,soft,29,100.0,4.0,0.24396952202708025,0.11805400689759375,-0.00030045018454926314,0.0311867859509407
53,real,soft,47,100.0,4.0,0.2381335767802376,0.12165873086582919,0.007830424455073093,0.030688318827083266
53,noI,soft,47,100.0,8.0,-6.102197950645187e-09,0.10971870354026887,0.0006658034539692714,-0.029014790654215507
53,noP,soft,47,100.0,0.0,0.24181770787515675,-0.00033402461721562804,-0.002468146043764228,-3.608224830031759e-16
53,noW,soft,47,100.0,4.0,0.24556526494924905,0.12261000716257131,0.0035132046490500926,-0.01840457503735927
53,planted,soft,47,10.0,8.0,0.12367639458910386,0.004533405142190851,0.035060072295044806,0.1168331080171881
53,real,hard,47,100.0,1.0,0.23673475563799018,0.11170562964153778,0.006232015596216491,0.019600426587193936
53,noW,hard,47,100.0,1.0,0.24724131478621705,0.11349372101939335,0.003416328715988043,-0.053327441205681676
53,noC,soft,47,100.0,4.0,0.2379628690329436,0.12244438442819647,-0.0017614179791458444,0.03346897554504413
55,real,soft,11,100.0,4.0,0.2399467804721694,0.09910588610693852,0.014937595095621287,0.006807959379460557
55,noI,soft,11,100.0,8.0,-9.602059175550792e-09,0.08147850741452926,0.0011116041131910281,-0.023260856074522933
55,noP,soft,11,100.0,0.0,0.2374059940752255,0.00022405191033101712,-0.0020513526859933977,1.1102230246251565e-16
55,noW,soft,11,100.0,4.0,0.2512766425660772,0.10030245089441392,0.004517395923573891,-0.015061953557148297
55,planted,soft,11,100.0,8.0,0.09101979403078776,0.003171067044973506,0.022566961645383844,0.11732580362590005
55,real,hard,11,100.0,1.0,0.23417263528180413,0.08886280850848138,0.016114565528987795,-0.0405656881812774
55,noW,hard,11,100.0,1.0,0.24625361445183927,0.09304168490841327,0.005073192129917405,-0.099453164943824
55,noC,soft,11,100.0,4.0,0.23888084001849952,0.10029440401409968,-0.0013714099575590037,0.008155005857590306
55,real,soft,29,10.0,4.0,0.25780873711138513,0.10173581568647222,0.018420241126726373,0.00287572295533417
55,noI,soft,29,100.0,8.0,-7.038403850486337e-09,0.08023243873735496,0.003282122201203395,-0.022937813814294612
55,noP,soft,29,100.0,0.0,0.2350597994090288,8.855083125897112e-05,-0.0021509411630777726,-1.1102230246251565e-16
55,noW,soft,29,100.0,4.0,0.2554425701945786,0.10045947022002123,0.006378593206065884,-0.016095844819041277
55,planted,soft,29,100.0,8.0,0.10822338003671156,0.0006923586332488463,0.027714960254653826,0.09795542203659222
55,real,hard,29,10.0,1.0,0.2528978036815436,0.09020710425618571,0.019848436087771176,-0.031765185413133196
55,noW,hard,29,100.0,1.0,0.25079878330310396,0.08667305546504267,0.005823326437489766,-0.06171500468649647
55,noC,soft,29,100.0,4.0,0.25757470204237265,0.10351457942945355,-0.0011409769432444705,0.004191588609165085
55,real,soft,47,100.0,4.0,0.2645937960272372,0.10172911699667884,0.015603651944236296,0.005101081112059961
55,noI,soft,47,100.0,8.0,-3.867065806462122e-09,0.07951435302875498,0.00205315700410529,-0.02136842608288561
55,noP,soft,47,100.0,1.0,0.243703946757117,-0.0003069160479238867,-0.0023421213373564604,0.0001572232076879898
55,noW,soft,47,100.0,4.0,0.2460633061043436,0.10248223004524872,0.004831671475278021,-0.016939212075541294
55,planted,soft,47,100.0,8.0,0.12901240471990408,0.008392292133202583,0.04477964306604174,0.06616997976192794
55,real,hard,47,100.0,1.0,0.2579721695233461,0.08914673842191095,0.015969307824745343,-0.03184163087376955
55,noW,hard,47,100.0,1.0,0.2371131318081736,0.08815560446761667,0.004655081065983779,-0.056449464646655394
55,noC,soft,47,100.0,4.0,0.26425726209218753,0.10360107163975141,-0.001401966984891793,0.006655682379851609
62,real,soft,11,100.0,4.0,0.1964971350398978,0.10377816474937482,0.026842818320850125,0.015690898047720326
62,noI,soft,11,100.0,8.0,-4.074447825426949e-09,0.08312912885242887,0.000854566269576575,-0.022804515472293754
62,noP,soft,11,100.0,2.0,0.1927049293884128,0.00012529958860633497,-0.0013330523273769415,-0.0014197900233002454
62,noW,soft,11,100.0,4.0,0.1869177665717044,0.10667866271966579,0.0014522384225522098,-0.019569911950987836
62,planted,soft,11,100.0,8.0,0.10352602443755848,0.0012678709166358084,0.026217073985236036,0.10578135412667765
62,real,hard,11,100.0,1.0,0.18964577613891334,0.0937042444491691,0.02176623301912357,-0.011590517520447216
62,noW,hard,11,100.0,1.0,0.18105231752835452,0.09452111384568747,0.0013946056991482603,-0.07414069155731505
62,noC,soft,11,100.0,4.0,0.19691049668226782,0.10327276616534103,-0.0032272301106475907,0.019646920064497825
62,real,soft,29,100.0,4.0,0.19414424869726565,0.10305270731662183,0.022448085444792543,0.011781984107102905
62,noI,soft,29,100.0,8.0,-9.033956036944938e-09,0.08856343039689456,-0.002043399560409655,-0.027158780225955685
62,noP,soft,29,100.0,0.0,0.18942628384687285,-0.0002077502168255455,-0.0032491039135090025,-2.4054832200211723e-16
62,noW,soft,29,100.0,4.0,0.18905436536827028,0.11120534803880136,-0.0016516393641969607,-0.023383029972463765
62,planted,soft,29,100.0,8.0,0.08302569252826811,0.007475393991372092,0.03687906200591738,0.10394705281718548
62,real,hard,29,100.0,1.0,0.18766676549866657,0.09130779099382814,0.0179168084201742,-0.004970255864871357
62,noW,hard,29,100.0,1.0,0.18152588083594354,0.10172272541182863,-0.00129450664164212,-0.08586494108626821
62,noC,soft,29,100.0,4.0,0.19260576695186588,0.10260701816126482,-8.098228618826547e-05,0.015423959177397417
62,real,soft,47,100.0,4.0,0.19077105248180928,0.09743883681068917,0.021337792098370036,0.018428284108799264
62,noI,soft,47,100.0,8.0,-2.387369242619804e-06,0.08377186631373851,-0.0016779974930021535,-0.02266306842530068
62,noP,soft,47,100.0,0.0,0.18474691673849658,-3.5049253820871686e-05,-0.0038686904348976723,-9.251858538542975e-18
62,noW,soft,47,100.0,4.0,0.19297280730169372,0.10010260805108624,-0.0017960031625820863,-0.020539662855947067
62,planted,soft,47,100.0,8.0,0.07878226207664298,0.006039389464787603,0.033343386070471895,0.12582713368307347
62,real,hard,47,100.0,1.0,0.18264450762291,0.08872133829105752,0.01702140685378612,-0.006094112541172508
62,noW,hard,47,100.0,1.0,0.18446336171875027,0.08927843502538846,-0.0015291755137644318,-0.07798087204146315
62,noC,soft,47,100.0,4.0,0.19115081453789315,0.09725237069775683,-0.0016736314772672158,0.0227072762882215
63,real,soft,11,100.0,8.0,0.2299581956689117,0.10295026751695842,0.012340158478348443,-0.004030108201958315
63,noI,soft,11,100.0,8.0,-3.2615324053464345e-06,0.0796559383192067,0.0007329563140912135,-0.02382693953908426
63,noP,soft,11,100.0,1.0,0.20567866797724202,-3.992554643475476e-05,-0.0008647888800837056,-0.000325582396907248
63,noW,soft,11,100.0,8.0,0.2303230714279011,0.09859764107439095,0.0018484107305223871,-0.02363743668531398
63,planted,soft,11,100.0,8.0,0.11049557099479526,0.001018309234273836,0.02584698103598304,0.10268620146014779
63,real,hard,11,100.0,1.0,0.22795886215147138,0.0929830862319882,0.012708732057957906,-0.04791915497819683
63,noW,hard,11,100.0,1.0,0.22970974717422601,0.08632063581314209,0.0019048573356621559,-0.07593412838274555
63,noC,soft,11,100.0,8.0,0.2302541047623819,0.10403216013073079,-0.002173668778949968,-0.0031889115549012803
63,real,soft,29,0.0,8.0,0.22632535411633162,0.10150991257998924,0.009379089034117613,-0.0017552651862127455
63,noI,soft,29,100.0,8.0,4.286697654250678e-09,0.08413260562232186,0.0020334264913266045,-0.02438962060205928
63,noP,soft,29,100.0,0.0,0.22993435315864247,-0.0004886196003516807,0.0009836738659586932,-4.996003610813204e-16
63,noW,soft,29,100.0,8.0,0.24029034036510935,0.09601473588849704,-0.00026314894281762036,-0.02147591451820512
63,planted,soft,29,100.0,8.0,0.09656287013879934,0.006468551528109147,0.02917716508790329,0.10888397910324593
63,real,hard,29,0.0,1.0,0.22278230326695597,0.08991440493491634,0.009469008259905718,-0.027061892479753425
63,noW,hard,29,100.0,1.0,0.23879064100473604,0.08359687161826776,-0.00019573842099072458,-0.07609245495358265
63,noC,soft,29,100.0,8.0,0.22613814973364374,0.10224014008118308,-0.0017838184157924208,-0.0007487982404925549
63,real,soft,47,100.0,8.0,0.21932945804072157,0.10082106163732017,0.01094878686679035,-0.0027142557521997266
63,noI,soft,47,100.0,8.0,-1.791711725949533e-05,0.0813407869886389,0.0012649367496017452,-0.023886248645846174
63,noP,soft,47,100.0,1.0,0.2164610073852111,-2.1608210530599255e-05,-0.0009640309946660393,-0.00023687997166754737
63,noW,soft,47,100.0,8.0,0.22214553858852226,0.0956599230850115,0.00244966107201471,-0.022453184247261438
63,planted,soft,47,100.0,8.0,0.09126024871159052,0.00036967900130479203,0.024237570486449374,0.1136609973172931
63,real,hard,47,100.0,1.0,0.21751602766092226,0.0917187777698935,0.011109754586640616,-0.04706956371840022
63,noW,hard,47,100.0,1.0,0.2212715068041795,0.08207424592316635,0.002534358375413983,-0.08130113251015653
63,noC,soft,47,100.0,8.0,0.21853228590156867,0.10223954366350346,-0.001347037970876162,-0.0020359651141489124
67,real,soft,11,100.0,8.0,0.1658888930195111,0.13068943984077386,0.007800635827301496,-0.007951591201628295
67,noI,soft,11,100.0,8.0,3.3363848720805817e-09,0.11009262142328084,0.00014541217280274643,-0.028684268440317996
67,noP,soft,11,100.0,1.0,0.16084813100304474,-0.0003103124485105598,-0.0019413982562879368,-0.00010636489427978679
67,noW,soft,11,100.0,8.0,0.17853756352800831,0.1287120322907796,0.0018495181776517764,-0.02903195551481722
67,planted,soft,11,100.0,8.0,0.07769684404086491,0.00458396532062912,0.020803164267374663,0.10580510471965685
67,real,hard,11,100.0,1.0,0.16390214040785173,0.11587469712838828,0.0074442786843344775,-0.06762313328359308
67,noW,hard,11,100.0,1.0,0.17571541376996164,0.11471370692469084,0.002000367522083083,-0.09410528396222909
67,noC,soft,11,100.0,8.0,0.1658059569802925,0.13126920397580064,-0.001910421031413423,-0.007154496829456104
67,real,soft,29,100.0,8.0,0.167349159417015,0.1364369493075619,0.011012207454981668,-0.011682018230537857
67,noI,soft,29,100.0,8.0,-1.7346514502580845e-09,0.1142445997157755,0.000781984000213241,-0.028428355085212766
67,noP,soft,29,100.0,2.0,0.1597961996376583,-0.00020875163847539066,-0.00116020777494306,-0.0005425380132604666
67,noW,soft,29,100.0,8.0,0.1667009746322104,0.13167011768436143,0.0021683466855627145,-0.027458094534804196
67,planted,soft,29,100.0,8.0,0.07836157702852867,0.0057830742311920464,0.029731359188355493,0.10081404372214246
67,real,hard,29,100.0,1.0,0.1641994184151928,0.12215479001841238,0.009700760435774114,-0.057473411242574345
67,noW,hard,29,100.0,1.0,0.16127720673383597,0.11930761334725898,0.002076521414204474,-0.09399997510687895
67,noC,soft,29,100.0,8.0,0.16753341784444403,0.13729214062229111,-0.0008318055943762891,-0.010834232903589553
67,real,soft,47,100.0,8.0,0.16872707175036963,0.12907988261889936,0.008550507512277317,-0.010157449581188322
67,noI,soft,47,100.0,8.0,1.4050592911374336e-09,0.11598309468021296,0.0008700939538062723,-0.030351163240643315
67,noP,soft,47,100.0,1.0,0.17194037552160085,-7.653939536243307e-05,-0.0026446164859066554,-9.041578751141828e-05
67,noW,soft,47,100.0,8.0,0.16442205446650632,0.1247705411462837,0.002692175424108517,-0.029790541838621478
67,planted,soft,47,100.0,8.0,0.07854669441691611,0.0015722082089894194,0.03817811059429389,0.08844526443338432
67,real,hard,47,100.0,1.0,0.16697374108873952,0.11633156260251848,0.007949838471400711,-0.0780405299365598
67,noW,hard,47,100.0,1.0,0.16007540637675566,0.1109342105092499,0.0028493160965748867,-0.10498693690357114
67,noC,soft,47,100.0,8.0,0.16850485217960343,0.12974562449224425,-0.0006356857121426566,-0.009348749486282316
73,real,soft,11,100.0,4.0,0.23686118600828035,0.10200152916923531,0.004338476453797832,0.037492353169440606
73,noI,soft,11,100.0,8.0,-2.2143274713837258e-09,0.09321961153359475,-0.0022981265646207227,-0.02831848284776644
73,noP,soft,11,100.0,0.0,0.23086013873653666,-0.00017196562502516666,-0.0023136375023616405,2.7755575615628914e-17
73,noW,soft,11,100.0,2.0,0.21964966828509108,0.11023490606048392,-0.002261544628620317,-0.010343709711111123
73,planted,soft,11,100.0,8.0,0.10915217739670875,0.009064926982699598,0.019937813542750704,0.11377255302160504
73,real,hard,11,100.0,1.0,0.2320665636767946,0.0980433677461268,0.0031085830170790867,0.007921732167026973
73,noW,hard,11,100.0,1.0,0.21829229778892292,0.1010634338426148,-0.0017833332496042336,-0.0734251676206055
73,noC,soft,11,100.0,4.0,0.2368394134689186,0.10220001354676508,-0.005921140154830713,0.040089404395650785
73,real,soft,29,100.0,4.0,0.24820290193419173,0.10044465162548312,0.006618090488990637,0.034944819410136344
73,noI,soft,29,100.0,8.0,1.4907829045303818e-09,0.08809686259123012,-0.00488378412292767,-0.024830718809289793
73,noP,soft,29,100.0,0.0,0.24308306399586707,4.0346725780238124e-05,-0.0013837376142803819,1.6283271027835629e-15
73,noW,soft,29,100.0,4.0,0.23546383198929566,0.10343257145119665,-0.0014921051788073791,-0.012369112426606857
73,planted,soft,29,100.0,8.0,0.11878837402725798,0.0009677092144286618,0.019721923472962883,0.10902692811281821
73,real,hard,29,100.0,1.0,0.2457080557118027,0.09670032637246391,0.004842180955903589,0.0016785350565874195
73,noW,hard,29,100.0,1.0,0.23468294079533766,0.09770418412600097,-0.0007836208433862624,-0.07680172191717685
73,noC,soft,29,100.0,4.0,0.2475538526727498,0.09966880915052807,-0.0003952610301726685,0.03743908743158902
73,real,soft,47,100.0,4.0,0.23327924841839198,0.10136132050720163,0.010921687306327319,0.038370807298410886
73,noI,soft,47,100.0,8.0,3.7565424937380235e-09,0.087832538403538,-0.0006047211782153155,-0.024437595126677508
73,noP,soft,47,100.0,1.0,0.23842569545575173,-0.00021618746383247897,-0.00220683914910529,-0.0006118891399245948
73,noW,soft,47,100.0,2.0,0.2316376379717636,0.10552080624227013,-0.0013928447170983849,-0.010367206323523576
73,planted,soft,47,100.0,8.0,0.10439595863142431,0.0035082323194669898,0.021607459576299025,0.12412067654506179
73,real,hard,47,100.0,1.0,0.2298179407782829,0.09735485840692383,0.009732934221847475,0.016288495045072626
73,noW,hard,47,100.0,1.0,0.22614321701729076,0.10203842488473375,-0.0010197383787079184,-0.08810859767673604
73,noC,soft,47,100.0,4.0,0.23376144441512509,0.10191010271519531,-0.004676938574718477,0.04033787173720092
77,real,soft,11,100.0,4.0,0.2737595284641133,0.11262731811851594,0.024717590094604436,0.030082132994008588
77,noI,soft,11,100.0,8.0,-4.580577916968309e-09,0.09525861730643033,0.0028043905935448326,-0.025383426387727764
77,noP,soft,11,100.0,0.0,0.27029291672722133,-5.4896526808160637e-05,-0.0014687594025559192,1.295260195396016e-16
77,noW,soft,11,100.0,4.0,0.2757105663396446,0.12000667771425409,0.004809358038330167,-0.013000724863348401
77,planted,soft,11,100.0,8.0,0.12612083993347092,0.013580040230258984,0.0173174834932252,0.10989461492155059
77,real,hard,11,100.0,1.0,0.27293161002692135,0.10644973722922979,0.020993825219052954,0.006180010255618605
77,noW,hard,11,100.0,1.0,0.2732176909349027,0.10638041613288232,0.004459764136507588,-0.05078457423059049
77,noC,soft,11,100.0,4.0,0.2734997506612026,0.11408445442790636,-0.002041234794930143,0.03541310793816865
77,real,soft,29,100.0,4.0,0.26330967922343096,0.12350163956035962,0.023739395279361242,0.031934615097709826
77,noI,soft,29,100.0,8.0,7.341459107301771e-10,0.10312342043046031,0.0012160627309266334,-0.026891261806443002
77,noP,soft,29,100.0,0.0,0.2816004862943924,4.308701010802274e-05,-0.0010928728236266707,4.070817756958907e-16
77,noW,soft,29,100.0,4.0,0.27133041716451456,0.1156186844069242,0.003034860174289573,-0.012006474935741049
77,planted,soft,29,100.0,8.0,0.10521198067154065,0.009297226284828762,0.020827081116577384,0.13809023080673868
77,real,hard,29,100.0,1.0,0.26157548691427945,0.1162965486325168,0.019141107355048242,0.009910414774500904
77,noW,hard,29,100.0,1.0,0.2686260976920113,0.099077987944612,0.002011918151000565,-0.029542465242697415
77,noC,soft,29,100.0,4.0,0.26254921201357057,0.12494063639206617,-0.0018255422352978314,0.037812525973382506
77,real,soft,47,100.0,4.0,0.27620340121749165,0.1164040925448501,0.023742998328548925,0.030593655139553182
77,noI,soft,47,100.0,8.0,-5.0975640097927766e-09,0.09687947294230084,0.0014876046403360281,-0.025234859652807428
77,noP,soft,47,100.0,1.0,0.2692528543139053,-2.837744889435297e-05,-0.0037992111829051973,-0.00019382942668427772
77,noW,soft,47,100.0,4.0,0.28130326342348155,0.11684967515260523,0.0035519455723112456,-0.013214568122562118
77,planted,soft,47,100.0,8.0,0.116995799500855,0.007204566344263659,0.03162508056859527,0.11449451764691448
77,real,hard,47,100.0,1.0,0.2749274774717196,0.1105666121549268,0.019095241403998566,0.004983100565853171
77,noW,hard,47,100.0,1.0,0.2790384897385546,0.09877742120766095,0.0028930080130475377,-0.03402076987700035
77,noC,soft,47,100.0,4.0,0.2756624916786047,0.11742610193743322,-0.0006440890959914143,0.03577933595747641
83,real,soft,11,10.0,4.0,0.08324747781763801,0.10814789316842464,0.030961596725637003,0.06736497969757181
83,noI,soft,11,100.0,8.0,-1.3437460644194488e-08,0.10540687836524118,-0.0015931637893625468,-0.03131703144411509
83,noP,soft,11,100.0,0.0,0.07754911954722492,-0.0002960693474492367,-0.007853506447314704,-1.572815951552305e-16
83,noW,soft,11,100.0,4.0,0.08595581119133751,0.10740628418187183,-0.00018615604601099356,-0.03830044811707244
83,planted,soft,11,100.0,8.0,0.05434827515757592,-1.2886886280316645e-09,0.008177695782781333,0.11248277010389889
83,real,hard,11,10.0,1.0,0.08413482462136095,0.10255213496987574,0.01960273786061098,0.05093850622247696
83,noW,hard,11,100.0,1.0,0.08550261192478223,0.0932302799094247,0.00020653889407404302,-0.15244802392347642
83,noC,soft,11,100.0,4.0,0.08382852541311553,0.10489956863840408,-0.0037568061388842575,0.0817737970399566
83,real,soft,29,100.0,4.0,0.08772128817402403,0.1047741677950407,0.032568336734501616,0.06534448850584895
83,noI,soft,29,100.0,8.0,-6.020347081969746e-09,0.10079741830415584,-0.011797923492455368,-0.030768308864224277
83,noP,soft,29,100.0,8.0,0.07731690884847846,-0.0004136763728582644,-0.0072118663846893385,-0.0014383549187626612
83,noW,soft,29,100.0,4.0,0.07403993186467789,0.11644582263955247,0.0006500098671328909,-0.032113114022739975
83,planted,soft,29,100.0,8.0,0.0357637911808911,-5.420915069245791e-05,0.018665854120881814,0.08344571302412682
83,real,hard,29,100.0,1.0,0.08849169172877025,0.10015982261839612,0.02030488845020359,0.0630724354100338
83,noW,hard,29,100.0,1.0,0.07211520275734257,0.10161548921571718,0.0005698267631812082,-0.16279419701672426
83,noC,soft,29,100.0,4.0,0.08723038638184959,0.10297335815506886,-0.004525431189304717,0.07704000512081044
83,real,soft,47,100.0,4.0,0.08224327944717232,0.1208327588593188,0.021240936016359797,0.06229285490174753
83,noI,soft,47,100.0,4.0,-5.603723267933828e-05,0.0862409998565297,-0.0017078385137278087,-0.029597771948804093
83,noP,soft,47,100.0,8.0,0.09206586720452879,0.0019210183342416494,-0.0030987253160238795,-0.0034433796548261984
83,noW,soft,47,100.0,4.0,0.08133421611206348,0.11507877510053396,-0.005238933349468936,-0.03819440491906684
83,planted,soft,47,100.0,8.0,0.032226986833673456,-0.0006413233952899758,0.026470128135564947,0.09892586389706763
83,real,hard,47,100.0,1.0,0.08173653991564725,0.11355686612768538,0.013677526253530295,0.051947479490375585
83,noW,hard,47,100.0,1.0,0.08167516567755616,0.09826011573212007,-0.004476407599136413,-0.17668636773859125
83,noC,soft,47,100.0,4.0,0.08137346393705562,0.12004062350370022,-0.002348020245384422,0.07523322083457833
85,real,soft,11,100.0,4.0,0.26423773413985463,0.11076083043447424,0.0017944739165866677,0.028317721364304004
85,noI,soft,11,100.0,8.0,-4.147269182748954e-05,0.08970725586953755,-0.004473301363098851,-0.024453585832327224
85,noP,soft,11,100.0,0.0,0.2607525485878198,-0.000414296002560414,-0.0007350782457649085,6.106226635438361e-16
85,noW,soft,11,100.0,4.0,0.2558415942268505,0.11268429910958638,-0.0023580569462553396,-0.017610870278161078
85,planted,soft,11,100.0,8.0,0.1192910922498482,6.265511950032113e-05,0.02676877907181548,0.12311840240693857
85,real,hard,11,100.0,1.0,0.26098913426806325,0.10016921784749314,0.0009093443179885308,0.014286900402582578
85,noW,hard,11,100.0,1.0,0.25811507132714007,0.098342895197977,-0.002226458511730478,-0.05481675713961481
85,noC,soft,11,100.0,4.0,0.2642252617487535,0.10990544964487116,-0.00445703394622283,0.030047081014736955
85,real,soft,29,100.0,4.0,0.2614416114034738,0.11512895347506276,0.008074542222148807,0.03489878826304252
85,noI,soft,29,100.0,8.0,-3.6272014558580423e-09,0.09691023873677437,-0.0024425536329652584,-0.02669093582022396
85,noP,soft,29,100.0,0.0,0.24860133070865495,-0.0012653065774952306,-0.0020060576273773683,2.312964634635743e-16
85,noW,soft,29,100.0,4.0,0.2653565743190757,0.11959596473400275,-0.0012746386340775906,-0.019304087443056273
85,planted,soft,29,100.0,8.0,0.13447511358208653,0.0005882454168232205,0.02537509381534585,0.11369703265339716
85,real,hard,29,100.0,1.0,0.25962235070851486,0.10466172312522898,0.007232806687550904,0.027246986627403304
85,noW,hard,29,100.0,1.0,0.2677210434510586,0.11001000669349398,-0.0011937809023454722,-0.06247769103107908
85,noC,soft,29,100.0,4.0,0.26151615594178623,0.11561276906897676,-0.0019340901941714468,0.036177538901839196
85,real,soft,47,100.0,4.0,0.24722641749309782,0.10705377780292699,0.008504956049529562,0.03295541125300443
85,noI,soft,47,100.0,4.0,-2.1864677013372358e-09,0.08593976780896065,-0.003585387023188197,-0.020374266130912894
85,noP,soft,47,100.0,0.0,0.2402732901046767,-0.0003635262410401537,-0.0037753746559051433,5.921189464667501e-16
85,noW,soft,47,100.0,4.0,0.258171956474165,0.11750516608290655,-0.001773228380460595,-0.020914522857483384
85,planted,soft,47,100.0,8.0,0.103829428143769,0.00187327856730173,0.019528162827308466,0.15175195241757503
85,real,hard,47,100.0,1.0,0.24314605953486132,0.0991961911188426,0.007878528203106082,0.0229619194862295
85,noW,hard,47,100.0,1.0,0.258853832971327,0.1097548945377385,-0.0015716700967088972,-0.07208708241776535
85,noC,soft,47,100.0,4.0,0.24683298786776903,0.10709310662249524,-0.0001351022624925905,0.03434802252931074
90,real,soft,11,100.0,4.0,0.31748076962164073,0.08848624311957697,-0.0005237974459366042,0.0798445996961536
90,noI,soft,11,100.0,8.0,8.103828349111575e-10,0.04357874309603974,7.472313091969975e-05,-0.015134250772382042
90,noP,soft,11,100.0,8.0,0.3220701417763579,-0.00017732586854263277,-0.002267342802110365,0.0005801025691288634
90,noW,soft,11,100.0,8.0,0.32755774990050424,0.09080182054212425,0.00011296884198790563,-0.021584789551779383
90,planted,soft,11,100.0,8.0,0.1142076009958818,0.016740986971350753,0.016517542566471328,0.05783473417051847
90,real,hard,11,100.0,8.0,0.3252155870443343,0.10283765297747266,-0.0004517027109155562,-0.025069796987991912
90,noW,hard,11,100.0,1.0,0.32144607438090855,0.07691579682221084,0.0003329941326325562,-0.097647891875035
90,noC,soft,11,100.0,4.0,0.3180600295840882,0.08856502243997715,-0.0030649566274440023,0.08026434267413447
90,real,soft,29,100.0,4.0,0.3302794127070362,0.08741497370407851,-0.001523647932617685,0.07626116078214604
90,noI,soft,29,100.0,8.0,-6.659496611568135e-09,0.04840789395128012,-0.00040382684752268694,-0.02057806298624116
