v_a,v_b,v_ab,v_b0,v_b1,v_delta,v_algebra,v_gap,v_thr
-0.08331945735544556,-0.038655266561584946,0.0032207358338413577,0.01345090111209705,0.010230165278255656,-0.003220735833841394,-0.0032207358338413577,3.642919299551295e-17,0.0016781433438910393
