v_what,v_alone,v_joint,v_se,v_thr
强度,0.12565372012378304,0.12546498237142886,0.013074125309816926,0.02525320879753312
广度,-0.04304346373959666,-0.0008582162454798414,0.0161659285545766,0.02669287819586908
