qi,option,loading,z_in_block,endorse_rate
19,Possessiveness (sexual partners fighting),0.08178315193103827,-1.7964283663108715,0.271484888304862
19,Sloppy seconds,0.20369978433745595,-0.17384905371816442,0.19868593955321945
19,Soft swinging,0.18895757167144867,-0.37005205589727014,0.18817345597897503
19,Swinging,0.265368803017657,0.6468992885163944,0.22890932982917214
19,Synchronized fucking,0.17649146620239803,-0.5359625181814598,0.21130091984231275
19,Threesomes,0.0455151004492933,-2.2791171420814607,0.8956636005256242
19,Triple penetration,0.2662601067765866,0.6587615833643552,0.34875164257555846
20,Affection,-0.16902449349887871,0.9707228095262789,0.8578588612670409
20,Caretaker/caretakee dynamics,-0.3030184968293267,-0.10056310984867484,0.33159582999198073
20,Clear,-0.4102885116153343,-0.95818997041789,0.76242983159583
20,Cuddling,-0.1640582103585699,1.0104283863999053,0.8466319165998396
20,Energy work,-0.23999745771873035,0.40329191459642844,0.15938251804330392
20,Romance,-0.13108317015102572,1.2740647834560253,0.8690858059342422
20,Sensual healing,-0.47212324650922144,-1.4525604584519005,0.37429831595829993
20,Tantra,-0.16881109495189864,0.9724289370611884,0.1214915797914996
20,Therapeutic sexual experiences,-0.4357097272061634,-1.1614333219034703,0.3979550922213312
20,enthusiastic consent,-0.41028851161533425,-0.9581899704178896,0.76242983159583
29,Atheletes,0.1766323168376216,-0.1436737497506865,0.42706013363028955
29,Babysitter,0.29530985041348007,1.0937596744198526,0.5361915367483296
29,Catboys,0.03016582077758249,-1.6708586539599155,0.10226429101707499
29,Catgirls,0.21365456071621983,0.242351815769575,0.4177802524127691
29,Celebrities,0.21734288744501098,0.28080946344684515,0.32869339272457315
29,Cheerleaders,0.3102401529397111,1.2494357726859726,0.550482553823311
29,Criminals,0.12625314906181317,-0.6689700228471654,0.29342984409799555
29,Doctors,0.16355768086689904,-0.28000108207338714,0.5341499628804751
29,Escorts/prostitutes,0.29771662118161085,1.1188547240308893,0.3710096510764662
29,Geishas,0.14160132679391363,-0.5089368004372035,0.1315887156644395
29,Gigolos,0.02792395186023641,-1.6942342958977368,0.03285077951002227
29,Gynecologists,0.0665940451826383,-1.29102684330649,0.13956941351150706
29,Librarians,0.27400063230003413,0.8715715488159157,0.3995916852264291
29,Maids,0.273240085088818,0.8636414333891657,0.6850408314773571
29,Nazis,0.03973587572907317,-1.5710730794598038,0.04528582034149963
29,Nuns,0.25341326514138107,0.6569100583872807,0.26224944320712695
29,Nurses,0.31156814980780007,1.263282603356048,0.6026354862657758
29,Priests,0.06996402812191312,-1.2558885201353431,0.11005939123979214
29,Scientists,0.18967208583808884,-0.007709970268135798,0.24498886414253898
29,Strippers,0.29984306100723934,1.1410268035764937,0.5022271714922049
29,Students,0.2655848077714018,0.7838209674725034,0.6069042316258352
29,Teachers,0.14503907993400117,-0.4730918472146763,0.8060504825538233
36,ASMR,0.016609095368467094,-2.341785820688371,0.44246239944036375
36,"Breathplay (choking, asphyxiation)",0.16546419238909937,-0.33358103615243695,0.6904512067156349
36,Constriction/compression,0.2183157805469169,0.37943997779470773,0.29835606855543895
36,Cupping,0.1286983315149298,-0.8295894308455394,0.15704791885274572
36,Earplugs/blindfolds,0.22669717331228936,0.4925133853526827,0.6362364463098986
36,Electricity,0.1768785573244046,-0.17958978738557765,0.2563833508219657
36,Feathers,0.24667500962194785,0.7620344650115878,0.44176285414480587
36,Messiness/goo/mud,0.09470689403623773,-1.288168067010762,0.09828611402588318
36,Oil/lotion,0.16194690698584183,-0.3810327493740619,0.6607205316544246
36,"Pumps (e.g., breast/penile pumps)",0.15178111243927264,-0.5181795294013517,0.2441413081497027
36,Scratching,0.22802430689143863,0.5104177504480643,0.45435466946484787
36,Sensory deprivation,0.23991925443380002,0.6708925413318668,0.4228751311647429
