k,half,n,b,thr,mde,sig
6,全体,1435,-0.054795772575200005,0.05180548513202389,0.05067675865999853,True
6,`c3⁻` 高半,718,-0.04975427643654034,0.07133747178910234,0.07202383193873198,False
6,`c3⁻` 低半,717,-0.05637334631125622,0.0723083404855688,0.07481911376887758,False
8,全体,2153,-0.03858338533407057,0.039051964153462244,0.04141654434993824,False
8,`c3⁻` 高半,1077,-0.042125633029964006,0.0634028833870713,0.06182799767070073,False
8,`c3⁻` 低半,1076,-0.03393486195904874,0.05804658153740491,0.05811728682411653,False
10,全体,4443,0.03982790382999671,0.02919599431093087,0.029908631590006274,True
10,`c3⁻` 高半,2222,0.03698203282109354,0.04204528625660601,0.04196228876958558,False
10,`c3⁻` 低半,2221,0.04470802680793332,0.042353440664640384,0.04175481289292405,True
