quantity,r_shame,sd_r,inc_r2,sd_inc,r_ord,r_trg,n
form_i,0.045399828218822644,0.016249384360658974,0.0020611444022987646,0.0013336970142609728,0.01412792426658728,-0.027044267650041913,4563
