comp,before,before_sd,after,after_sd,n_before,n_after
1,9.666666666666666,1.1055415967851332,8.666666666666666,0.4714045207910317,6717,6717
2,7.75,2.419538523492996,6.0,0.0,6717,6717
3,17.833333333333332,0.3726779962499649,20.0,0.0,6717,6717
