comp,outcome,b,sig
c2⁺ 卷入之一,羞耻,0.010062698250845208,False
c2⁺ 卷入之一,能不能改,-0.05418889547021944,True
c2⁺ 卷入之一,治疗性,0.014003274539010126,False
c2⁺ 卷入之一,实践了多少,0.03306563685572324,False
c3 卷入之二,羞耻,-0.08844929017750038,True
c3 卷入之二,能不能改,0.034192269143309334,False
c3 卷入之二,治疗性,0.013558725440126429,False
c3 卷入之二,实践了多少,0.03424204544918323,False
