v_name,v_d,v_t
S 位置,0.260383081352664,5.591649139669388
D 块间对比,0.1690852081057106,3.6247801346553725
c1,-0.12498618167999316,-2.6669038264329643
c2,-0.008462460570201351,-0.18033750925256029
c3⁻,0.24116894123875487,5.151241354930628
清晰度,0.046793628479633746,1.0042589044663186
五题(常规不色),0.07195965183054781,1.5440937999762716
EARLY 平均起始,-0.2906596696776142,-6.241006050933618
_thr,,2.68084878255414
_n,815.0,1046.0
