v_b0,v_b1,v_drop,v_thr,v_t2,v_mde,v_tsa,v_corr,v_n
0.12585311828189924,0.1196500148151822,4.928843680156314,6.278852151072646,0.025932367886926284,0.05,-0.024600188412415454,-0.40149432033734755,6711
