v_b0,v_se0,v_n0,v_b1,v_se1,v_n1,v_diff,v_thr,v_mde
-0.049912396038493616,0.023859058840261366,1758,-0.08600180274271772,0.01443022218759119,4850,-0.03608940670422411,0.05334468671762005,0.08
