v_dA,v_dT,v_DiD,v_rank,v_thr,v_mde,v_n,v_n0,v_n1
-0.06173864334016971,-0.018515277492637625,-0.043223365847532086,-0.04579231037130577,0.053490345396307246,0.08,12515,3527,8988
