arm,r,sd,n
A_全样本未截断,0.15321693750803608,0.009441028976502017,9944
B_截断≤14,-0.07406009597768534,0.019854654082707635,2806
C_未截断_同批人,0.0830244633213884,0.01738607278092582,2806
