thr,zero,cos1,cos2,cos3,sh1,sh2,sh3,s_shame
0,0.09375,0.998795971675684,0.9984877120133189,0.9988034165086557,-0.07382035752850129,0.008959665504059305,-0.12539325985349975,0.11852284120046405
100,0.09375,0.998795971675684,0.9984877120133189,0.9988034165086557,-0.07382035752850129,0.008959665504059305,-0.12539325985349975,0.11852284120046405
200,0.095703125,0.9999999999999988,0.9999999999999984,0.9999999999999993,-0.0721137288162879,0.0023257554475206933,-0.12781974870845972,0.11852284120046405
400,0.228515625,0.9816838507855339,0.9498393211141715,0.9465834771346239,-0.06980652927598893,-0.0020715724101884716,-0.12183760506849586,0.11852284120046405
800,0.537109375,0.9029535253275569,0.40992264180355337,0.38579867189699124,-0.09330795933402704,0.0438421305461294,-0.08529048753210013,0.11852284120046405
