split,arm,n,r_early,r_late,d,sd,ratio
相对(人内中位),真实,11329,0.1271781410947527,0.10006972475006425,0.027454333319315717,0.013049941810440646,2.103789711717396
相对(人内中位),人内打乱,11329,0.11584536255414174,0.11540918721193084,-8.141343456936526e-05,0.012306457181725995,0.006615505451094165
绝对(<10 岁),真实,1089,0.11010293277438656,0.0568083635288552,0.05316195481683952,0.04246803043706157,1.251811168771449
绝对(<10 岁),人内打乱,1089,0.04851133237302625,0.10267642112421504,-0.05473173739086846,0.04179564835988091,1.3095080358510416
绝对(<12 岁),真实,2423,0.12367253337738186,0.07804656087446818,0.046402133272499015,0.029072146045709516,1.5961027851037184
绝对(<12 岁),人内打乱,2423,0.09432577583249899,0.11646511683541794,-0.024554108301431135,0.028268247556463007,0.868610912380994
绝对(<14 岁),真实,3854,0.11851632540089124,0.10587402493791667,0.012850013548454303,0.023459737242941116,0.5477475478682434
绝对(<14 岁),人内打乱,3854,0.11694963607944499,0.10408232053120546,0.012192958800027551,0.021726358347364822,0.5612058222130184
