arm,outcome,b,z,thr,sig,shame_coef
不控羞耻,羞耻,0.08844929017750038,7.153268548792153,2.4626615438752144,True,
不控羞耻,能不能改,-0.034192269143309334,-2.9106918375299125,2.4626615438752144,True,
不控羞耻,治疗性,-0.013558725440126429,-1.082765384294978,2.4626615438752144,False,
不控羞耻,实践了多少,-0.03424204544918323,-2.816163809732584,2.4626615438752144,True,
控羞耻,能不能改,-0.03469838080159934,-2.9539680591416717,2.3689354218019294,True,0.005722054493307026
控羞耻,治疗性,-0.01013789888796314,-0.8102706905621692,2.3689354218019294,False,-0.038675568173564094
控羞耻,实践了多少,-0.02728096739534369,-2.252615959721398,2.3689354218019294,False,-0.0787013444638167
