claim,n_seeds,point,floor,effect,sd_realization,se_mean,q1_ratio,q2_ratio,contrast
#163 内容不相似分半保留率,8,0.8415025427714018,0.0,0.8415025427714018,0.00835378950408281,0.0029535106034709806,100.73303168102666,284.9160391645331,对 0;另见下方对 1.0
#159 题目侧 − 人侧(配对差),8,0.8609601941652381,0.0,0.8609601941652381,0.021808604971978982,0.007710506231952497,39.47800399298588,111.66065732459968,"声明说的是两侧的差,不是各自对 0"
#159 人侧相关,8,0.10436984424696988,0.0,0.10436984424696988,0.018231159605901343,0.006445688293113552,5.7248055802871605,16.192195387182558,对 0
#100 跨块分半信度(去勾选数),8,0.43366781976016144,-0.024229428119653507,0.45789724787981495,0.00806950798666376,0.002853001909104474,56.74413466552959,160.4966496582345,curveball 地板 -0.0242
"#100 同上,人层自助",400,0.41565998217775574,-0.024229428119653507,0.43988941029740924,0.01640199711216885,0.01640199711216885,26.81925909931113,26.81925909931113,curveball 地板 -0.0242;自助 sd 同时是 Q1 与 Q2
