q,K,seed,n,m,full,I,P,X,I_share,P_share,X_share
90,2,11,3701,10,0.3919881860604887,0.3208635418954938,0.08055097361788721,-0.009426329452892401,0.799332185297614,0.20066781470238604,-0.023482781734578746
90,2,29,3701,10,0.4069008186738855,0.3298421922315764,0.08033100845884769,-0.003272382016538585,0.8041534446335585,0.19584655536644158,-0.007978049299735692
90,2,47,3701,10,0.3944822890311134,0.3235874627901111,0.08818355460478916,-0.017288728363786865,0.7858432214032718,0.2141567785967282,-0.04198626817682624
90,4,11,3701,10,0.35175549958975505,0.31501955375038015,0.0756466714213194,-0.03891072558194454,0.806364956714463,0.19363504328553702,-0.09960094596056544
90,4,29,3701,10,0.35970886611213615,0.3280616291054716,0.0708368661412332,-0.03918962913456867,0.8224188183577301,0.17758118164226985,-0.09824461511275256
90,4,47,3701,10,0.3492627588386431,0.3209807284918842,0.08439206862493462,-0.05611003827817569,0.7918161523783381,0.20818384762166176,-0.1384158943995596
90,8,11,3701,10,0.4626854442781885,0.3310920003296546,0.05613525860769801,0.07545818534083584,0.71558767284364,0.12132488562563647,0.1630874415307234
90,8,29,3701,10,0.472420605629968,0.34453372444543834,0.05190131231773457,0.07598556886679506,0.7292944472352263,0.10986250747577936,0.1608430452889943
90,8,47,3701,10,0.4621172900501931,0.3334306683165733,0.06534899880583803,0.06333762292778175,0.7215282256163962,0.14141214841526512,0.1370596259683387
91,1,11,1322,19,0.3129129935672863,0.20021207397116084,0.11615269789554133,-0.0034517782994158966,0.632851985351639,0.3671480146483609,-0.010910754313916709
91,1,29,1322,19,0.320293940466558,0.18157181899684874,0.1142377149607858,0.024484406508923452,0.5668912085328904,0.3566652394184566,0.07644355204865287
91,1,47,1322,19,0.3295372805046748,0.19003578758012518,0.11546822931142675,0.02403326361312282,0.5766746247620059,0.35039504220764106,0.07293033303035311
91,2,11,1322,19,0.3126904723638876,0.19470151402266284,0.11805932292466725,-7.036458344250639e-05,0.6225252366089914,0.3774747633910086,-0.00022497888204064376
91,2,29,1322,19,0.3090755527593213,0.17691638568750612,0.11599471295820712,0.016164454113608062,0.5724049802970725,0.37529565804427373,0.052299361658653745
91,2,47,1322,19,0.32321213996540354,0.18615684511084263,0.11772845688850543,0.01932683796605546,0.5759587035646891,0.36424515768840565,0.059796138746905356
91,4,11,1322,19,0.26669470156830455,0.19264865068307097,0.1242944397665445,-0.05024838888131096,0.6078335716666977,0.3921664283333024,-0.1585407298516229
91,4,29,1322,19,0.2656866352647864,0.17936816341366754,0.12104687471606315,-0.03472840286494429,0.5970678582881377,0.40293214171186226,-0.11560141290246341
91,4,47,1322,19,0.29749715035200763,0.18736453258078573,0.12412882521920234,-0.013996207447980448,0.6015041023799093,0.39849589762009074,-0.04493260320808351
91,8,11,1322,19,0.09724477611447724,0.1833980539381589,0.12817181559109464,-0.2143250934147763,0.5886257686446138,0.4113742313553862,-0.6878877400391669
91,8,29,1322,19,0.12702851870722176,0.16921196426108825,0.12117139013506227,-0.16335483568892878,0.5827192285624049,0.4172807714375951,-0.5625488968836511
91,8,47,1322,19,0.09462921614902298,0.1784774760106571,0.12575762535425566,-0.20960588521588985,0.5866432742636869,0.4133567257363131,-0.688960229360515
92,1,11,3593,18,0.2698872595862911,0.19886141118371337,0.08405198777975886,-0.013026139377181112,0.7029055955366361,0.29709440446336394,-0.04604285065644047
92,1,29,3593,18,0.2632530936890649,0.1767643931927369,0.0912687187905145,-0.0047800182941865055,0.6594871502435206,0.3405128497564794,-0.017833685766724203
92,1,47,3593,18,0.2635339878044115,0.17902972492440467,0.09784851097766895,-0.013344248097662104,0.6466009303372041,0.3533990696627959,-0.04819536665345449
92,2,11,3593,18,0.26091238268658923,0.1970910284801496,0.08989170524872403,-0.026070351042284428,0.6867696391321959,0.31323036086780415,-0.09084292529917268
92,2,29,3593,18,0.2514405143075267,0.1741756501986415,0.09607473119366466,-0.018809867084779497,0.6444973335515898,0.3555026664484102,-0.06960163011749593
92,2,47,3593,18,0.2547340843749233,0.17584980632348593,0.10197171648660594,-0.0230874384351686,0.6329596229435763,0.36704037705642373,-0.08310169133638465
92,4,11,3593,18,0.19336640254690007,0.18749112080137328,0.09262156149294334,-0.08674627974741655,0.6693417779791022,0.3306582220208978,-0.309683513923413
92,4,29,3593,18,0.1947987080413478,0.16440528223487613,0.09611159758041446,-0.0657181717739428,0.6310734350551156,0.36892656494488446,-0.2522607050281645
92,4,47,3593,18,0.18368153572995394,0.17308327257672676,0.10575484242060249,-0.09515657926737534,0.6207303208113589,0.37926967918864113,-0.3412610190263507
