seed,raw,adjusted,permuted_null,pairs
1,0.2689109957009107,0.19305266815322966,0.05163131950795029,306
2,0.2688582507171279,0.20612951991486267,0.05094802775330698,306
3,0.26826941495021217,0.19663575679521428,0.05116952161403564,306
4,0.2637513129004454,0.19927679697405093,0.05084319193692241,306
5,0.2774569908536759,0.1892683664564827,0.050527231013368076,306
6,0.2682096466743782,0.20472304398196056,0.05013854746228256,306
