outcome,b,null_sd,z,raw_r,sig
羞耻,0.06109342567604255,0.011775097484683647,5.188358377118259,0.07736582436097987,True
能不能改,-0.017856377859074006,0.012056120688654288,-1.4811047699512658,-0.04750230018098181,False
治疗性,0.016450900967745822,0.011799761065640534,1.3941723799517298,0.045922726659264466,False
实践了多少,0.012231923294110821,0.012014384841148194,1.0181064994869797,0.030268797260430996,False
