arm,sex,rnd,sd
全部29,0.6667333105876839,0.8727934522115481,0.016079815510329238
性别指涉5,,,
非性别指涉24,0.7626949301528112,0.8856400038018686,0.012966756339589249
★保留集22,0.7118885741610339,0.8291151794170184,0.019673363025323815
