outcome,k,n,b_common,b_uncommon,diff,lo,hi,sig
羞耻(对照臂),8,1665,-0.03950666817121463,0.036999893772503796,0.07650656194371842,0.008598362386222436,0.13425894904976513,True
羞耻(对照臂),10,3699,0.023359607179618776,0.0814928163288848,0.05813320914926603,0.012370544478005077,0.09672750777938521,True
羞耻(对照臂),12,5140,0.05169767338612688,0.07188347572011039,0.02018580233398351,-0.017065449502360035,0.058298931549105246,False
羞耻(对照臂),14,5890,0.033247931974545966,0.09424043455005397,0.060992502575508006,0.02674862435552611,0.09271348959976668,True
**能不能改(新结局)**,8,1665,-0.039498692143500276,-0.03174005447437001,0.007758637669130264,-0.06157211100257248,0.06731326332454907,False
**能不能改(新结局)**,10,3699,-0.036527772458161176,-0.03352738655240769,0.0030003859057534873,-0.03947872949413536,0.04818648664864721,False
**能不能改(新结局)**,12,5140,-0.050090909943915754,-0.03111525519646103,0.018975654747454725,-0.02037529175908891,0.05656465833974511,False
**能不能改(新结局)**,14,5890,-0.048222315146604675,-0.04778899874103797,0.0004333164055667013,-0.035562886094630285,0.031584155941547856,False
