comp,before,before_sd,after,after_sd,n_before,n_after
1,10.166666666666666,0.3726779962499649,9.833333333333334,0.372677996249965,6717,6717
2,8.75,1.8763883748662837,5.583333333333333,0.4930066485916346,6717,6717
3,18.333333333333332,1.5986105077709065,18.333333333333332,1.5986105077709065,6717,6717
