comp,anchor_r,anchorable,coef,abs_coef,sig,signed
c1,0.02775178305924778,0,0.051794645043589736,0.051794645043589736,True,**符号不可用**
c2,-0.3762621879820896,1,0.053274635383461805,0.053274635383461805,True,+0.0533
c3,0.45995339174547517,1,0.03553520358444614,0.03553520358444614,True,+0.0355
