v_q,v_val
c3_np↔c3,0.9472555977627178
c3_np↔羞耻,0.10442380643764564
c3↔羞耻,0.12781974870845972
c3_np↔越轨半,0.13714769859623788
c3_np↔普通半,-0.09233968449204412
