world,q,Kc,seed,arm,C
real,85,1,11,perm,-0.00021764002555968442
real,85,1,29,real,0.0012455601991253618
real,85,1,29,perm,-0.0004695527044882297
real,85,2,11,real,0.004560231187379027
real,85,2,11,perm,-0.0002486218181798616
real,85,2,29,real,0.0063025862709619185
real,85,2,29,perm,-0.0009719023350390765
real,85,3,11,real,0.011832383455231521
real,85,3,11,perm,-0.00048780402847559134
real,85,3,29,real,0.014927233835052678
real,85,3,29,perm,-0.0012718838776133445
real,85,5,11,real,0.016636715417519432
real,85,5,11,perm,-0.0008215877448465303
real,85,5,29,real,0.01763265880237297
real,85,5,29,perm,-0.002122441080985915
real,85,8,11,real,0.018130528631866816
real,85,8,11,perm,-0.002112014158147213
real,85,8,29,real,0.01947820328594574
real,85,8,29,perm,-0.002652706852838027
real,85,12,11,real,0.02189413083920677
real,85,12,11,perm,-0.002839995472464052
real,85,12,29,real,0.02277475801818929
real,85,12,29,perm,-0.003548806459462317
real,85,16,11,real,0.022970245848013993
real,85,16,11,perm,-0.004571755098902397
real,85,16,29,real,0.023010254460416935
real,85,16,29,perm,-0.003627030799966291
real,85,24,11,real,0.023414266818785112
real,85,24,11,perm,-0.007638719038519315
real,85,24,29,real,0.024752546156818545
real,85,24,29,perm,-0.005701518562296726
real,85,32,11,real,0.023165424061965534
real,85,32,11,perm,-0.009980424005039179
real,85,32,29,real,0.024223757108097987
real,85,32,29,perm,-0.008208541934683122
real,90,1,11,real,0.000956810145188558
real,90,1,11,perm,-0.0003100733077585627
real,90,1,29,real,0.0008122022935611595
real,90,1,29,perm,-0.00036896241829054155
real,90,2,11,real,0.001830354153584679
real,90,2,11,perm,-0.0007537867114792984
real,90,2,29,real,0.0015518778820099444
real,90,2,29,perm,-0.00042206059992055955
real,90,3,11,real,0.004513677263104587
real,90,3,11,perm,-0.0016372338038179723
real,90,3,29,real,0.004532385246236004
real,90,3,29,perm,-0.0007993389649585403
real,90,5,11,real,0.004205977937485339
real,90,5,11,perm,-0.001963658576986216
real,90,5,29,real,0.00421661032613474
real,90,5,29,perm,-0.001098369442434577
real,90,8,11,real,0.004753384903845359
real,90,8,11,perm,-0.0024244500518860734
real,90,8,29,real,0.005705169543185451
real,90,8,29,perm,-0.0015487823857867067
real,90,12,11,real,0.00765220665884514
real,90,12,11,perm,-0.003041278981754214
real,90,12,29,real,0.007732953707456303
real,90,12,29,perm,-0.00198046457153922
real,90,16,11,real,0.008303149305465496
real,90,16,11,perm,-0.0038739163507492957
real,90,16,29,real,0.010252810834807669
real,90,16,29,perm,-0.0021640355384316967
real,90,24,11,real,0.009722877577662659
real,90,24,11,perm,-0.004976611762829153
real,90,24,29,real,0.008811700799261524
real,90,24,29,perm,-0.004608625011891299
real,90,32,11,real,0.010928140878865511
real,90,32,11,perm,-0.007115440399443895
real,90,32,29,real,0.010592624469804801
real,90,32,29,perm,-0.005292940301749982
real,92,1,11,real,0.01552924742301287
real,92,1,11,perm,-0.0008696167372430619
real,92,1,29,real,0.012137914280254458
real,92,1,29,perm,-0.0006576512779706833
real,92,2,11,real,0.0188720187266066
real,92,2,11,perm,-0.0012645020960991848
real,92,2,29,real,0.014396060117121134
real,92,2,29,perm,-0.0002819863063586725
real,92,3,11,real,0.028260872698490758
real,92,3,11,perm,-0.0014139754885892364
real,92,3,29,real,0.021751127203103127
real,92,3,29,perm,-0.00028451734084722347
real,92,5,11,real,0.032562037469821115
real,92,5,11,perm,-0.0014920407324616747
real,92,5,29,real,0.02803193465111342
real,92,5,29,perm,-0.00026338273506953946
real,92,8,11,real,0.035044165250434745
real,92,8,11,perm,-0.002289082692847222
real,92,8,29,real,0.031394263632011477
real,92,8,29,perm,-0.0006895525616560372
real,92,12,11,real,0.04356230377528214
real,92,12,11,perm,-0.003537532955296352
real,92,12,29,real,0.03850483071559807
real,92,12,29,perm,-0.0021886039331218132
real,92,16,11,real,0.049760057599666285
real,92,16,11,perm,-0.004438404971583321
real,92,16,29,real,0.045892512095821014
real,92,16,29,perm,-0.0026894170960380936
real,92,24,11,real,0.052702711124158474
real,92,24,11,perm,-0.0058657028253636945
real,92,24,29,real,0.05114766473233656
real,92,24,29,perm,-0.005087822217924698
real,92,32,11,real,0.05541081913162382
real,92,32,11,perm,-0.005219319286954183
real,92,32,29,real,0.05221610497749618
real,92,32,29,perm,-0.005390186402969621
real,93,1,11,real,0.027505671254010045
real,93,1,11,perm,-0.0002769817655723372
real,93,1,29,real,0.027041589724949966
real,93,1,29,perm,-0.00024455858016192433
real,93,2,11,real,0.02902017314707439
real,93,2,11,perm,-0.0004664636673822331
real,93,2,29,real,0.027678516324622038
real,93,2,29,perm,-0.000478337685278718
real,93,3,11,real,0.03712434060930059
real,93,3,11,perm,-0.0003973555336225232
real,93,3,29,real,0.037199024968151084
real,93,3,29,perm,-0.0005920813232946909
real,93,5,11,real,0.046006482194510534
real,93,5,11,perm,-0.0008114662399361094
real,93,5,29,real,0.04520502736855958
real,93,5,29,perm,-0.0009389148254027591
real,93,8,11,real,0.05242124003090021
real,93,8,11,perm,-0.0020765604150012607
real,93,8,29,real,0.05393411902351697
real,93,8,29,perm,-0.0016205557906852075
real,93,12,11,real,0.059385640807812834
real,93,12,11,perm,-0.002841170073467514
real,93,12,29,real,0.06395765049194713
real,93,12,29,perm,-0.002102039703996139
real,93,16,11,real,0.06473824243570458
real,93,16,11,perm,-0.0026299683103028215
real,93,16,29,real,0.0705085938192146
real,93,16,29,perm,-0.0031727057243756684
real,93,24,11,real,0.06943003437222472
real,93,24,11,perm,-0.0037971417920205086
real,93,24,29,real,0.07277063558988395
real,93,24,29,perm,-0.004362963760557337
real,93,32,11,real,0.0689190898069576
real,93,32,11,perm,-0.004003936407167452
real,93,32,29,real,0.07394345438809857
real,93,32,29,perm,-0.005426409607210969
r2,1,1,11,real,0.1217993012759494
r2,1,1,29,real,0.1226299843748817
r2,1,2,11,real,0.19400562441701397
r2,1,2,29,real,0.19478608670094388
r2,1,3,11,real,0.1965148720392883
r2,1,3,29,real,0.1973082524696247
r2,1,5,11,real,0.1978485928693774
r2,1,5,29,real,0.1985010524339491
r2,1,8,11,real,0.2018912673184895
r2,1,8,29,real,0.2026313432795238
r2,1,12,11,real,0.20346183263649797
r2,1,12,29,real,0.20415445935106913
r2,1,16,11,real,0.20545022303675164
r2,1,16,29,real,0.20560766937069785
r2,1,24,11,real,0.20885779989052122
r2,1,24,29,real,0.20905655836722603
r2,1,32,11,real,0.21089053858929618
r2,1,32,29,real,0.21138523070811777
r2,4,1,11,real,0.0916157709671741
r2,4,1,29,real,0.0924250721911799
r2,4,2,11,real,0.2618926844042373
r2,4,2,29,real,0.25828620488266896
r2,4,3,11,real,0.2631232334531797
r2,4,3,29,real,0.2591075495995572
r2,4,5,11,real,0.26606519221152425
r2,4,5,29,real,0.26102961202391595
r2,4,8,11,real,0.2709208353311915
r2,4,8,29,real,0.26500023562274455
r2,4,12,11,real,0.2739200367938639
r2,4,12,29,real,0.2703760652284011
r2,4,16,11,real,0.27625808755381454
r2,4,16,29,real,0.26998864313048565
r2,4,24,11,real,0.2780927652468449
r2,4,24,29,real,0.2707530192187767
r2,4,32,11,real,0.27804415415385997
r2,4,32,29,real,0.27222742356321183
r2,7,1,11,real,0.14469612402380916
r2,7,1,29,real,0.17577223500947248
r2,7,2,11,real,0.2066607082889389
r2,7,2,29,real,0.2462839221315526
r2,7,3,11,real,0.20777208621140275
r2,7,3,29,real,0.2482852437495663
r2,7,5,11,real,0.20980061390487326
r2,7,5,29,real,0.24931018739923216
r2,7,8,11,real,0.21130241848119657
r2,7,8,29,real,0.2458388079320849
r2,7,12,11,real,0.20685873923111964
r2,7,12,29,real,0.24581018439250657
r2,7,16,11,real,0.20768973548321756
r2,7,16,29,real,0.2463892978254022
r2,7,24,11,real,0.20354884179999055
r2,7,24,29,real,0.25095627390687847
r2,7,32,11,real,0.20300921979618292
r2,7,32,29,real,0.25242698756874915
r2,8,1,11,real,0.12125524038825564
r2,8,1,29,real,0.10354837670994133
r2,8,2,11,real,0.3226659950648585
r2,8,2,29,real,0.3050650339901223
r2,8,3,11,real,0.32328688401815475
r2,8,3,29,real,0.3067574911165841
r2,8,5,11,real,0.3277719420959535
r2,8,5,29,real,0.3086432603606206
r2,8,8,11,real,0.3239773831347956
r2,8,8,29,real,0.30754505865722614
r2,8,12,11,real,0.3254029107865689
r2,8,12,29,real,0.3117859162935357
r2,8,16,11,real,0.3282728565134376
r2,8,16,29,real,0.31585738589831436
r2,8,24,11,real,0.3332597031340543
r2,8,24,29,real,0.3172297695191323
r2,8,32,11,real,0.3349430988858598
r2,8,32,29,real,0.3157199859398674
r2,13,1,11,real,0.12528302695901872
r2,13,1,29,real,0.12625928136365572
r2,13,2,11,real,0.27488822889131326
r2,13,2,29,real,0.27688020526757895
r2,13,3,11,real,0.27682606521418196
r2,13,3,29,real,0.27846224257640195
r2,13,5,11,real,0.2813354450614486
r2,13,5,29,real,0.2841409419518368
r2,13,8,11,real,0.28386919003623945
r2,13,8,29,real,0.2865191896892926
r2,13,12,11,real,0.2846492924997652
r2,13,12,29,real,0.2876634167835579
r2,13,16,11,real,0.2885166782277129
r2,13,16,29,real,0.29294743902054654
r2,13,24,11,real,0.2922636037184557
r2,13,24,29,real,0.29497022212457435
r2,13,32,11,real,0.29299663717383206
r2,13,32,29,real,0.29533030792693526
r2,17,1,11,real,0.1661261389888682
r2,17,1,29,real,0.15379925186396715
r2,17,2,11,real,0.24041536684512754
r2,17,2,29,real,0.24934765223240818
r2,17,3,11,real,0.23942921442431664
r2,17,3,29,real,0.24765679622927395
r2,17,5,11,real,0.2432013317469539
r2,17,5,29,real,0.25836199882424316
r2,17,8,11,real,0.24344505830911956
r2,17,8,29,real,0.26060617572154066
r2,17,12,11,real,0.24747632145845988
r2,17,12,29,real,0.2623348268487484
r2,17,16,11,real,0.24267596543138847
r2,17,16,29,real,0.25857146085232685
r2,17,24,11,real,0.24125076237063514
r2,17,24,29,real,0.2598625851663159
r2,17,32,11,real,0.2394229344299459
r2,17,32,29,real,0.25577177343394264
r2,19,1,11,real,0.14491117103165552
r2,19,1,29,real,0.1572967268794263
r2,19,2,11,real,0.32119901602770584
r2,19,2,29,real,0.3341362025352186
r2,19,3,11,real,0.32075860809869894
r2,19,3,29,real,0.33402082748479256
r2,19,5,11,real,0.3234803490218233
r2,19,5,29,real,0.33684640378454345
r2,19,8,11,real,0.3254413085418427
r2,19,8,29,real,0.3400699685976216
r2,19,12,11,real,0.32747994657128054
r2,19,12,29,real,0.3421038995106389
r2,19,16,11,real,0.3272063216123883
r2,19,16,29,real,0.3427739955821899
r2,19,24,11,real,0.3289484576433195
r2,19,24,29,real,0.344594260591256
r2,19,32,11,real,0.3291290771248391
r2,19,32,29,real,0.34581894849641903
r2,29,1,11,real,0.10675548704420679
r2,29,1,29,real,0.10384143392187095
r2,29,2,11,real,0.2097620104448269
r2,29,2,29,real,0.20532978887011855
r2,29,3,11,real,0.21011386900419526
r2,29,3,29,real,0.2060893233294413
r2,29,5,11,real,0.21320991482678164
r2,29,5,29,real,0.20947683015542162
r2,29,8,11,real,0.2150461203354853
r2,29,8,29,real,0.21205827932547094
r2,29,12,11,real,0.2178260786395393
r2,29,12,29,real,0.2140509587165157
r2,29,16,11,real,0.2189772462148145
r2,29,16,29,real,0.21458663701608305
r2,29,24,11,real,0.2179340674003688
r2,29,24,29,real,0.21372304793467334
r2,29,32,11,real,0.2188515490882137
r2,29,32,29,real,0.2128534209709122
r5,1,1,11,real,0.07312527104397082
r5,1,1,29,real,0.07068497141951569
r5,1,2,11,real,0.1412641529300297
r5,1,2,29,real,0.138901961021212
r5,1,3,11,real,0.1765351728669744
r5,1,3,29,real,0.17721569969060946
r5,1,5,11,real,0.305668746554433
r5,1,5,29,real,0.3083198177793498
r5,1,8,11,real,0.3078332555312324
r5,1,8,29,real,0.3103544133495152
r5,1,12,11,real,0.3090129778669555
r5,1,12,29,real,0.3120961934502423
r5,1,16,11,real,0.3114382136530035
r5,1,16,29,real,0.3152118930174276
r5,1,24,11,real,0.3143729686444038
r5,1,24,29,real,0.31741928908837536
r5,1,32,11,real,0.316359864161316
r5,1,32,29,real,0.319493799607239
r5,4,1,11,real,0.11135977563095789
r5,4,1,29,real,0.10996056426319267
r5,4,2,11,real,0.19383628662643515
r5,4,2,29,real,0.19750333772358553
r5,4,3,11,real,0.2397559774104051
r5,4,3,29,real,0.24380781797989814
r5,4,5,11,real,0.35612064569160584
r5,4,5,29,real,0.36491717745715835
r5,4,8,11,real,0.3578883143342675
r5,4,8,29,real,0.36544095764117324
r5,4,12,11,real,0.35997750861564093
r5,4,12,29,real,0.3713186176178972
r5,4,16,11,real,0.3616456747415845
r5,4,16,29,real,0.372537324353744
r5,4,24,11,real,0.36266231101387747
r5,4,24,29,real,0.3729520288032838
r5,4,32,11,real,0.36344863934473604
r5,4,32,29,real,0.3745764502580561
r5,7,1,11,real,0.1724427400462195
r5,7,1,29,real,0.15866773359596897
r5,7,2,11,real,0.26158272415291295
r5,7,2,29,real,0.24488858560982274
r5,7,3,11,real,0.3059418082029731
r5,7,3,29,real,0.30021160342435427
r5,7,5,11,real,0.46152193816715914
r5,7,5,29,real,0.468902117774312
r5,7,8,11,real,0.46550144385306846
r5,7,8,29,real,0.47198342052645703
r5,7,12,11,real,0.4701696308276069
r5,7,12,29,real,0.47522209420050454
r5,7,16,11,real,0.4713343867190213
r5,7,16,29,real,0.47581317438792925
r5,7,24,11,real,0.47054255866281125
r5,7,24,29,real,0.47546948592968363
r5,7,32,11,real,0.4726613404959782
r5,7,32,29,real,0.47738602095367577
r5,8,1,11,real,0.09693365064099946
r5,8,1,29,real,0.10534183320091728
r5,8,2,11,real,0.1445150855528502
r5,8,2,29,real,0.14270764526314328
r5,8,3,11,real,0.22471861780232527
r5,8,3,29,real,0.21875264541456896
r5,8,5,11,real,0.4192692775232699
r5,8,5,29,real,0.43076744885657225
r5,8,8,11,real,0.4175178094953851
r5,8,8,29,real,0.43256182973591695
r5,8,12,11,real,0.4164806132542521
r5,8,12,29,real,0.4335667827092772
r5,8,16,11,real,0.4162773015189939
r5,8,16,29,real,0.4324319553806276
r5,8,24,11,real,0.41132100407398264
r5,8,24,29,real,0.4292944062312616
r5,8,32,11,real,0.4148587689869784
r5,8,32,29,real,0.42833872606048573
r5,13,1,11,real,0.07779703695336626
r5,13,1,29,real,0.08336782603890891
r5,13,2,11,real,0.16723740822000777
r5,13,2,29,real,0.1733070169941353
r5,13,3,11,real,0.23675644413484553
r5,13,3,29,real,0.24651879799245568
r5,13,5,11,real,0.3860617920571223
r5,13,5,29,real,0.40180305460456966
r5,13,8,11,real,0.3884111921446394
r5,13,8,29,real,0.40378198513961916
r5,13,12,11,real,0.39138552339324983
r5,13,12,29,real,0.4080840409288511
r5,13,16,11,real,0.392747134352765
r5,13,16,29,real,0.4090756643012706
r5,13,24,11,real,0.3934407748801191
r5,13,24,29,real,0.4102943137041115
r5,13,32,11,real,0.3937540796944089
r5,13,32,29,real,0.4109425582048538
r5,17,1,11,real,0.14692782728282816
r5,17,1,29,real,0.12708079844041975
r5,17,2,11,real,0.21996472383825239
r5,17,2,29,real,0.2099933669943349
r5,17,3,11,real,0.35976817903378
r5,17,3,29,real,0.3510936530044162
r5,17,5,11,real,0.4703701577902425
r5,17,5,29,real,0.4643453100404268
r5,17,8,11,real,0.47087453110997024
r5,17,8,29,real,0.4671583679454896
r5,17,12,11,real,0.4760217649061351
r5,17,12,29,real,0.4721926030245459
r5,17,16,11,real,0.4813812181612057
r5,17,16,29,real,0.47506251612830463
r5,17,24,11,real,0.4810384196981611
r5,17,24,29,real,0.4736091799707275
r5,17,32,11,real,0.47629072672735406
r5,17,32,29,real,0.4675912470914494
r5,19,1,11,real,0.06007340301255293
r5,19,1,29,real,0.06443203239486162
r5,19,2,11,real,0.12470585456463079
r5,19,2,29,real,0.12963039978355417
r5,19,3,11,real,0.20726091911167532
r5,19,3,29,real,0.20969548396410764
r5,19,5,11,real,0.3754048901559346
r5,19,5,29,real,0.3794647076668265
r5,19,8,11,real,0.37534710981837616
r5,19,8,29,real,0.3799051198157851
r5,19,12,11,real,0.3766037431717524
r5,19,12,29,real,0.38145303087833815
r5,19,16,11,real,0.38019784100537757
r5,19,16,29,real,0.38486532499778825
r5,19,24,11,real,0.3812994548242078
r5,19,24,29,real,0.38429353355483276
r5,19,32,11,real,0.3814236931781525
r5,19,32,29,real,0.38427843763513314
r5,29,1,11,real,0.06707035623915403
r5,29,1,29,real,0.060982285606873465
r5,29,2,11,real,0.1543093948344615
r5,29,2,29,real,0.14686887675369853
r5,29,3,11,real,0.22746549505028535
r5,29,3,29,real,0.2197987855354625
r5,29,5,11,real,0.4178798507729473
r5,29,5,29,real,0.41040605443993405
r5,29,8,11,real,0.42033087186965346
r5,29,8,29,real,0.41282959951357223
r5,29,12,11,real,0.4239903341345125
r5,29,12,29,real,0.4172799278546474
r5,29,16,11,real,0.4274788715476511
r5,29,16,29,real,0.4208751598592042
r5,29,24,11,real,0.42856499712804186
r5,29,24,29,real,0.4214735286898721
r5,29,32,11,real,0.42958859804623617
r5,29,32,29,real,0.42144736075645883
