q,Kc,Kw,seed,world,I,P,C,W
8,8,4,29,permC,0.12283429603226337,0.1510244937393838,-0.00377680903383093,-0.10832820848549779
8,8,4,29,margin,0.12238117341414873,0.16498109494606383,-0.000364185290529756,-0.35269840954971277
8,8,4,29,both,0.12208822537180634,0.16621782767977708,-0.004615856311250435,-0.35236589053521566
13,1,1,11,real,0.3121020795985833,0.11755876385476517,0.002178451409722855,-0.014451084029792893
13,1,1,11,permC,0.31211539672267563,0.11767376303518326,1.1966991813328047e-05,-0.014499180323850261
13,1,1,11,margin,0.3045227194777165,0.12262705685063201,6.635450163529807e-05,-0.0287632902468891
13,1,1,11,both,0.30453576302611174,0.12264126707184156,-5.338538125223183e-06,-0.028751833027111234
13,1,2,11,real,0.3126864066202165,0.12140771837494144,0.002177141986568154,-0.04398374161590112
13,1,2,11,permC,0.3127143214810256,0.12160582128000262,-3.125690954910072e-05,-0.044073752388166215
13,1,2,11,margin,0.2989999122794598,0.12151294312992256,4.431441356336774e-05,-0.07121348446021278
13,1,2,11,both,0.2990419567971648,0.1215077328188006,-7.816220295081552e-06,-0.07118246483453285
13,1,4,11,real,0.3141722744818544,0.11872153334737925,0.00204653022044098,-0.0849900041072936
13,1,4,11,permC,0.314295018264357,0.1189024820633757,-1.644247998761061e-05,-0.08493458868387004
13,1,4,11,margin,0.30115589148294275,0.12591750455677997,-4.9109761073908485e-05,-0.13063546084545927
13,1,4,11,both,0.3011990479378951,0.12589427103228018,6.48584350342966e-05,-0.13043834238981267
13,4,1,11,real,0.31177459073783675,0.11816565362616148,0.004145524653771372,-0.015430129990187585
13,4,1,11,permC,0.31212192382116294,0.11761359804722803,6.281674992076697e-05,-0.014474700516877853
13,4,1,11,margin,0.30430616061507165,0.12281073735054467,0.00019674657870561812,-0.028903159997506523
13,4,1,11,both,0.3046433423357896,0.12260137610709064,-0.00013188414345689328,-0.02874312709026793
13,4,2,11,real,0.3122517349509932,0.12200426262940625,0.004140390011425132,-0.04496661279548736
13,4,2,11,permC,0.31271834637411977,0.12157377171288128,5.523561233281017e-05,-0.04401362981741934
13,4,2,11,margin,0.29887484929731156,0.12168336013517606,5.955949576100242e-05,-0.07146850120570289
13,4,2,11,both,0.2991421788570269,0.12145729120817848,-0.00010794268374456072,-0.07114733975580734
13,4,4,11,real,0.31381653310056634,0.11913679761898627,0.004550611545744866,-0.08543204198643292
13,4,4,11,permC,0.31425971792779167,0.11885297579764734,2.6425965559712106e-05,-0.08491809018945774
13,4,4,11,margin,0.300951630803279,0.12611807393592572,4.4298154657719996e-05,-0.1308123147574154
13,4,4,11,both,0.3012447536192239,0.1258558514334941,-4.418178507049435e-05,-0.1304121310677425
13,8,1,11,real,0.31220225644646815,0.11840392320150939,0.004647538979651921,-0.01601484775899842
13,8,1,11,permC,0.31206557760323617,0.11765900933659441,-0.0002995786714840761,-0.014433668516575163
13,8,1,11,margin,0.3044796697882062,0.12292658979443767,0.00031529815033995434,-0.02907405562613651
13,8,1,11,both,0.30475982056513784,0.12260896926052449,-0.00048396808702483307,-0.028668480245723438
13,8,2,11,real,0.31258202350577136,0.122259834278887,0.004759762914902247,-0.04543397198670162
13,8,2,11,permC,0.31265197978287584,0.12162271724194602,-0.00030256551628849804,-0.04396800352433312
13,8,2,11,margin,0.29906131465910024,0.12185488092393922,6.805850798566326e-05,-0.07174944939374256
13,8,2,11,both,0.299237684060633,0.12147073382370119,-0.0004515249504057628,-0.07106419123435612
13,8,4,11,real,0.3140760548799272,0.11933236657066351,0.004929715712273426,-0.08613966991459573
13,8,4,11,permC,0.31420559236585055,0.11890231550767429,-0.0002661613934222725,-0.0848072501267322
13,8,4,11,margin,0.30125012668091444,0.12633719919421715,1.699202292603416e-05,-0.13112906808941138
13,8,4,11,both,0.3013447056317032,0.12586746815975075,-0.0003034386433467354,-0.13024465713790628
13,1,1,29,real,0.3086125371196703,0.11744766016559659,0.001417380608899362,-0.012356786440199368
13,1,1,29,permC,0.3085056261193043,0.11780964454115357,-0.0003650723277399218,-0.012404185251487648
13,1,1,29,margin,0.3045910287918861,0.12232090083833913,-2.3682536368789066e-05,-0.031294559115238506
13,1,1,29,both,0.3045651949527708,0.12250857294082915,-0.00017311915249926257,-0.03132868002083301
13,1,2,29,real,0.3092211560687819,0.1217857879665869,0.0012782293785082444,-0.04409066568224285
13,1,2,29,permC,0.3091106598522466,0.12213662159805545,-0.00035588721708142607,-0.04398972815248151
13,1,2,29,margin,0.30312455495559876,0.12187524055104969,-7.632373796079284e-05,-0.0745694959073312
13,1,2,29,both,0.3031055807849095,0.12205559606172557,-0.00016482859503949565,-0.07454268505387393
13,1,4,29,real,0.30965058308501014,0.11862093104536511,0.0012174398621479323,-0.07677234587438703
13,1,4,29,permC,0.3097618120557227,0.11894498285233192,-0.00040053926419399605,-0.07665527087537795
13,1,4,29,margin,0.30533522237966537,0.12112590020243465,-1.5192102485276728e-05,-0.147765889806517
13,1,4,29,both,0.30529064191902444,0.12126995345109515,-0.00018596239284410232,-0.14782134438633984
13,4,1,29,real,0.3086323826661939,0.11799869738514873,0.0033810587987574323,-0.013353197689905975
13,4,1,29,permC,0.30850750889052214,0.1178221445984524,-0.000670414978006147,-0.012393550579737678
13,4,1,29,margin,0.3046165991823143,0.12238794404315455,0.0006790959100935468,-0.0312778009883602
13,4,1,29,both,0.3046232770724151,0.12245808184942618,-0.00021656993424759571,-0.031257108804920615
13,4,2,29,real,0.30934263989202526,0.12227991018052205,0.003346020298945679,-0.04498296420137009
13,4,2,29,permC,0.3091055012053556,0.12214449696934031,-0.0006426988719368069,-0.043960562485320695
13,4,2,29,margin,0.3031313637976503,0.12195287422990408,0.0005231333168085051,-0.07465605917214593
13,4,2,29,both,0.3031029532995044,0.1220145854577038,-0.0002305096919140437,-0.07449334415308775
13,4,4,29,real,0.3096075219157716,0.11906208128763114,0.003753783286811632,-0.077196091889288
13,4,4,29,permC,0.30974176438025725,0.11896481842805932,-0.0006688040554015949,-0.07660755834456935
13,4,4,29,margin,0.30533777820802277,0.12122121801161397,0.0005052119057548654,-0.14793150611786088
13,4,4,29,both,0.3053107231886772,0.12122226914555013,-0.00023511812813134522,-0.14775547812396636
13,8,1,29,real,0.30839290068491926,0.1180571478820943,0.005675030781727014,-0.013736910895884477
13,8,1,29,permC,0.30857521407769317,0.11781407204780511,-0.0007311422332402321,-0.012381831963044255
13,8,1,29,margin,0.30452018978520906,0.12243689722318854,0.0010364802662815586,-0.03157308730866652
13,8,1,29,both,0.3046231540953951,0.12253958060695606,-0.0007005633157333621,-0.031215696960202106
13,8,2,29,real,0.3091127798716124,0.12242154578362752,0.005639142386949976,-0.04536752730231388
13,8,2,29,permC,0.3091716485921719,0.12215983428102083,-0.000733230771527917,-0.0439786485129843
13,8,2,29,margin,0.3030810607955667,0.12193567915274549,0.0009363613943445446,-0.07489550177110421
13,8,2,29,both,0.3030682365907542,0.12208607401874745,-0.0007247923803505493,-0.07446222161531998
13,8,4,29,real,0.30925928732246477,0.11937747241791685,0.006055255250079125,-0.0775723051149686
13,8,4,29,permC,0.30975128263827684,0.11890268207381731,-0.0007282657237081083,-0.07659457414094836
13,8,4,29,margin,0.30519823849918915,0.12118992722335327,0.0007521672833380085,-0.14833722141677208
13,8,4,29,both,0.30527217079659175,0.12126114301040423,-0.0006197132808521781,-0.14761466805048293
17,1,1,11,real,0.19025849308354925,-0.03172408292313371,0.007243614301264688,-0.09094661312339238
17,1,1,11,permC,0.18969094220824176,-0.032682472437484594,-0.0023098720606194905,-0.09313709347634655
17,1,1,11,margin,0.1789466278021642,-0.003832133384491518,-0.0006726904129114308,-0.1028068592129869
17,1,1,11,both,0.17924915204543854,-0.004213386778110034,-0.002019194959246786,-0.10201046700605967
17,1,2,11,real,0.1903258570930692,-0.01931928104791314,0.003782572319021552,-0.10716328068399301
17,1,2,11,permC,0.19016514941886006,-0.01964457275666526,-0.001950478397243142,-0.10553332539132769
17,1,2,11,margin,0.17258252485349226,0.003738806610639976,0.00044540990392374913,-0.20184271150044572
17,1,2,11,both,0.1725735151759961,0.0035496079093274473,-0.0018188396117273427,-0.20196406426283423
17,1,4,11,real,0.17545376877158797,-0.01508571484477933,0.006847235265839967,-0.29045120091021204
17,1,4,11,permC,0.17572090412777236,-0.015262420421834448,-0.0020512821480323613,-0.2919867123151544
17,1,4,11,margin,0.16749071263566245,0.016780391739979535,-0.00015016989139440828,-0.28306472219980283
17,1,4,11,both,0.16719608393624594,0.016559394820537244,-0.0013832520662151366,-0.282154907621361
17,4,1,11,real,0.18813823407810662,-0.030329440055829535,0.009785300980400518,-0.09123729273381784
17,4,1,11,permC,0.1890076021945216,-0.0316477509487412,-0.0075915685656271215,-0.09367578161329522
17,4,1,11,margin,0.17768348315781984,-0.0026919739831037792,-0.0015247994911495681,-0.10326701022672548
17,4,1,11,both,0.17911294342675335,-0.004363617695010102,-0.0030717070089192424,-0.10163723790289676
17,4,2,11,real,0.187950769922268,-0.01753693006316316,0.005503877988466863,-0.10827434130410898
17,4,2,11,permC,0.18962628026248393,-0.018983093854873383,-0.0071176973818065275,-0.10595753600783214
17,4,2,11,margin,0.17106201458403175,0.004616081244804531,-0.0007639249071401029,-0.20266008824700998
17,4,2,11,both,0.17289893651453014,0.0033516377111609532,-0.0016711336282021945,-0.2003906171264737
17,4,4,11,real,0.1743852413906108,-0.015247685285521593,0.010155144295407082,-0.2899756581702062
17,4,4,11,permC,0.17490297493394888,-0.014974619439791632,-0.005428241328504613,-0.29062066312756774
17,4,4,11,margin,0.166108679241781,0.01753940337309013,-0.000931079489628996,-0.28345367373353786
17,4,4,11,both,0.16694503152288237,0.016137721138517552,-0.0026822916179245018,-0.28202820602023493
17,8,1,11,real,0.1887264803277608,-0.03021538212699235,0.014386552655329296,-0.09047756284849405
17,8,1,11,permC,0.18895183468128257,-0.03163488835790634,-0.010783621722621595,-0.09402619964435277
17,8,1,11,margin,0.17726918231727115,-0.0018267256176815183,-0.000281367157285763,-0.1038950892051263
17,8,1,11,both,0.17934444153682813,-0.004614740666699545,-0.004405537167691977,-0.10185878254784006
17,8,2,11,real,0.18826656208734477,-0.018476259053379965,0.010167644501355913,-0.10745209658082494
17,8,2,11,permC,0.1895941169017258,-0.018781301714811825,-0.010264408058921029,-0.10626261155900969
17,8,2,11,margin,0.17084173889855608,0.004863558680207797,0.0007452053938037846,-0.20302246925833076
17,8,2,11,both,0.17328003071248443,0.003262991478428715,-0.003032758962250581,-0.20063995694669265
17,8,4,11,real,0.1748833391680739,-0.015303007021224838,0.013331933501866825,-0.2906403907533515
17,8,4,11,permC,0.175229487530704,-0.014303012980604178,-0.007826748038936886,-0.29017753471206303
17,8,4,11,margin,0.16580007745163441,0.01823252195071413,0.001197785424551595,-0.2831963201316219
17,8,4,11,both,0.16708283506925942,0.015815415358712354,-0.0035567423100003968,-0.2817903711984814
17,1,1,29,real,0.18960691701748378,0.007635134703536189,0.00242567314183618,-0.08599276996759703
17,1,1,29,permC,0.18842507981718618,0.006573519347742769,-0.00038130012711821515,-0.08782978690565864
17,1,1,29,margin,0.173536868446403,0.007310582154396977,-0.0016973255152539315,-0.12037105337347175
17,1,1,29,both,0.1731424703405714,0.0070575882720731635,-0.0003786301660851551,-0.12044621798991412
17,1,2,29,real,0.1906265839742932,0.014339344728450016,0.0003853965649320834,-0.13755051808078045
17,1,2,29,permC,0.19007783184399152,0.013477434302691993,-0.0003193676426865114,-0.13728532595750628
17,1,2,29,margin,0.16605469331205452,0.013353324759051422,-0.001485504132520271,-0.24437110012069216
17,1,2,29,both,0.16577731480931654,0.012954343458326967,-0.00044134705710245176,-0.24472080301088547
17,1,4,29,real,0.17313132039687107,0.02345316398305436,0.0012992575026093596,-0.20894055857670416
17,1,4,29,permC,0.17262809220125505,0.022532398221788992,-0.00035804497051749223,-0.20962790471893822
17,1,4,29,margin,0.15865425770358582,0.029696039200043774,-0.0008402123351696671,-0.3465956496771886
17,1,4,29,both,0.15795872390364585,0.02952639370067931,-0.000299525720160269,-0.34744882302779034
17,4,1,29,real,0.18886684553658248,0.008106320217426966,0.008076496950877532,-0.08505121575826999
17,4,1,29,permC,0.1881756744138631,0.007051247737899974,-0.0006476744922412624,-0.08756155298971066
17,4,1,29,margin,0.17295489768878497,0.007683847443256091,-0.0026567072597187733,-0.1199565487714334
17,4,1,29,both,0.1727733228468861,0.0072761813154738515,-0.0026456697003540046,-0.12037770626837167
17,4,2,29,real,0.18980323778697614,0.014973632168269385,0.0031919998692355087,-0.13945318437619136
17,4,2,29,permC,0.18979497958274638,0.014500406410521055,-0.0010582704535081382,-0.13748962048725688
17,4,2,29,margin,0.16564708675116643,0.013642067859079066,-0.0027289170846950634,-0.24424062672636374
17,4,2,29,both,0.16569920814324646,0.013214505730293636,-0.002384612792727438,-0.24432851749069917
17,4,4,29,real,0.17291734753179683,0.023884959857405064,0.005059987130146335,-0.2098890985488815
17,4,4,29,permC,0.17297605775830655,0.02316593601892806,-0.000984194795716209,-0.2097194462630659
17,4,4,29,margin,0.15848565163770645,0.030150446903779528,-0.0019270252822730094,-0.34630857627778866
17,4,4,29,both,0.15764842246759914,0.029618684912002025,-0.0025878332532346298,-0.34740157930505333
17,8,1,29,real,0.18861333775302883,0.009071129602296307,0.009113436032802985,-0.0861633226164901
17,8,1,29,permC,0.1877755203840246,0.007942204909356088,-0.004683322741074997,-0.08693992074978878
17,8,1,29,margin,0.17272906415694564,0.008151812237823963,-0.004513518201880358,-0.1198368745358321
17,8,1,29,both,0.17307517907849204,0.0074968287619665095,-0.003480820748251743,-0.12017412792534408
17,8,2,29,real,0.1892756228480819,0.01589183432734691,0.005334092494572275,-0.13946013769100013
17,8,2,29,permC,0.18914056251972627,0.015012780422478389,-0.005130633886576881,-0.13690470343157002
17,8,2,29,margin,0.1653341335921013,0.013860027839939568,-0.004093989098337071,-0.24362921356224287
17,8,2,29,both,0.1657569452275214,0.013187685950623085,-0.003224230537077118,-0.24412940584412354
17,8,4,29,real,0.1721986078012504,0.024544014260202925,0.00728738147441472,-0.20981075014475867
17,8,4,29,permC,0.17281483353949162,0.023482530099006332,-0.004008422707083449,-0.20808639368567752
17,8,4,29,margin,0.1579620436306552,0.0303965394682624,-0.002556635838011828,-0.3449617016557646
17,8,4,29,both,0.15781425491869255,0.029490101676921877,-0.003839397192986556,-0.34761441385388
19,1,1,11,real,0.15431810399000398,0.11177152049948035,0.002597030369827067,0.009980278008079796
19,1,1,11,permC,0.15434052443029217,0.1115835517493515,2.5560856869333286e-05,0.009943217671871302
19,1,1,11,margin,0.1647136437826605,0.11110083005300542,-9.237968143935293e-05,-0.04659308380455234
19,1,1,11,both,0.1647712122228588,0.11113131017908516,-0.0004793112048783465,-0.046538118308087524
19,1,2,11,real,0.15386647333327688,0.11258817246621598,0.002234238991339075,0.0018372933208340714
19,1,2,11,permC,0.15388081031182121,0.11229802665455625,-7.569113549506706e-06,0.002129894392694731
19,1,2,11,margin,0.16210590925467966,0.11445534989182944,-9.051082607667665e-05,-0.09821469295582598
19,1,2,11,both,0.1622117564103616,0.11446548854343556,-0.0004535651880071637,-0.09813585029785266
19,1,4,11,real,0.15388592904284654,0.12121615467110043,0.0020131461979965106,-0.01970580505697539
19,1,4,11,permC,0.15384053897469196,0.12077383450720058,0.0001063777621923741,-0.019078164316030283
19,1,4,11,margin,0.15935473146875445,0.11942524255836891,-2.95605849831478e-05,-0.2185211703641928
19,1,4,11,both,0.15953475944053008,0.11947171693071953,-0.00034612119464624835,-0.2183958339539521
19,4,1,11,real,0.15402840618286673,0.11222477441844851,0.007935610865673301,0.009610389688877239
19,4,1,11,permC,0.15449492647391022,0.11154590432490484,-0.0004717344038674317,0.009975626389090228
19,4,1,11,margin,0.16467469737038876,0.11125508238365178,-0.0011715439562444048,-0.0465276134632139
19,4,1,11,both,0.1647493403401836,0.11129220588904931,-0.0008229375399960992,-0.04655526424708518
19,4,2,11,real,0.15354827680097827,0.11307544456709745,0.007552185358344445,0.00144677087279065
19,4,2,11,permC,0.1540366326924374,0.11226937255125859,-0.00047842582979364573,0.0021887416544062828
19,4,2,11,margin,0.16205748414102988,0.11464983604242013,-0.0012136653013792946,-0.09819321281498511
19,4,2,11,both,0.16221960929135623,0.11458911023151039,-0.0008418480757586833,-0.09819765278948407
19,4,4,11,real,0.15369970214028378,0.12195794279716292,0.006079347292454221,-0.02134807277756647
19,4,4,11,permC,0.15397210226533542,0.12066629588822896,-0.0004633489047182471,-0.019118187004985212
19,4,4,11,margin,0.1594667219980738,0.11974067628306857,-0.000961201191957158,-0.21830817635502334
19,4,4,11,both,0.15960500887260126,0.11959101829846006,-0.0006537775853783049,-0.21837700994856402
19,8,1,11,real,0.15434392189456658,0.11276974936360641,0.011437441677267447,0.008109138695813284
19,8,1,11,permC,0.15448146713348768,0.11165240358224571,-0.0014098355379441874,0.010012790790103965
19,8,1,11,margin,0.1647879117761912,0.11136754497753681,-0.0020869087219665314,-0.04658540425269962
19,8,1,11,both,0.16468264813455513,0.11145369560137655,-0.001008500817986674,-0.04650382096764639
19,8,2,11,real,0.15385097273627732,0.11367176801307971,0.010898498316067335,-0.00020999797414456012
19,8,2,11,permC,0.15399536108180242,0.11236752923866468,-0.0014053563137080005,0.002237076705582421
19,8,2,11,margin,0.1622168593271186,0.11475942657619154,-0.001967967527056358,-0.09808994106442577
19,8,2,11,both,0.16216417000350433,0.11472278545330311,-0.0009959502037767871,-0.09811474836007282
19,8,4,11,real,0.15415569665167075,0.1223063446198709,0.008705301960815572,-0.023725199913863217
19,8,4,11,permC,0.15393424428922742,0.1207057282319825,-0.0014359509758773796,-0.019115523541053853
19,8,4,11,margin,0.15957114090706886,0.11985362374336084,-0.0015560346648808474,-0.2180454358517106
19,8,4,11,both,0.1595050760464029,0.11974302830051503,-0.0008729329314548506,-0.21835915873721123
19,1,1,29,real,0.14834073800805214,0.1226008290460236,0.0031380931658737767,0.0071112210304180665
19,1,1,29,permC,0.14820730741114757,0.12222755357640046,-0.0002704696084081063,0.007099480429864755
19,1,1,29,margin,0.14286079647310218,0.12003327041290449,-0.0006206834923143851,-0.055843038576901385
19,1,1,29,both,0.1428947654506469,0.1200212372807906,-0.00027114962802385345,-0.05591669161306141
19,1,2,29,real,0.14657074325800779,0.12340872129476413,0.0027168372273789765,-0.008805554900610302
19,1,2,29,permC,0.14654985626167066,0.12313806907164163,-0.0002737041050236422,-0.008399274059284348
19,1,2,29,margin,0.1394546555578322,0.1215695452902281,-0.0005471571086397009,-0.09842487619081808
19,1,2,29,both,0.1394454697379029,0.12155617909443155,-0.00025328587734786223,-0.0985541918599768
19,1,4,29,real,0.14797418176720786,0.1275424771633163,0.0024755722628640267,-0.0380882202299729
19,1,4,29,permC,0.14790138874591796,0.12724229180957308,-0.00030967905146978003,-0.03747664937057814
19,1,4,29,margin,0.13847292607658673,0.12295316192887476,-0.00047463741520041103,-0.20685517731348704
19,1,4,29,both,0.1384849406117359,0.12291351146891846,-0.00020431799837758446,-0.20700804479711477
19,4,1,29,real,0.14837680317790197,0.12317249450704923,0.006083582072189175,0.006620964263685155
19,4,1,29,permC,0.14815219259591367,0.1222753558832407,-0.0005647788695293161,0.007135841236808096
19,4,1,29,margin,0.14290989710376045,0.12013787907288151,-0.0003318676029692713,-0.05552274329555921
19,4,1,29,both,0.14289850330138235,0.12000917762262373,-0.00042958727601794905,-0.0558666283195257
19,4,2,29,real,0.14675092857117006,0.1240406370416253,0.005849750772751683,-0.009108387028285906
19,4,2,29,permC,0.1464942637283723,0.12318459659490785,-0.0005301519674827578,-0.008325051853678916
19,4,2,29,margin,0.13951968093259998,0.12178923326655373,-0.00032710234775788305,-0.0981733420379392
19,4,2,29,both,0.1394061762101251,0.12144562560571398,-0.00030988795192995094,-0.09840229299302908
19,4,4,29,real,0.1481581677384785,0.1281297212505956,0.00403334742861743,-0.03996619073726781
19,4,4,29,permC,0.14794491015999178,0.12722319196568813,-0.0005541714203552057,-0.037390471671399014
19,4,4,29,margin,0.1386262975342062,0.1232208631377281,-0.0003028594733291516,-0.20665191997961874
19,4,4,29,both,0.13842983136624715,0.12286319846623846,-0.00016105818420523535,-0.2067562840414126
19,8,1,29,real,0.14841658258134674,0.12364916791460291,0.010793983564448762,0.005070970472872777
19,8,1,29,permC,0.14827476031968434,0.12237563578963971,-0.0013620806055548256,0.007255803383509479
19,8,1,29,margin,0.1429087261298988,0.11997788415368435,-1.2365134049184128e-05,-0.055386511088209606
19,8,1,29,both,0.1429388039317701,0.12000980117032808,-0.0012399057078387177,-0.05578346883338462
19,8,2,29,real,0.14666562678589984,0.12442272343182266,0.010509810096033837,-0.010708722988075719
19,8,2,29,permC,0.14659662954108837,0.12330542347125041,-0.0012108552930395198,-0.008088491296508783
19,8,2,29,margin,0.13946191080946668,0.1217047075840602,5.762112024243482e-05,-0.09797188883150937
19,8,2,29,both,0.13944059391797098,0.12148057123693096,-0.0010883468665898084,-0.0982872739897271
19,8,4,29,real,0.14806378850301918,0.12861634872838934,0.008405356331893876,-0.04185457711706333
19,8,4,29,permC,0.14801385485975696,0.1272692270196153,-0.0014019424656071995,-0.037320978833924115
19,8,4,29,margin,0.13856178893409385,0.12311452036891787,8.805986817987199e-05,-0.20644427089968018
19,8,4,29,both,0.138499191389078,0.12278260242979701,-0.00065477927595813,-0.20635652721520367
29,1,1,11,real,0.21079110407737192,0.0867756628372088,0.0006458371225018984,0.018133698282716326
29,1,1,11,permC,0.21073742590080305,0.08653707589844088,6.668464094317095e-05,0.018521147251363557
29,1,1,11,margin,0.20230318520484908,0.09045713531275042,-0.0003406698112060809,-0.05154520638686978
29,1,1,11,both,0.20231625994653135,0.09041448951570609,-0.0002109578846935615,-0.05153887745351211
29,1,2,11,real,0.20882846290001003,0.09018378674009883,0.0007622582893535197,0.01693637069278514
29,1,2,11,permC,0.20878790838481395,0.08991133703000354,3.4696043856974335e-05,0.017175409897494553
29,1,2,11,margin,0.1991039182148716,0.09297463172857118,-0.00031873368956799225,-0.11344068763578162
29,1,2,11,both,0.19908650409844555,0.09291987216829088,-0.00023755459298596682,-0.11348289153235444
29,1,4,11,real,0.2047373502223991,0.09554857508453635,0.0008440099554095729,-0.009908343889526744
29,1,4,11,permC,0.20466389375058963,0.09517531198850478,6.705482714607543e-05,-0.009718697567584282
29,1,4,11,margin,0.19276455785643112,0.09927279782655508,-0.0002752752181287751,-0.1953564317686381
29,1,4,11,both,0.19276437663353824,0.09927039677210288,-0.00024628262324505323,-0.19545082216690923
29,4,1,11,real,0.21037580202425432,0.08734752395043233,0.004379923830504487,0.015250916916415076
29,4,1,11,permC,0.2107274447631788,0.08654096395544984,-0.0004948459945472994,0.018605746479731157
29,4,1,11,margin,0.20207376257862258,0.09045107440716965,0.0005280174791951567,-0.05155111133799104
29,4,1,11,both,0.20230658046558248,0.09045087004999641,-0.0008004667525672674,-0.05150074623013171
29,4,2,11,real,0.208427015250708,0.09074017957339257,0.004094066474825825,0.013651310803953608
29,4,2,11,permC,0.208768303590057,0.08989514749067375,-0.00047646914387484507,0.017310374573620807
29,4,2,11,margin,0.198883974454312,0.09303890947259397,0.0006785851685100671,-0.11331796101922606
29,4,2,11,both,0.1990641432782449,0.09299034550354794,-0.0007625210597891341,-0.11338021790790351
29,4,4,11,real,0.20447492787025795,0.09629280998336659,0.004470412888293066,-0.01289880903094709
29,4,4,11,permC,0.20466539365546088,0.09519050738500888,-0.00044838937094499043,-0.009588011901817276
29,4,4,11,margin,0.19251546482314705,0.09931875380001684,0.0006283831501434911,-0.19532736564188832
29,4,4,11,both,0.192785641035526,0.09926472637917388,-0.0007735559210544918,-0.19535045537346454
29,8,1,11,real,0.2104906324483374,0.08767577856295318,0.006874179480374812,0.014160614875161607
29,8,1,11,permC,0.21065291049963486,0.08662210840744748,-0.0009446820754840842,0.01860440879420367
29,8,1,11,margin,0.20198633293233773,0.09034823338945346,0.00019551861580890023,-0.05156529122605344
29,8,1,11,both,0.2024736642816559,0.09035736678312221,-0.0015170043988826099,-0.05148806732577613
29,8,2,11,real,0.20868394284202454,0.09114076691437857,0.005707617641570702,0.01168030427957469
29,8,2,11,permC,0.208677878573233,0.08994125575037927,-0.0008525966113704467,0.017382745501534503
29,8,2,11,margin,0.19881461740871811,0.09293048268882848,0.00040612669540957913,-0.11327210051700269
29,8,2,11,both,0.1991892049966243,0.09288068568531258,-0.001466929397296322,-0.11335540969473977
29,8,4,11,real,0.20466174478571855,0.09651662907820671,0.006189851606298554,-0.014763928004065396
29,8,4,11,permC,0.20461162746744718,0.09516855098351555,-0.0008356852248102379,-0.009526809360273223
29,8,4,11,margin,0.19248539915612803,0.0992864700352327,0.00041359196659138115,-0.19522383785011657
29,8,4,11,both,0.19292402163826658,0.09919372315000984,-0.0013615754344496003,-0.19520925833618874
29,1,1,29,real,0.20735273067650747,0.08364372009942911,0.0009775665301416565,0.019880690164587007
29,1,1,29,permC,0.20748606786485316,0.08353300190772467,-0.0003396734692279283,0.020235101352070302
29,1,1,29,margin,0.20515554179518156,0.08523841618390722,-0.0003141370598969869,-0.04690953214434589
29,1,1,29,both,0.2051887199563155,0.08519372324040031,-0.00013198351920370074,-0.046889807057009104
29,1,2,29,real,0.20400725206105477,0.08566324008498495,0.0010476135966393887,0.018807362520996428
29,1,2,29,permC,0.20415571924083228,0.08556022671382807,-0.0003118934091692338,0.019119506702040684
29,1,2,29,margin,0.20267937126647387,0.0897405837112465,-0.00034892832381919203,-0.09816990758782498
29,1,2,29,both,0.20270290544807376,0.08971946002127214,-0.00012198817535987357,-0.09810539589272216
29,1,4,29,real,0.19975623361182188,0.09087714682284816,0.0008597379481839474,-0.015983839381737232
29,1,4,29,permC,0.1998864959406873,0.09079653023327426,-0.00035870493774641427,-0.015530631080814712
29,1,4,29,margin,0.19635101496174812,0.09299175674671184,-0.0003159865219521385,-0.20143119170703305
29,1,4,29,both,0.19635175654056772,0.0929912815008794,-0.00011221649753296684,-0.20138985013597038
29,4,1,29,real,0.2069214272941746,0.08414913403363514,0.00429421469525057,0.017190948222162373
29,4,1,29,permC,0.207443620294537,0.08353226990098662,-0.0003338889120148754,0.020260927157311794
29,4,1,29,margin,0.20498551354662664,0.08535260341615018,5.7599094873785527e-05,-0.0469086210009034
29,4,1,29,both,0.20514345514857166,0.08522753322631597,-0.0002559935837656291,-0.04692230051411828
29,4,2,29,real,0.20371919227722568,0.08629951384785908,0.0038929774247946913,0.01564633624161818
29,4,2,29,permC,0.20414758712481237,0.08557197605307346,-0.00023306024531621894,0.019218381113922135
29,4,2,29,margin,0.2025366162192117,0.08994749791446646,9.125675414083563e-05,-0.09810054752119324
29,4,2,29,both,0.2026527527698277,0.08973014421747318,-0.0001963486419382099,-0.09808823975184774
29,4,4,29,real,0.1993751362275261,0.09138594217205796,0.0037489678568186817,-0.019100999580636047
29,4,4,29,permC,0.1998683141997261,0.09079612186565023,-0.0002515441482836648,-0.015403429043323525
29,4,4,29,margin,0.19623352338959016,0.0932679975520782,0.00017923415695341355,-0.20130679603945578
29,4,4,29,both,0.19633690805086557,0.09303724367650139,-0.0001472666987500093,-0.20133338372973467
29,8,1,29,real,0.20666285526043351,0.08422748221499964,0.006138634476294693,0.015881078797488003
29,8,1,29,permC,0.2075513951260619,0.08347344437038152,-0.0009328345411489524,0.020247392704916746
29,8,1,29,margin,0.20484403514241573,0.08523864991800631,-0.0007721460555660993,-0.046983511584542545
29,8,1,29,both,0.20518479452625193,0.08527997047792674,-0.0010480905306062827,-0.04691064100986736
29,8,2,29,real,0.20354957632720178,0.08650486984971907,0.005379734956728027,0.013978804567833023
29,8,2,29,permC,0.20422285755747555,0.08547657463727926,-0.0008123346447942899,0.019224517891183096
