q,Kc,Kw,seed,world,I,P,C,W
4,4,4,29,real,0.2473799492112014,0.046020178551886004,0.004657632814217716,-0.02919826685709013
4,4,4,29,permC,0.24759711948287613,0.04617015448931937,-0.0002582981730585854,-0.02927820025180238
4,4,4,29,margin,0.2547318583935567,0.04938546729941938,-7.948837125072253e-05,-0.2913257425328897
4,4,4,29,both,0.25529750505430077,0.049648070241435194,6.042864157875433e-05,-0.29092681339226634
4,8,1,29,real,0.25482778299611375,0.03994946603550137,0.009852368411809281,0.023315906812170578
4,8,1,29,permC,0.25488819271342167,0.03982145106013623,0.0002711984530209913,0.02241824532079098
4,8,1,29,margin,0.2725097212981004,0.03625531128812558,0.00025413519483192626,-0.07787594236305326
4,8,1,29,both,0.2730428678270636,0.03642509782213103,-0.0005725346543609955,-0.0778098962768651
4,8,2,29,real,0.24447377228232844,0.04721204422953809,0.010369956930609166,-0.011962013391581547
4,8,2,29,permC,0.24460404985726117,0.04742441900786577,0.0002064758643901543,-0.013441985990391868
4,8,2,29,margin,0.2576922595973045,0.04349064969000802,0.00012807997132073068,-0.15949716704889705
4,8,2,29,both,0.25821390575432845,0.04369911330927651,-0.0004607498675402536,-0.15919328095237695
4,8,4,29,real,0.24749661246619056,0.0463833997931418,0.009568953240693751,-0.028904172676935475
4,8,4,29,permC,0.24727152283661147,0.04607576599344629,0.0006708160215867601,-0.02911880142863377
4,8,4,29,margin,0.2548631856272268,0.049258145876464605,-0.00016225551241930153,-0.291659635408518
4,8,4,29,both,0.25527598261354234,0.049655115626917275,1.2474382824358642e-05,-0.2905921895778933
7,1,1,11,real,0.09811486658088985,0.11120286560203281,0.014416482077782308,0.07201019555256245
7,1,1,11,permC,0.09831103144754888,0.10959222097760085,0.0012559008613579798,0.07709912669858805
7,1,1,11,margin,0.09596110942672448,0.07804537460104816,-0.0009617476049961122,-0.08724235991406895
7,1,1,11,both,0.09621577267731643,0.07856414254039865,-0.0018840516332057171,-0.08738398673376635
7,1,2,11,real,0.09495920255005404,0.11767709224605721,0.014648613229432625,0.05704182259903013
7,1,2,11,permC,0.09510872524678123,0.11726581952893178,0.001435589600828522,0.06207831133287595
7,1,2,11,margin,0.09661808058968399,0.09636841154780273,-0.000543319612599578,-0.2165954820494642
7,1,2,11,both,0.09675732390489072,0.0970130449181775,-0.001855637307913438,-0.21712712253626584
7,1,4,11,real,0.09489625278775729,0.13105836855719155,0.015413227486355338,-0.058904854525214816
7,1,4,11,permC,0.09473537454310209,0.13178063711601223,0.0017605834958897837,-0.054307986153230445
7,1,4,11,margin,0.09581538522347101,0.1122297184278442,-0.000741149308325408,-0.3394377216617066
7,1,4,11,both,0.09597044894851679,0.11244153266078162,-0.0021455968999287882,-0.34006149204479785
7,4,1,11,real,0.09768459416113061,0.11387273600843942,0.01331836627710773,0.06694336918210059
7,4,1,11,permC,0.09839269016684807,0.10982909185010536,-0.001311194740327435,0.07757733674563341
7,4,1,11,margin,0.09596833060337821,0.07839202641691884,-0.0017592835072774147,-0.0876770975482569
7,4,1,11,both,0.09633445463572107,0.07830505567016921,-0.004057354822514431,-0.0865127349840654
7,4,2,11,real,0.09519187312589136,0.11998557781874374,0.014436841817626537,0.05286134061743675
7,4,2,11,permC,0.09522216751300144,0.11743254109013118,-0.0014804824427123349,0.06220754493806587
7,4,2,11,margin,0.09668485793152534,0.09678138663168144,-0.0011021354800579881,-0.2167914996488292
7,4,2,11,both,0.09688725877983755,0.09676004684501506,-0.0038908547461580785,-0.21611778503550083
7,4,4,11,real,0.0950204138205269,0.13242533796802514,0.014672848612925374,-0.06361394396843208
7,4,4,11,permC,0.09490560233946388,0.1319314029129794,-0.0006433360760245607,-0.05366660007641401
7,4,4,11,margin,0.09497538339146214,0.11281405818574977,-0.001800341002379681,-0.34013411508766755
7,4,4,11,both,0.09589880180156385,0.11234609833767518,-0.004340015963896456,-0.33921135616975584
7,8,1,11,real,0.0982498020552657,0.11712818313697396,0.021075014119183163,0.05444017743372384
7,8,1,11,permC,0.09866694318796562,0.10955492266714106,-0.0016060375698476645,0.07796001910951998
7,8,1,11,margin,0.09580729544191864,0.07984021931739414,-0.004558721913234651,-0.08731733969087506
7,8,1,11,both,0.0962800069434558,0.07806890394464785,-0.0049004944084945394,-0.08611924282816802
7,8,2,11,real,0.0955428824827146,0.12331085851267151,0.02572731431673592,0.04389197352609396
7,8,2,11,permC,0.09541770045448231,0.1173321907408033,-0.0017866564517498018,0.0625788961224352
7,8,2,11,margin,0.09651266069146437,0.09838121244283116,-0.00454670672377519,-0.21707687462920736
7,8,2,11,both,0.09671209473831709,0.09642999298823196,-0.0043672786681427656,-0.215357577215608
7,8,4,11,real,0.09495167255228958,0.13552907461805805,0.02791146724157378,-0.07063516493023583
7,8,4,11,permC,0.09482645247439692,0.1316933669176693,-0.0010730305884758633,-0.05341876939545851
7,8,4,11,margin,0.09465257213293009,0.11363682574737534,-0.003298273473981992,-0.33847285129593074
7,8,4,11,both,0.0959236621691194,0.11180953032554684,-0.004655547349530729,-0.3382902558135126
7,1,1,29,real,0.08436220574214984,0.12361128613182208,0.009005444830499854,0.06979731721067892
7,1,1,29,permC,0.08415832428097343,0.12130632078636432,-6.300598002739742e-05,0.07543181142775598
7,1,1,29,margin,0.08776566702693012,0.08796034247541983,0.00017220244398211126,-0.09699565358165987
7,1,1,29,both,0.08805371750447735,0.08804495060609308,0.00020136725060798666,-0.09699210515641042
