,real,null,null2,p_conc,p_diff
p10,-1.1258243368670384,-1.152793737615633,-1.1984029124594289,-1.0782698421651216,-1.2566151354613082
p25,-0.706125805855786,-0.6549765860941416,-0.6358848157351359,-0.7127633025091721,-0.6005133501213668
p50,-0.2216733350935797,-0.19804140812170523,-0.2002593736328228,-0.1992981349189465,0.04216133477614861
p75,0.5626008380793084,0.7496835839881298,0.5974057332393903,0.7217471947332084,0.5284375629813538
p90,1.4084186007027046,1.1609381276648123,1.1905685129141665,1.2676152146043493,1.3558708764142877
p95,1.6903578549105034,1.8081362740442162,1.8403101832964899,1.7355411311837496,1.5937013022261557
p99,2.7085905902293836,2.9507708053931947,3.017021841563469,2.6428226989787045,2.6522475824282714
