q,gate_free,arm,seed,C
39,True,perm_free,29,-0.004755816346839303
39,True,perm_count,29,-0.004393566176709274
39,True,perm_pattern,29,-0.0040353100982827295
39,True,real,47,0.012403554697058894
39,True,perm_free,47,-0.0033683570290087284
39,True,perm_count,47,-0.0017977914836735387
39,True,perm_pattern,47,-0.0036604639095981772
42,False,real,11,0.031914373863960344
42,False,perm_free,11,-0.0051034720647256115
42,False,perm_count,11,-0.0029741490874413135
42,False,perm_pattern,11,-0.002512109606460977
42,False,real,29,0.03519595207743864
42,False,perm_free,29,-0.00544050723182643
42,False,perm_count,29,-0.0037921814936660025
42,False,perm_pattern,29,-0.003064484686768454
42,False,real,47,0.03762440502403519
42,False,perm_free,47,-0.0034208357153197033
42,False,perm_count,47,-0.0017694762960038801
42,False,perm_pattern,47,-0.002298258845459644
42,True,real,11,0.01859025418303184
42,True,perm_free,11,-0.005113339199575684
42,True,perm_count,11,-0.004495587302487336
42,True,perm_pattern,11,-0.002534292630235191
42,True,real,29,0.01933110050274023
42,True,perm_free,29,-0.004093144473172217
42,True,perm_count,29,-0.0016529796869254598
42,True,perm_pattern,29,-0.0025621998598602813
42,True,real,47,0.02119227953492475
42,True,perm_free,47,-0.003443103885533594
42,True,perm_count,47,-0.002898470971660405
42,True,perm_pattern,47,-0.003393988687741878
48,False,real,11,0.01984306360131982
48,False,perm_free,11,-0.0013997827848921673
48,False,perm_count,11,0.0001272889434202895
48,False,perm_pattern,11,-0.000245287668562133
48,False,real,29,0.028361114107341656
48,False,perm_free,29,-0.002474047613993835
48,False,perm_count,29,-0.001991054649880142
48,False,perm_pattern,29,-0.00357829650689101
48,False,real,47,0.024725675097159394
48,False,perm_free,47,-0.0009936941816605094
48,False,perm_count,47,-0.0020182563299521172
48,False,perm_pattern,47,-0.003549775425002899
48,True,real,11,0.007820548963094143
48,True,perm_free,11,-0.0006761078321579905
48,True,perm_count,11,0.00041982637280213453
48,True,perm_pattern,11,-0.001575584773537142
48,True,real,29,0.011584104949243557
48,True,perm_free,29,-0.0017350086633346473
48,True,perm_count,29,-0.0022520162799889443
48,True,perm_pattern,29,-0.003429263237210267
48,True,real,47,0.007660970042552506
48,True,perm_free,47,-0.0014104029906159
48,True,perm_count,47,-0.0023192307613834062
48,True,perm_pattern,47,-0.0018964815853348416
53,False,real,11,0.027421768010687075
53,False,perm_free,11,-0.0020545290109373893
53,False,perm_count,11,-0.0007062773408456069
53,False,perm_pattern,11,-0.0032976861630533705
53,False,real,29,0.027458074303673086
53,False,perm_free,29,-0.00156796869660214
53,False,perm_count,29,-0.0008592228896373566
53,False,perm_pattern,29,-0.0003949541327180617
53,False,real,47,0.02232770073953838
53,False,perm_free,47,-0.0008730891551020914
53,False,perm_count,47,-0.0005328803568970253
53,False,perm_pattern,47,-0.001730768462298471
53,True,real,11,0.010376809313368929
53,True,perm_free,11,-0.0021719030355716873
53,True,perm_count,11,-0.0017996647653659714
53,True,perm_pattern,11,-0.0028037224212208445
53,True,real,29,0.011314607976555036
53,True,perm_free,29,-0.001926517704458064
