q,dens,scale,seed,skill,pp,pp_carriers
4,0.05,0.3,11,-0.002087947789035538,11.984181916362285,50.04148341374999
4,0.05,0.5,11,-0.0017890545766500177,12.440596231918114,51.80635207354604
4,0.15,0.0,11,-0.004597908756593161,0.0,0.0
4,0.15,0.08,11,-0.002069159223620942,11.286151597063927,28.5521936300008
4,0.15,0.12,11,0.0038071082263150258,14.29350592218126,35.90691857151095
4,0.15,0.2,11,0.010278923823058839,17.203974873625157,42.848867052521314
4,0.15,0.3,11,0.011887253663691921,18.80421186470352,46.55481017715424
4,0.15,0.5,11,0.014446823720035917,20.119205193347156,49.57213114350995
4,0.3,0.0,11,-0.004597908756593161,0.0,0.0
4,0.3,0.08,11,-0.0005210777612684181,12.205254443051299,21.94349151446611
4,0.3,0.12,11,0.008216422892373787,16.427419675026126,29.379638293733596
4,0.3,0.2,11,0.02566668365021285,21.590596336456642,38.315249410792916
4,0.3,0.3,11,0.042967092501834614,24.675840683319343,43.53477020603199
4,0.3,0.5,11,0.051726435998219134,27.208159005269835,47.719957011887125
4,1.0,0.0,11,-0.007012985563963792,0.0,0.0
4,1.0,0.08,11,-0.004532426840634041,13.03858162156799,13.03858162156799
4,1.0,0.12,11,0.008417257358008023,18.60628062228013,18.60628062228013
4,1.0,0.2,11,0.06354901051583628,27.55322098186489,27.55322098186489
4,1.0,0.3,11,0.12958730784669537,34.916043950803946,34.916043950803946
4,1.0,0.5,11,0.2156738012976488,42.24511422510335,42.24511422510335
4,0.05,0.0,29,-0.006780742200114265,0.0,0.0
4,0.05,0.08,29,-0.005883766850273808,8.391926418329547,37.22826464442385
4,0.05,0.12,29,-0.00511637180673985,9.72196288377499,42.7304071275181
4,0.05,0.2,29,-0.005594338280344946,10.80630121177281,47.107854942369926
4,0.05,0.3,29,-0.0053240510152433584,11.279727014558917,48.976630013430835
4,0.05,0.5,29,-0.004700968160106012,11.666171851891335,50.47703470541569
4,0.15,0.0,29,-0.006780742200114265,0.0,0.0
4,0.15,0.08,29,-0.004963588690671816,10.898947351704475,28.70456013335198
4,0.15,0.12,29,-0.0028784447625204157,13.532269707546071,35.35432586575587
4,0.15,0.2,29,0.0019441336537276976,16.39649418204548,42.4008671971839
4,0.15,0.3,29,0.004001695156075291,18.017246524968826,46.29704159836969
4,0.15,0.5,29,0.00787635644998319,19.272322717481032,49.23717822121528
4,0.3,0.0,29,-0.006780742200114265,0.0,0.0
4,0.3,0.08,29,0.0006415185917633126,12.903708981536294,23.50569109996162
4,0.3,0.12,29,0.008710825416601398,16.700940376250035,30.251264047795694
4,0.3,0.2,29,0.023313801819703328,21.353411484072502,38.35757251182496
4,0.3,0.3,29,0.0366620137397512,24.236500979055066,43.2596729156117
4,0.3,0.5,29,0.04651959389402782,26.805134041421326,47.540644720241716
4,1.0,0.0,29,-0.008973618855161125,0.0,0.0
4,1.0,0.08,29,-0.005057630643610422,14.631255088115728,14.631255088115728
4,1.0,0.12,29,0.016326859833256324,20.280582066768073,20.280582066768073
